General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Antonio Candreva,ITA,"MF,DF",35,1987,30.3,1802,48,332,783,708,46,1802,34,8,23.5,14,41.2,1093,5695,2245,71,50,10,25,13,1298,171
Antonio Iervolino,ITA,MF,19,2003,0.1,8,0,0,5,3,0,8,0,0,,0,,7,17,6,0,0,0,0,0,6,2
Boulaye Dia,SEN,"FW,MF",25,1996,28.0,885,31,113,427,364,75,884,88,35,39.8,39,44.3,610,4033,1545,48,47,13,71,61,673,140
Diego Valencia,CHI,"MF,FW",22,2000,2.6,109,4,24,46,41,4,109,2,0,0.0,1,50.0,59,211,82,1,0,0,7,3,66,21
Domagoj Bradarić,CRO,DF,22,1999,25.0,1352,50,398,609,368,22,1352,50,17,34.0,28,56.0,706,4295,2396,63,46,8,27,10,744,107
Domen Črnigoj,SVN,MF,26,1995,3.3,160,5,36,95,32,6,160,4,2,50.0,2,50.0,64,255,71,2,2,1,13,1,89,9
Dylan Bronn,TUN,DF,27,1995,18.7,1196,106,562,590,48,10,1196,11,6,54.5,3,27.3,638,2651,1487,10,6,0,7,2,759,5
Emil Bohinen,NOR,MF,23,1999,9.2,610,36,172,335,110,6,610,18,8,44.4,7,38.9,320,1702,868,12,12,0,10,9,355,16
Erik Botheim,NOR,"MF,FW",22,2000,9.6,300,7,38,146,118,23,300,7,2,28.6,4,57.1,166,647,259,11,5,3,19,12,230,61
Federico Bonazzoli,ITA,"FW,MF",25,1997,12.4,487,0,33,269,191,31,487,23,12,52.2,9,39.1,304,1138,435,11,10,3,42,12,378,67
Federico Fazio,ARG,DF,35,1987,11.9,679,84,318,309,58,17,679,8,4,50.0,4,50.0,347,1507,877,13,11,1,11,5,358,4
Flavius Daniliuc,AUT,DF,21,2001,24.4,1374,200,757,572,58,16,1374,5,2,40.0,3,60.0,727,3691,1769,14,10,0,14,4,843,5
Franck Ribéry,FRA,MF,39,1983,0.4,28,0,3,16,10,0,28,3,0,0.0,3,100.0,15,121,67,1,1,0,0,1,24,4
Giulio Maggiore,ITA,MF,24,1998,9.9,580,18,138,351,93,8,580,4,1,25.0,2,50.0,300,1117,427,7,3,1,18,4,365,13
Grigoris Kastanos,CYP,"MF,DF",24,1998,14.3,770,20,157,365,258,25,770,34,13,38.2,14,41.2,458,2257,1111,27,19,3,16,19,508,59
Guillermo Ochoa,MEX,GK,37,1985,20.0,824,692,819,5,0,0,824,0,0,,0,,396,2117,1426,0,0,0,1,0,326,0
Hans Nicolussi Caviglia,ITA,MF,22,2000,6.5,313,15,83,184,47,4,313,8,4,50.0,2,25.0,139,697,228,4,3,0,11,6,167,2
Ivan Radovanović,SRB,"MF,DF",33,1988,7.5,323,30,130,182,14,2,323,1,0,0.0,1,100.0,175,815,439,2,1,0,6,0,203,2
Julian Kristoffersen,NOR,FW,25,1997,0.2,4,0,0,2,2,0,4,0,0,,0,,1,2,0,0,0,0,1,0,2,2
Junior Sambia,FRA,DF,25,1996,7.7,504,21,114,221,172,13,504,29,10,34.5,17,58.6,258,1443,803,23,22,6,13,9,301,38
Krzysztof Piątek,POL,FW,27,1995,23.8,848,45,83,433,341,84,847,24,10,41.7,10,41.7,440,2049,620,27,17,11,78,35,615,121
Lassana Coulibaly,MLI,MF,26,1996,32.1,1540,86,399,933,245,17,1540,93,48,51.6,39,41.9,917,5811,2571,52,39,7,61,33,962,59
Lorenzo Pirola,ITA,DF,20,2002,21.6,1235,169,719,472,51,19,1235,8,5,62.5,3,37.5,641,2541,1280,13,12,0,12,2,771,4
Luigi Sepe,ITA,GK,31,1991,17.0,692,605,692,0,0,0,692,0,0,,0,,346,1709,1260,0,0,0,1,0,273,0
Matteo Lovato,ITA,DF,22,2000,9.0,411,58,233,172,9,0,411,0,0,,0,,210,794,386,1,1,1,5,3,227,1
Norbert Gyömbér,SVK,DF,30,1992,19.3,955,136,536,402,22,9,955,3,2,66.7,1,33.3,444,2200,848,5,1,0,2,1,481,2
Pasquale Mazzocchi,ITA,DF,27,1995,21.8,1196,59,348,469,398,36,1196,103,58,56.3,36,35.0,654,4495,2330,70,55,15,54,34,680,102
Tonny Vilhena,NED,MF,27,1995,25.2,1091,32,202,609,294,19,1091,39,17,43.6,19,48.7,591,3063,1302,30,35,3,37,24,682,59
Vincenzo Fiorillo,ITA,GK,32,1990,1.0,25,20,25,0,0,0,25,0,0,,0,,16,86,66,0,0,0,0,0,13,0
William Troost-Ekong,NGA,DF,28,1993,4.9,226,27,128,94,5,3,226,0,0,,0,,127,606,200,1,1,0,2,0,130,0
