General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Antonio Candreva,ITA,"MF,DF",35,1987,30.3,3,1,1,7,35,10,218,17,7,0,1,0,135,2,5,28.6
Antonio Iervolino,ITA,MF,19,2003,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Boulaye Dia,SEN,"FW,MF",25,1996,28.0,4,0,0,28,43,13,6,7,5,0,0,0,97,20,58,25.6
Diego Valencia,CHI,"MF,FW",22,2000,2.6,1,0,0,8,6,0,5,1,5,0,0,0,10,2,4,33.3
Domagoj Bradarić,CRO,DF,22,1999,25.0,5,0,0,17,20,4,68,21,19,0,0,0,154,14,25,35.9
Domen Črnigoj,SVN,MF,26,1995,3.3,1,0,0,6,2,0,0,9,3,0,0,0,21,5,7,41.7
Dylan Bronn,TUN,DF,27,1995,18.7,5,1,0,29,10,0,7,20,18,0,1,0,109,34,23,59.6
Emil Bohinen,NOR,MF,23,1999,9.2,0,0,0,15,13,1,3,17,13,0,1,0,78,12,15,44.4
Erik Botheim,NOR,"MF,FW",22,2000,9.6,2,0,0,12,11,3,5,0,7,0,0,0,32,20,28,41.7
Federico Bonazzoli,ITA,"FW,MF",25,1997,12.4,1,0,0,18,32,7,4,3,3,0,0,0,37,6,15,28.6
Federico Fazio,ARG,DF,35,1987,11.9,2,1,0,11,6,0,4,28,12,0,3,0,74,36,13,73.5
Flavius Daniliuc,AUT,DF,21,2001,24.4,9,0,0,33,4,0,0,29,29,0,0,0,132,39,28,58.2
Franck Ribéry,FRA,MF,39,1983,0.4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Giulio Maggiore,ITA,MF,24,1998,9.9,2,0,0,20,14,0,3,8,8,0,1,0,75,9,14,39.1
Grigoris Kastanos,CYP,"MF,DF",24,1998,14.3,4,0,0,22,42,0,26,8,23,0,0,0,70,23,24,48.9
Guillermo Ochoa,MEX,GK,37,1985,20.0,1,0,0,0,1,0,0,0,0,0,0,0,22,2,0,100.0
Hans Nicolussi Caviglia,ITA,MF,22,2000,6.5,2,0,0,13,6,0,4,7,6,0,1,0,46,9,11,45.0
Ivan Radovanović,SRB,"MF,DF",33,1988,7.5,1,1,0,4,7,0,0,7,4,0,0,0,47,8,12,40.0
Julian Kristoffersen,NOR,FW,25,1997,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,25.0
Junior Sambia,FRA,DF,25,1996,7.7,3,0,0,11,17,0,33,8,5,0,0,0,34,15,10,60.0
Krzysztof Piątek,POL,FW,27,1995,23.8,5,0,0,39,44,22,14,2,11,0,0,0,58,90,115,43.9
Lassana Coulibaly,MLI,MF,26,1996,32.1,12,0,0,53,50,1,10,25,50,0,0,0,222,29,38,43.3
Lorenzo Pirola,ITA,DF,20,2002,21.6,4,0,0,28,9,0,1,30,29,0,0,0,83,48,39,55.2
Luigi Sepe,ITA,GK,31,1991,17.0,3,0,0,1,2,0,0,0,0,0,1,0,27,4,0,100.0
Matteo Lovato,ITA,DF,22,2000,9.0,2,0,0,6,4,0,0,13,14,0,0,0,40,15,16,48.4
Norbert Gyömbér,SVK,DF,30,1992,19.3,5,0,0,22,7,0,5,35,23,0,1,0,106,45,25,64.3
Pasquale Mazzocchi,ITA,DF,27,1995,21.8,2,0,0,27,17,5,90,10,18,1,0,0,129,12,14,46.2
Tonny Vilhena,NED,MF,27,1995,25.2,5,0,0,34,34,1,52,18,22,0,1,0,126,10,34,22.7
Vincenzo Fiorillo,ITA,GK,32,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
William Troost-Ekong,NGA,DF,28,1993,4.9,1,0,0,7,1,0,1,6,3,0,0,0,13,18,9,66.7
