General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alessandro Micai,ITA,GK,29,1993,0,,,,,0,,0,0,,9,,,,,,,,,,,
Andrea Sorrentino,ITA,GK,17,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
Andrei Motoc,ROU,MF,20,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,
Andres Sfait,ROU,MF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Antonio Candreva,ITA,"MF,DF",35,1987,35,2726,78,79.7,30.3,32,83,18,3,21,0,1.17,41,46,-5,-0.17,1.0,30.3,50.1,-19.8,-0.65,0.73
Antonio Iervolino,ITA,MF,19,2003,1,5,5,0.1,0.1,0,,0,1,5,30,3.0,1,0,1,18.0,18.4,0.9,0.0,0.9,12.82,13.64
Boulaye Dia,SEN,"FW,MF",25,1996,33,2518,76,73.6,28.0,27,85,16,6,37,1,1.09,40,46,-6,-0.21,0.58,26.9,47.3,-20.4,-0.73,0.28
Diego Valencia,CHI,"MF,FW",22,2000,12,231,19,6.8,2.6,0,,0,12,19,17,0.5,1,4,-3,-1.17,-0.86,2.1,6.0,-3.9,-1.5,-0.75
Domagoj Bradarić,CRO,DF,22,1999,31,2250,73,65.8,25.0,24,85,19,7,29,5,1.13,31,44,-13,-0.52,-0.44,22.8,44.3,-21.5,-0.86,-0.17
Domen Črnigoj,SVN,MF,26,1995,7,296,42,8.7,3.3,4,60,0,3,19,3,1.14,1,3,-2,-0.61,-0.26,2.0,5.3,-3.3,-1.0,-0.21
Dylan Bronn,TUN,DF,27,1995,24,1683,70,49.2,18.7,19,82,14,5,25,8,1.17,24,30,-6,-0.32,0.09,19.2,34.7,-15.5,-0.83,-0.05
Emil Bohinen,NOR,MF,23,1999,24,832,35,24.3,9.2,9,62,0,15,18,5,1.21,15,13,2,0.22,0.77,9.1,18.2,-9.2,-0.99,-0.25
Erik Botheim,NOR,"MF,FW",22,2000,28,866,31,25.3,9.6,9,65,2,19,15,10,1.29,13,17,-4,-0.42,-0.06,9.2,17.6,-8.4,-0.88,-0.1
Federico Bonazzoli,ITA,"FW,MF",25,1997,24,1119,47,32.7,12.4,12,71,3,12,23,14,0.88,9,14,-5,-0.4,-0.05,10.6,22.4,-11.7,-0.94,-0.21
Federico Fazio,ARG,DF,35,1987,14,1074,77,31.4,11.9,12,88,10,2,8,1,1.21,19,19,0,0.0,0.54,15.0,22.9,-7.9,-0.66,0.21
Flavius Daniliuc,AUT,DF,21,2001,27,2195,81,64.2,24.4,23,87,19,4,46,4,1.0,29,39,-10,-0.41,-0.12,22.4,43.4,-21.0,-0.86,-0.17
Franck Ribéry,FRA,MF,39,1983,1,37,37,1.1,0.4,0,,0,1,37,0,0.0,0,0,0,0.0,0.37,0.2,0.8,-0.7,-1.61,-0.82
Freddie Veseli,ALB,DF,29,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,
Giulio Maggiore,ITA,MF,24,1998,16,894,56,26.1,9.9,11,65,4,5,36,7,1.0,15,14,1,0.1,0.64,12.3,14.8,-2.5,-0.25,0.74
Grigoris Kastanos,CYP,"MF,DF",24,1998,28,1286,46,37.6,14.3,13,73,5,15,22,9,1.04,20,24,-4,-0.28,0.14,13.1,27.7,-14.6,-1.02,-0.35
Guillermo Ochoa,MEX,GK,37,1985,20,1800,90,52.6,20.0,20,90,20,0,,3,1.1,26,33,-7,-0.35,0.04,17.9,33.7,-15.8,-0.79,0.02
Hans Nicolussi Caviglia,ITA,MF,22,2000,12,586,49,17.1,6.5,6,75,3,6,22,10,1.0,6,17,-11,-1.69,-1.59,6.2,12.8,-6.7,-1.02,-0.27
Ivan Radovanović,SRB,"MF,DF",33,1988,10,671,67,19.6,7.5,7,82,4,3,32,3,1.1,9,13,-4,-0.54,-0.21,7.5,13.0,-5.4,-0.73,0.09
Jacopo De Matteis,ITA,GK,19,2002,0,,,,,0,,0,0,,9,,,,,,,,,,,
Julian Kristoffersen,NOR,FW,25,1997,1,18,18,0.5,0.2,0,,0,1,18,3,0.0,0,0,0,0.0,0.37,0.1,0.5,-0.4,-2.11,-1.32
Junior Sambia,FRA,DF,25,1996,22,697,32,20.4,7.7,7,69,1,15,14,16,1.0,8,10,-2,-0.26,0.14,7.7,14.3,-6.6,-0.85,-0.06
Krzysztof Piątek,POL,FW,27,1995,33,2140,65,62.6,23.8,23,79,13,10,33,1,1.09,33,44,-11,-0.46,-0.25,24.5,43.9,-19.4,-0.81,-0.03
Lassana Coulibaly,MLI,MF,26,1996,35,2892,83,84.6,32.1,34,84,24,1,34,0,1.11,42,57,-15,-0.47,-0.64,30.6,57.2,-26.5,-0.83,-0.16
Leonardo Capezzi,ITA,MF,27,1995,0,,,,,0,,0,0,,19,,,,,,,,,,,
Lorenzo Pirola,ITA,DF,20,2002,26,1941,75,56.8,21.6,23,82,12,3,22,11,1.12,25,38,-13,-0.6,-0.54,17.2,35.2,-18.0,-0.83,-0.07
Luigi Sepe,ITA,GK,31,1991,17,1530,90,44.7,17.0,17,90,17,0,,16,1.0,19,27,-8,-0.47,-0.18,17.6,31.1,-13.6,-0.8,0.01
Matteo Lovato,ITA,DF,22,2000,17,814,48,23.8,9.0,8,74,4,9,25,9,1.06,11,22,-11,-1.22,-1.11,8.3,19.3,-11.1,-1.22,-0.56
Norbert Gyömbér,SVK,DF,30,1992,27,1740,64,50.9,19.3,23,73,9,4,17,3,1.19,25,19,6,0.31,1.38,19.4,27.9,-8.5,-0.44,0.74
Pasquale Allocca,ITA,GK,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Pasquale Mazzocchi,ITA,DF,27,1995,27,1958,73,57.3,21.8,23,80,10,4,31,1,1.3,28,34,-6,-0.28,0.22,21.9,34.7,-12.8,-0.59,0.5
Paweł Jaroszyński,POL,"DF,MF",27,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
Reda Boultam,NED,MF,24,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
