General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Julian Kristoffersen,NOR,FW,25,1997,0.2,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Junior Sambia,FRA,DF,25,1996,7.7,312,396,78.8,4617,1867,178,198,89.9,107,141,75.9,14,33,42.4,1,1.6,0.7,-0.6,7,14,10,2,27
Krzysztof Piątek,POL,FW,27,1995,23.8,379,558,67.9,5117,687,219,293,74.7,110,158,69.6,17,33,51.5,5,2.1,0.8,2.9,22,24,10,0,33
Lassana Coulibaly,MLI,MF,26,1996,32.1,978,1174,83.3,15588,4473,489,554,88.3,399,453,88.1,57,92,62.0,3,1.8,1.5,1.2,20,91,10,1,120
Lorenzo Pirola,ITA,DF,20,2002,21.6,790,989,79.9,14168,5069,320,355,90.1,399,470,84.9,65,127,51.2,0,0.4,0.4,-0.4,3,43,4,0,43
Luigi Sepe,ITA,GK,31,1991,17.0,441,648,68.1,11985,9017,79,79,100.0,216,217,99.5,143,345,41.4,0,0.0,0.0,0.0,0,8,0,0,0
Matteo Lovato,ITA,DF,22,2000,9.0,274,325,84.3,5071,1760,99,112,88.4,136,155,87.7,30,44,68.2,0,0.0,0.0,0.0,0,8,0,0,8
Norbert Gyömbér,SVK,DF,30,1992,19.3,621,744,83.5,11217,4343,231,258,89.5,322,362,89.0,56,103,54.4,1,0.6,0.1,0.4,3,32,2,1,45
Pasquale Mazzocchi,ITA,DF,27,1995,21.8,702,949,74.0,11136,3985,379,417,90.9,245,339,72.3,56,122,45.9,3,2.6,2.0,0.4,30,37,21,12,60
Tonny Vilhena,NED,MF,27,1995,25.2,662,864,76.6,10869,3264,344,392,87.8,224,269,83.3,61,120,50.8,1,1.7,1.6,-0.7,19,64,14,6,80
Vincenzo Fiorillo,ITA,GK,32,1990,1.0,16,24,66.7,535,491,1,1,100.0,6,6,100.0,8,16,50.0,0,0.0,0.0,0.0,0,0,0,0,0
William Troost-Ekong,NGA,DF,28,1993,4.9,148,179,82.7,3117,1047,31,36,86.1,102,112,91.1,13,24,54.2,0,0.0,0.0,0.0,0,1,1,1,6
