General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Armando Broja,ALB,FW,20,2001,3.3,4,1,0,3,1,1,1,100.0,0,10,1,9,1,5,1,0
Ben Chilwell,ENG,"DF,MF",25,1996,15.6,21,17,12,8,1,13,25,52.0,12,21,2,19,18,39,26,0
Benoît Badiashile,FRA,DF,21,2001,10.1,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1
Carney Chukwuemeka,ENG,"MF,FW",18,2003,3.9,13,7,7,6,0,3,5,60.0,2,7,0,7,6,19,1,0
Christian Pulisic,USA,"FW,DF",23,1998,9.1,11,6,3,6,2,3,5,60.0,2,8,1,7,4,15,4,0
Conor Gallagher,ENG,MF,22,2000,18.0,46,33,17,19,10,10,37,27.0,27,41,10,31,23,69,18,1
César Azpilicueta,ESP,DF,32,1989,17.0,43,25,23,15,5,22,37,59.5,15,26,5,21,19,62,54,1
David Datro Fofana,CIV,FW,19,2002,0.8,3,1,1,1,1,1,1,100.0,0,1,0,1,0,3,0,0
Denis Zakaria,SUI,MF,25,1996,4.6,9,5,5,2,2,2,8,25.0,6,4,1,3,3,12,10,0
Edouard Mendy,SEN,GK,30,1992,9.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3
Enzo Fernández,ARG,MF,21,2001,17.2,45,27,25,17,3,21,56,37.5,35,32,2,30,16,61,12,1
Hakim Ziyech,MAR,"FW,MF",29,1993,7.3,20,12,12,5,3,4,9,44.4,5,8,0,8,5,25,5,1
Jorginho,ITA,MF,30,1991,14.2,42,23,22,14,6,22,46,47.8,24,18,3,15,21,63,7,0
João Félix,POR,"FW,MF",22,1999,10.5,14,7,5,6,3,4,12,33.3,8,3,0,3,1,15,1,1
Kai Havertz,GER,"FW,MF",23,1999,28.5,34,16,4,20,10,10,30,33.3,20,28,0,28,7,41,41,0
Kalidou Koulibaly,SEN,DF,31,1991,20.0,45,31,34,8,3,26,40,65.0,14,30,13,17,29,74,77,0
Kepa Arrizabalaga,ESP,GK,27,1994,28.5,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,16,2
Lewis Hall,ENG,DF,17,2004,7.3,23,12,19,4,0,15,22,68.2,7,8,0,8,11,34,11,1
Marc Cucurella,ESP,DF,24,1998,18.6,66,33,40,15,11,30,60,50.0,30,28,8,20,16,82,48,1
Mason Mount,ENG,"MF,FW",23,1999,18.3,33,19,6,16,11,14,27,51.9,13,24,6,18,8,41,9,0
Mateo Kovačić,CRO,MF,28,1994,19.0,36,24,16,14,6,14,36,38.9,22,10,1,9,19,55,16,0
Mykhailo Mudryk,UKR,"FW,MF",21,2001,7.3,11,9,2,4,5,4,13,30.8,9,7,1,6,0,11,3,0
N'Golo Kanté,FRA,MF,31,1991,5.8,16,10,4,10,2,4,8,50.0,4,11,0,11,6,22,2,0
Noni Madueke,ENG,FW,20,2002,7.1,12,8,5,4,3,6,13,46.2,7,13,2,11,4,16,7,0
Omari Hutchinson,ENG,FW,18,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Pierre-Emerick Aubameyang,GAB,FW,33,1989,6.2,1,0,1,0,0,0,1,0.0,1,2,0,2,2,3,4,2
Raheem Sterling,ENG,"FW,MF",27,1994,21.0,18,10,5,4,9,8,14,57.1,6,17,0,17,2,20,5,0
Reece James,ENG,"DF,MF",22,1999,13.8,31,20,10,18,3,15,19,78.9,4,17,2,15,12,43,23,0
Ruben Loftus-Cheek,ENG,"MF,DF",26,1996,17.1,25,14,8,14,3,12,22,54.5,10,15,2,13,12,37,23,0
Thiago Silva,BRA,DF,37,1984,26.1,41,27,24,17,0,21,31,67.7,10,38,29,9,34,75,111,3
Trevoh Chalobah,ENG,DF,23,1999,17.9,31,20,22,6,3,24,35,68.6,11,17,7,10,24,55,56,1
Wesley Fofana,FRA,DF,21,2000,13.1,30,18,19,7,4,13,26,50.0,13,17,10,7,20,50,33,2
