General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
David Datro Fofana,CIV,FW,19,2002,3,70,23,2.0,0.8,1,45,0,2,13,6,0.33,1,1,0,0.0,0.24,1.1,1.6,-0.5,-0.7,-0.64
Denis Zakaria,SUI,MF,25,1996,7,411,59,12.0,4.6,5,72,1,2,26,9,1.0,5,5,0,0.0,0.27,5.3,7.6,-2.3,-0.5,-0.48
Edouard Mendy,SEN,GK,30,1992,10,855,86,25.0,9.5,9,90,9,1,45,13,1.1,11,14,-3,-0.32,-0.11,10.3,13.4,-3.2,-0.33,-0.34
Enzo Fernández,ARG,MF,21,2001,18,1547,86,45.2,17.2,18,86,14,0,,0,0.83,16,25,-9,-0.52,-0.52,24.8,24.1,0.7,0.04,0.22
Ethan Ampadu,WAL,"DF,MF",21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ethan Wady,ENG,GK,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Hakim Ziyech,MAR,"FW,MF",29,1993,18,661,37,19.3,7.3,6,76,2,12,17,13,0.78,6,7,-1,-0.14,0.12,8.4,9.3,-0.9,-0.12,-0.05
Harvey Vale,ENG,MF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jorginho,ITA,MF,30,1991,18,1279,71,37.4,14.2,15,81,8,3,23,2,1.61,16,12,4,0.28,0.83,17.0,16.4,0.5,0.04,0.19
João Félix,POR,"FW,MF",22,1999,16,941,59,27.5,10.5,11,75,3,5,22,1,0.88,11,15,-4,-0.38,-0.2,17.7,13.4,4.3,0.41,0.67
Kai Havertz,GER,"FW,MF",23,1999,35,2569,73,75.1,28.5,30,81,15,5,25,1,1.23,29,31,-2,-0.07,0.67,40.3,38.1,2.2,0.08,0.63
Kalidou Koulibaly,SEN,DF,31,1991,23,1800,78,52.6,20.0,20,87,17,3,23,6,1.26,20,22,-2,-0.1,0.29,26.7,22.6,4.2,0.21,0.61
Kepa Arrizabalaga,ESP,GK,27,1994,29,2565,88,75.0,28.5,29,88,28,0,,7,1.14,27,33,-6,-0.21,0.11,39.2,39.0,0.2,0.01,0.34
Lewis Hall,ENG,DF,17,2004,9,654,73,19.1,7.3,8,79,3,1,23,5,0.67,6,11,-5,-0.69,-0.56,10.6,13.1,-2.5,-0.34,-0.33
Marc Cucurella,ESP,DF,24,1998,24,1671,70,48.9,18.6,21,77,10,3,15,3,1.21,17,20,-3,-0.16,0.15,23.6,26.0,-2.4,-0.13,-0.1
Marcus Bettinelli,ENG,GK,30,1992,0,,,,,0,,0,0,,17,,,,,,,,,,,
Mason Mount,ENG,"MF,FW",23,1999,24,1648,69,48.2,18.3,20,77,7,4,25,2,1.29,18,21,-3,-0.16,0.14,22.3,23.4,-1.1,-0.06,0.04
Mateo Kovačić,CRO,MF,28,1994,27,1707,63,49.9,19.0,17,82,10,10,32,2,1.15,14,25,-11,-0.58,-0.69,24.7,24.1,0.6,0.03,0.22
Mykhailo Mudryk,UKR,"FW,MF",21,2001,15,657,44,19.2,7.3,7,66,1,8,24,4,0.67,6,10,-4,-0.55,-0.39,11.2,11.7,-0.4,-0.06,0.02
N'Golo Kanté,FRA,MF,31,1991,7,518,74,15.1,5.8,6,81,3,1,34,1,1.14,5,7,-2,-0.35,-0.13,8.0,4.9,3.1,0.54,0.73
Noni Madueke,ENG,FW,20,2002,12,643,54,18.8,7.1,7,75,0,5,24,4,0.83,6,13,-7,-0.98,-0.91,8.1,12.5,-4.4,-0.62,-0.66
Omari Hutchinson,ENG,FW,18,2003,1,23,23,0.7,0.3,0,,0,1,23,4,0.0,0,0,0,0.0,0.24,0.1,0.6,-0.5,-1.88,-1.81
Pierre-Emerick Aubameyang,GAB,FW,33,1989,15,554,37,16.2,6.2,5,62,0,10,24,5,1.07,3,8,-5,-0.81,-0.69,6.0,8.5,-2.5,-0.41,-0.39
Raheem Sterling,ENG,"FW,MF",27,1994,28,1891,68,55.3,21.0,23,76,7,5,28,1,1.14,24,27,-3,-0.14,0.21,25.7,27.0,-1.3,-0.06,0.04
Reece James,ENG,"DF,MF",22,1999,16,1244,78,36.4,13.8,14,85,12,2,27,0,1.44,15,17,-2,-0.14,0.14,19.3,14.5,4.8,0.35,0.67
Ruben Loftus-Cheek,ENG,"MF,DF",26,1996,25,1536,61,44.9,17.1,19,73,6,6,26,6,1.36,22,23,-1,-0.06,0.32,21.7,27.2,-5.5,-0.32,-0.44
Thiago Silva,BRA,DF,37,1984,27,2352,87,68.8,26.1,26,87,25,1,84,2,1.19,27,32,-5,-0.19,0.15,31.6,34.1,-2.5,-0.1,-0.06
Trevoh Chalobah,ENG,DF,23,1999,25,1608,64,47.0,17.9,18,86,15,7,8,10,1.2,20,24,-4,-0.22,0.02,23.1,31.6,-8.5,-0.48,-0.75
Wesley Fofana,FRA,DF,21,2000,15,1183,79,34.6,13.1,12,85,7,3,54,1,1.0,13,18,-5,-0.38,-0.22,17.9,18.9,-0.9,-0.07,0.01
