General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Armando Broja,ALB,FW,20,2001,3.3,53,51,2,0,0,1,0,0,0,0,0,0,33,0,0
Ben Chilwell,ENG,"DF,MF",25,1996,15.6,977,774,198,25,2,5,92,121,52,25,20,0,762,5,18
Benoît Badiashile,FRA,DF,21,2001,10.1,860,840,19,17,1,6,2,2,0,0,0,0,769,1,4
Carney Chukwuemeka,ENG,"MF,FW",18,2003,3.9,203,202,1,0,0,2,3,0,0,0,0,0,179,0,6
Christian Pulisic,USA,"FW,DF",23,1998,9.1,301,294,4,0,1,0,18,4,0,0,0,0,238,3,8
Conor Gallagher,ENG,MF,22,2000,18.0,871,818,50,13,1,6,49,10,21,9,7,0,706,3,29
César Azpilicueta,ESP,DF,32,1989,17.0,1065,893,169,30,0,0,26,139,0,0,0,0,872,3,14
David Datro Fofana,CIV,FW,19,2002,0.8,9,9,0,0,1,0,1,0,0,0,0,0,7,0,0
Denis Zakaria,SUI,MF,25,1996,4.6,179,177,2,2,1,1,1,0,0,0,0,0,158,0,5
Edouard Mendy,SEN,GK,30,1992,9.5,289,220,69,6,0,1,0,0,0,0,0,0,233,0,0
Enzo Fernández,ARG,MF,21,2001,17.2,1440,1381,56,51,11,17,14,2,3,1,1,0,1269,3,13
Hakim Ziyech,MAR,"FW,MF",29,1993,7.3,400,349,47,12,4,3,66,14,20,12,4,1,258,4,15
Jorginho,ITA,MF,30,1991,14.2,884,853,28,27,2,3,2,1,0,0,0,0,749,3,11
João Félix,POR,"FW,MF",22,1999,10.5,356,314,39,5,5,4,19,5,12,2,9,0,274,3,9
Kai Havertz,GER,"FW,MF",23,1999,28.5,894,850,41,5,2,4,14,9,1,0,0,0,727,3,24
Kalidou Koulibaly,SEN,DF,31,1991,20.0,1471,1421,45,33,0,15,4,12,0,0,0,0,1275,5,12
Kepa Arrizabalaga,ESP,GK,27,1994,28.5,1046,805,241,59,0,3,0,0,0,0,0,0,871,0,1
Lewis Hall,ENG,DF,17,2004,7.3,427,369,57,7,0,3,34,37,13,12,0,0,343,1,8
Marc Cucurella,ESP,DF,24,1998,18.6,1293,1093,192,28,0,2,44,151,13,8,3,0,1090,8,26
Mason Mount,ENG,"MF,FW",23,1999,18.3,778,706,68,17,6,8,64,5,34,11,19,1,585,4,23
Mateo Kovačić,CRO,MF,28,1994,19.0,1319,1289,29,26,10,10,6,3,0,0,0,0,1130,1,25
Mykhailo Mudryk,UKR,"FW,MF",21,2001,7.3,216,193,22,3,1,1,25,6,11,8,1,0,161,1,1
N'Golo Kanté,FRA,MF,31,1991,5.8,338,336,0,0,2,1,11,0,0,0,0,0,271,2,12
Noni Madueke,ENG,FW,20,2002,7.1,286,278,8,0,0,0,19,7,1,1,0,0,223,0,9
Omari Hutchinson,ENG,FW,18,2003,0.3,13,13,0,0,0,0,2,0,0,0,0,0,9,0,1
Pierre-Emerick Aubameyang,GAB,FW,33,1989,6.2,111,101,10,0,0,0,3,0,0,0,0,0,82,0,5
Raheem Sterling,ENG,"FW,MF",27,1994,21.0,685,662,21,0,6,0,46,7,7,7,0,0,514,2,33
Reece James,ENG,"DF,MF",22,1999,13.8,1051,896,151,26,0,5,91,104,21,12,6,0,891,4,16
Ruben Loftus-Cheek,ENG,"MF,DF",26,1996,17.1,907,858,44,11,1,6,19,32,0,0,0,0,782,5,20
Thiago Silva,BRA,DF,37,1984,26.1,2042,1976,59,54,1,15,2,2,0,0,0,0,1856,7,8
Trevoh Chalobah,ENG,DF,23,1999,17.9,1200,1132,66,23,0,4,13,43,0,0,0,0,1051,2,11
Wesley Fofana,FRA,DF,21,2000,13.1,872,842,29,23,0,3,3,6,0,0,0,0,779,1,4
