General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Aymeric Laporte,ESP,DF,28,1994,11.0,892,964,92.5,14630,4347,441,463,95.2,387,405,95.6,52,74,70.3,0,0.2,0.4,-0.2,5,87,7,0,85
Bernardo Silva,POR,"MF,FW",27,1994,24.5,1317,1543,85.4,20840,3604,717,771,93.0,462,529,87.3,92,149,61.7,5,3.3,4.0,1.7,31,76,35,11,130
Cole Palmer,ENG,"MF,FW",20,2002,4.1,167,193,86.5,2377,369,100,105,95.2,51,62,82.3,6,11,54.5,1,0.6,0.5,0.4,5,8,7,1,13
Ederson,BRA,GK,28,1993,35.0,1079,1257,85.8,26248,17275,237,239,99.2,563,572,98.4,278,442,62.9,1,0.2,0.2,0.8,1,13,0,0,0
Erling Haaland,NOR,FW,22,2000,30.8,360,500,72.0,4403,947,218,276,79.0,100,132,75.8,7,9,77.8,8,5.3,3.1,2.7,29,14,23,0,58
Jack Grealish,ENG,FW,26,1995,22.8,902,1072,84.1,13270,2584,539,588,91.7,295,337,87.5,41,66,62.1,7,7.1,6.7,-0.1,50,28,48,2,100
John Stones,ENG,"DF,MF",28,1994,20.5,1453,1563,93.0,24351,6789,708,740,95.7,625,666,93.8,99,124,79.8,2,1.4,1.0,0.6,8,109,3,0,101
João Cancelo,POR,DF,28,1994,14.2,1036,1220,84.9,16674,4147,578,621,93.1,363,430,84.4,81,123,65.9,1,0.9,1.5,0.1,12,80,36,9,106
Julián Álvarez,ARG,"FW,MF",22,2000,16.3,395,503,78.5,5472,885,232,270,85.9,103,135,76.3,28,43,65.1,0,1.8,1.6,-1.8,18,22,13,2,37
Kalvin Phillips,ENG,MF,26,1995,3.3,289,313,92.3,5155,873,113,120,94.2,148,153,96.7,25,33,75.8,0,0.2,0.1,-0.2,3,32,0,0,18
Kevin De Bruyne,BEL,MF,31,1991,26.9,1192,1626,73.3,22165,6516,538,633,85.0,477,629,75.8,160,275,58.2,16,13.7,14.1,2.3,96,124,96,21,246
Kyle Walker,ENG,DF,32,1990,21.8,1661,1892,87.8,29177,8283,744,795,93.6,753,826,91.2,144,216,66.7,0,0.2,0.9,-0.2,6,189,10,4,162
Manuel Akanji,SUI,DF,27,1995,25.4,1912,2056,93.0,32634,10258,867,902,96.1,903,945,95.6,117,166,70.5,1,0.4,1.0,0.6,7,140,3,1,116
Máximo Perrone,ARG,MF,19,2003,0.2,18,21,85.7,228,32,11,12,91.7,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2
Nathan Aké,NED,DF,27,1995,20.8,1639,1813,90.4,26199,8953,803,846,94.9,745,809,92.1,63,98,64.3,0,0.7,1.3,-0.7,9,165,9,1,140
Phil Foden,ENG,FW,22,2000,20.5,904,1111,81.4,13670,2403,527,577,91.3,287,343,83.7,55,103,53.4,6,4.7,4.8,1.3,43,38,37,9,88
Rico Lewis,ENG,"DF,MF",17,2004,10.0,617,675,91.4,8779,1476,378,400,94.5,203,219,92.7,19,23,82.6,0,1.5,1.6,-1.5,12,38,10,3,48
Riyad Mahrez,ALG,"FW,MF",31,1991,21.3,958,1166,82.2,15746,2752,506,567,89.2,355,416,85.3,82,141,58.2,10,7.0,5.3,3.0,52,36,37,7,76
Rodri,ESP,MF,26,1996,32.3,2723,2987,91.2,49949,11936,1103,1187,92.9,1278,1369,93.4,300,354,84.7,6,4.1,3.5,1.9,32,265,33,3,260
Rúben Dias,POR,DF,25,1997,22.2,1928,2080,92.7,35553,12572,696,726,95.9,1074,1122,95.7,143,203,70.4,0,0.6,0.3,-0.6,3,135,0,0,98
Sergio Gómez,ESP,"DF,MF",21,2000,3.9,279,317,88.0,4074,977,154,165,93.3,105,114,92.1,11,17,64.7,1,1.2,1.1,-0.2,5,24,3,0,18
Shea Charles,NIR,DF,18,2003,0.3,23,25,92.0,456,106,7,8,87.5,13,13,100.0,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,1
Stefan Ortega,GER,GK,29,1992,3.0,145,167,86.8,3008,1895,57,58,98.3,61,62,98.4,27,46,58.7,0,0.0,0.0,0.0,0,1,0,0,0
İlkay Gündoğan,GER,MF,31,1990,26.1,1374,1578,87.1,21396,4941,746,819,91.1,492,543,90.6,99,130,76.2,4,3.3,4.4,0.7,37,143,35,1,170
