General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Aymeric Laporte,ESP,DF,28,1994,11.0,0,10,1,10.0,0.91,0.09,0.0,0.0,14.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Bernardo Silva,POR,"MF,FW",27,1994,24.5,4,25,9,36.0,1.02,0.37,0.16,0.44,18.1,0,0,0,2.2,2.2,0.09,1.8,1.8
Cole Palmer,ENG,"MF,FW",20,2002,4.1,0,11,3,27.3,2.68,0.73,0.0,0.0,13.7,0,0,0,1.2,1.2,0.14,-1.2,-1.2
Ederson,BRA,GK,28,1993,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Erling Haaland,NOR,FW,22,2000,30.8,36,116,53,45.7,3.77,1.72,0.25,0.55,12.6,0,7,7,28.4,23.0,0.2,7.6,6.0
Jack Grealish,ENG,FW,26,1995,22.8,5,41,15,36.6,1.8,0.66,0.12,0.33,15.4,0,0,0,4.6,4.6,0.11,0.4,0.4
John Stones,ENG,"DF,MF",28,1994,20.5,2,11,3,27.3,0.54,0.15,0.18,0.67,13.4,0,0,0,1.0,1.0,0.1,1.0,1.0
João Cancelo,POR,DF,28,1994,14.2,2,17,3,17.6,1.2,0.21,0.12,0.67,22.7,0,0,0,0.8,0.8,0.05,1.2,1.2
Julián Álvarez,ARG,"FW,MF",22,2000,16.3,9,46,20,43.5,2.83,1.23,0.17,0.4,16.0,0,1,1,7.0,6.2,0.13,2.0,1.8
Kalvin Phillips,ENG,MF,26,1995,3.3,0,6,0,0.0,1.8,0.0,0.0,,22.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Kevin De Bruyne,BEL,MF,31,1991,26.9,7,65,21,32.3,2.42,0.78,0.11,0.33,23.0,7,0,0,5.6,5.6,0.09,1.4,1.4
Kyle Walker,ENG,DF,32,1990,21.8,0,5,1,20.0,0.23,0.05,0.0,0.0,24.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Manuel Akanji,SUI,DF,27,1995,25.4,0,15,2,13.3,0.59,0.08,0.0,0.0,15.9,0,0,0,1.3,1.3,0.09,-1.3,-1.3
Máximo Perrone,ARG,MF,19,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Nathan Aké,NED,DF,27,1995,20.8,1,9,2,22.2,0.43,0.1,0.11,0.5,10.5,0,0,0,1.6,1.6,0.17,-0.6,-0.6
Phil Foden,ENG,FW,22,2000,20.5,11,46,22,47.8,2.25,1.07,0.24,0.5,15.3,1,0,0,5.9,5.9,0.13,5.1,5.1
Rico Lewis,ENG,"DF,MF",17,2004,10.0,0,5,2,40.0,0.5,0.2,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Riyad Mahrez,ALG,"FW,MF",31,1991,21.3,5,42,12,28.6,1.97,0.56,0.1,0.33,17.2,7,1,1,5.6,4.8,0.11,-0.6,-0.8
Rodri,ESP,MF,26,1996,32.3,2,50,14,28.0,1.55,0.43,0.04,0.14,17.1,0,0,0,4.6,4.6,0.09,-2.6,-2.6
Rúben Dias,POR,DF,25,1997,22.2,0,10,2,20.0,0.45,0.09,0.0,0.0,9.1,0,0,0,1.3,1.3,0.13,-1.3,-1.3
Sergio Gómez,ESP,"DF,MF",21,2000,3.9,0,7,0,0.0,1.81,0.0,0.0,,22.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Shea Charles,NIR,DF,18,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Stefan Ortega,GER,GK,29,1992,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
İlkay Gündoğan,GER,MF,31,1990,26.1,8,53,20,37.7,2.03,0.76,0.15,0.4,18.1,5,0,1,7.5,6.7,0.13,0.5,1.3
