General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Aymeric Laporte,ESP,DF,28,1994,11.0,1036,85,335,538,166,13,1036,4,2,50.0,1,25.0,702,4015,2882,30,44,0,3,0,806,11
Bernardo Silva,POR,"MF,FW",27,1994,24.5,1772,31,281,797,707,92,1772,64,28,43.8,29,45.3,1115,7092,3523,90,73,29,30,31,1324,188
Cole Palmer,ENG,"MF,FW",20,2002,4.1,248,6,22,85,143,32,248,26,15,57.7,7,26.9,179,1222,639,29,8,15,13,8,202,40
Ederson,BRA,GK,28,1993,35.0,1302,1049,1295,9,0,0,1302,0,0,,0,,869,4059,2429,0,0,0,0,0,833,0
Erling Haaland,NOR,FW,22,2000,30.8,763,18,39,290,435,217,756,32,11,34.4,18,56.3,405,2020,761,35,10,25,51,26,583,151
Jack Grealish,ENG,FW,26,1995,22.8,1308,20,141,421,772,136,1308,110,45,40.9,28,25.5,957,8506,3982,143,83,63,36,29,1065,310
John Stones,ENG,"DF,MF",28,1994,20.5,1690,101,544,942,210,27,1690,10,6,60.0,1,10.0,1080,6201,3250,28,32,1,8,4,1312,34
João Cancelo,POR,DF,28,1994,14.2,1363,20,225,686,461,47,1363,61,31,50.8,23,37.7,840,4920,2861,73,40,21,18,14,1020,125
Julián Álvarez,ARG,"FW,MF",22,2000,16.3,654,8,46,255,360,89,653,38,21,55.3,14,36.8,406,2187,908,38,18,17,28,24,506,99
Kalvin Phillips,ENG,MF,26,1995,3.3,354,16,64,243,49,6,354,2,1,50.0,0,0.0,228,1021,331,1,4,0,2,1,284,2
Kevin De Bruyne,BEL,MF,31,1991,26.9,1860,13,100,743,1041,100,1860,61,32,52.5,19,31.1,1129,5721,3415,100,81,16,42,29,1445,245
Kyle Walker,ENG,DF,32,1990,21.8,1996,57,438,1198,370,15,1996,19,13,68.4,4,21.1,1189,5455,2900,50,40,2,14,6,1542,75
Manuel Akanji,SUI,DF,27,1995,25.4,2231,121,815,1248,176,34,2231,12,6,50.0,3,25.0,1544,8443,5039,24,40,1,12,3,1734,17
Máximo Perrone,ARG,MF,19,2003,0.2,22,0,4,12,6,2,22,0,0,,0,,8,20,7,0,0,0,0,0,19,1
Nathan Aké,NED,DF,27,1995,20.8,1959,86,615,1097,256,32,1959,5,3,60.0,1,20.0,1223,5455,3314,25,19,4,16,0,1492,30
Phil Foden,ENG,FW,22,2000,20.5,1324,20,116,433,790,131,1324,81,40,49.4,31,38.3,891,4578,2141,68,43,25,34,29,1051,275
Rico Lewis,ENG,"DF,MF",17,2004,10.0,742,26,133,416,199,12,742,14,8,57.1,3,21.4,511,2555,1390,22,24,3,7,13,593,26
Riyad Mahrez,ALG,"FW,MF",31,1991,21.3,1392,14,105,494,802,110,1391,73,25,34.2,27,37.0,934,5159,2361,78,47,45,35,27,1042,242
Rodri,ESP,MF,26,1996,32.3,3272,119,706,1993,592,62,3272,37,25,67.6,8,21.6,2004,10293,5622,76,72,3,21,19,2511,37
Rúben Dias,POR,DF,25,1997,22.2,2237,176,881,1280,83,22,2237,10,8,80.0,1,10.0,1497,8194,5025,14,22,1,1,4,1791,2
Sergio Gómez,ESP,"DF,MF",21,2000,3.9,358,16,75,198,87,10,358,3,0,0.0,3,100.0,203,1018,520,10,10,1,7,3,274,20
Shea Charles,NIR,DF,18,2003,0.3,32,5,14,18,0,0,32,0,0,,0,,20,116,43,1,0,0,0,1,19,0
Stefan Ortega,GER,GK,29,1992,3.0,174,132,173,1,0,0,174,0,0,,0,,116,392,245,0,0,0,0,0,119,0
İlkay Gündoğan,GER,MF,31,1990,26.1,1806,31,243,975,596,88,1805,42,16,38.1,18,42.9,1072,5457,2628,53,44,7,28,27,1425,124
