name,id
James Justin,fb614c44
Jamie Vardy,45963054
Victor Bernth Kristiansen,505486d6
Wout Faes,9c221d14
Mads Hermansen,c924b17d
Wilfred Ndidi,6b47c5db
Harry Winks,2f7acede
Bilal El Khannouss,f7042636
Boubakary Soumaré,ae59b359
Jannik Vestergaard,1900032e
Jordan Ayew,da052c14
Stephy Mavididi,30144daa
Facundo Buonanotte,468a7a91
Caleb Okoli,8ec109e6
Conor Coady,2928dca2
Oliver Skipp,6250083a
Bobby Reid,0f7533cd
Abdul Fatawu Issahaku,bceda5ff
Jakub Stolarczyk,a4a76b3d
Kasey McAteer,b2c66859
Luke Thomas,fc027d02
Ricardo Pereira,75a72a99
Patson Daka,ca45605e
Danny Ward,d3ce0e89
Hamza Choudhury,7d2d3329
Woyo Coulibaly,beb6e3a6
Odsonne Édouard,0562b7f1
Will Alves,39ef5a7b
Thomas Cannon,4506aec5
Henry Cartwright,0b6dfc4f
Daniel Iversen,10d221cd
Benjamin Nelson,7be10897
Thomas Wilson-Brown,b495353c
Squad Total,
Opponent Total,
