General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Abde Ezzalzouli,MAR,"FW,MF",20,2001,16.7,365,549,66.5,5242,1286,222,268,82.8,107,164,65.2,24,51,47.1,2,1.9,3.8,0.1,12,13,24,9,44
Aimar Oroz,ESP,"MF,FW",20,2001,22.4,649,820,79.1,9209,2193,400,462,86.6,194,239,81.2,32,49,65.3,6,2.8,2.3,3.2,33,48,20,0,86
Aitor Fernández,ESP,GK,31,1991,21.0,518,793,65.3,18920,16063,44,45,97.8,205,212,96.7,269,531,50.7,0,0.0,0.1,0.0,0,33,0,0,1
Ante Budimir,CRO,FW,31,1991,20.0,194,315,61.6,2324,372,123,172,71.5,55,97,56.7,1,7,14.3,0,0.7,0.6,-0.7,10,13,3,0,23
Aridane Hernández,ESP,DF,33,1989,19.9,745,882,84.5,15152,4941,248,271,91.5,390,439,88.8,105,160,65.6,1,0.7,0.4,0.3,3,42,2,0,47
Darko Brašanac,SRB,MF,30,1992,11.6,306,376,81.4,4620,1215,162,179,90.5,118,143,82.5,11,19,57.9,1,0.6,0.6,0.4,7,40,7,2,49
David García,ESP,DF,28,1994,29.8,1152,1424,80.9,23635,9514,380,429,88.6,586,669,87.6,175,302,57.9,0,0.4,0.6,-0.4,5,117,6,0,105
Diego Moreno,ESP,DF,21,2001,7.1,216,324,66.7,3805,1315,90,106,84.9,96,133,72.2,26,65,40.0,0,0.2,0.3,-0.2,3,17,3,1,14
Ezequiel Ávila,ARG,"FW,MF",28,1994,19.0,287,526,54.6,5983,1501,131,185,70.8,87,151,57.6,62,139,44.6,2,1.8,2.1,0.2,18,24,25,14,39
Iker Benito,ESP,"FW,MF",19,2002,2.0,31,42,73.8,501,92,24,29,82.8,3,7,42.9,4,5,80.0,0,0.3,0.2,-0.3,3,0,1,1,3
Iker Muñoz,ESP,MF,19,2002,2.8,90,111,81.1,2025,528,31,35,88.6,34,41,82.9,25,34,73.5,0,0.0,0.0,0.0,0,10,0,0,12
Jon Moncayola,ESP,"MF,DF",24,1998,27.2,1136,1461,77.8,22841,7870,433,490,88.4,516,609,84.7,176,315,55.9,3,1.8,2.2,1.2,27,170,22,10,175
Jorge Herrando,ESP,DF,21,2001,0.3,3,5,60.0,45,7,1,3,33.3,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Juan Cruz Armada,ESP,DF,30,1992,22.9,746,985,75.7,12722,5613,350,395,88.6,319,406,78.6,64,137,46.7,0,1.0,1.0,-1.0,15,66,17,10,68
Kike Barja,ESP,"FW,MF",25,1997,14.6,316,487,64.9,5033,1204,174,216,80.6,96,153,62.7,30,65,46.2,6,3.9,3.6,2.1,28,13,25,18,35
Kiké,ESP,FW,32,1989,11.3,167,244,68.4,2161,275,109,130,83.8,40,64,62.5,6,16,37.5,0,1.1,0.8,-1.1,13,13,7,0,15
Lucas Torró,ESP,MF,28,1994,27.5,940,1166,80.6,15141,4090,496,571,86.9,350,415,84.3,68,116,58.6,0,0.3,0.4,-0.3,9,80,0,0,98
Manu Sánchez,ESP,DF,21,2000,23.6,916,1144,80.1,13651,4619,538,603,89.2,302,375,80.5,53,106,50.0,2,2.1,3.1,-0.1,28,72,35,21,100
Moi Gómez,ESP,"MF,FW",28,1994,27.3,1314,1559,84.3,24801,6445,579,619,93.5,522,584,89.4,186,286,65.0,2,4.5,4.8,-2.5,53,170,34,13,184
Nacho Vidal,ESP,DF,27,1995,13.9,472,622,75.9,7829,3267,227,257,88.3,197,248,79.4,36,82,43.9,0,0.6,0.6,-0.6,3,33,8,3,47
Pablo Ibáñez,ESP,MF,23,1998,11.8,280,386,72.5,4716,1459,142,170,83.5,114,143,79.7,20,38,52.6,1,0.8,0.2,0.2,11,34,4,0,59
Roberto Torres,ESP,"FW,MF",33,1989,0.1,12,13,92.3,223,50,5,5,100.0,2,3,66.7,3,3,100.0,0,0.3,0.2,-0.3,2,0,0,0,0
Rubén García,ESP,"FW,MF",29,1993,12.9,411,567,72.5,6895,1810,223,254,87.8,116,158,73.4,53,111,47.7,2,2.0,2.2,0.0,25,23,13,3,40
Rubén Peña,ESP,"DF,MF",31,1991,14.2,432,620,69.7,6862,3062,233,261,89.3,156,220,70.9,34,94,36.2,1,1.0,1.4,0.0,10,37,12,7,61
Sergio Herrera,ESP,GK,29,1993,17.0,389,611,63.7,14092,11862,31,32,96.9,158,162,97.5,200,415,48.2,0,0.0,0.0,0.0,1,28,0,0,0
Unai García,ESP,DF,30,1992,19.0,638,803,79.5,13808,4944,169,190,88.9,365,418,87.3,96,177,54.2,1,0.1,0.2,0.9,3,44,3,2,51
