General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Abde Ezzalzouli,MAR,"FW,MF",20,2001,16.7,813,4,73,287,473,66,813,117,59,50.4,42,35.9,555,4651,2531,93,60,45,64,38,606,136
Aimar Oroz,ESP,"MF,FW",20,2001,22.4,1051,7,112,507,448,55,1050,62,31,50.0,22,35.5,652,3119,1359,35,34,8,42,51,769,144
Aitor Fernández,ESP,GK,31,1991,21.0,846,701,835,11,0,0,846,0,0,,0,,443,2217,1515,0,0,0,1,0,335,0
Ante Budimir,CRO,FW,31,1991,20.0,563,18,36,254,281,118,563,34,16,47.1,14,41.2,259,1199,449,23,16,10,62,27,398,98
Aridane Hernández,ESP,DF,33,1989,19.9,1081,157,567,496,26,11,1081,7,6,85.7,0,0.0,593,2801,1407,6,5,1,6,3,614,0
Darko Brašanac,SRB,MF,30,1992,11.6,489,12,79,245,171,28,489,10,4,40.0,3,30.0,246,1254,668,18,14,0,20,10,292,36
David García,ESP,DF,28,1994,29.8,1742,198,830,862,53,22,1742,4,4,100.0,0,0.0,908,4507,2507,16,8,1,8,2,1019,4
Diego Moreno,ESP,DF,21,2001,7.1,389,35,134,176,81,7,389,11,3,27.3,8,72.7,177,867,393,9,5,2,8,3,184,19
Ezequiel Ávila,ARG,"FW,MF",28,1994,19.0,739,18,83,275,383,61,736,34,17,50.0,14,41.2,422,1922,710,23,18,6,39,18,509,96
Iker Benito,ESP,"FW,MF",19,2002,2.0,66,4,19,24,26,3,66,9,3,33.3,5,55.6,34,371,245,9,6,2,3,2,35,15
Iker Muñoz,ESP,MF,19,2002,2.8,134,9,43,78,13,0,134,2,1,50.0,0,0.0,63,331,166,0,2,0,1,2,83,4
Jon Moncayola,ESP,"MF,DF",24,1998,27.2,1698,59,387,949,379,14,1698,8,4,50.0,3,37.5,869,3900,2099,34,29,1,26,11,1060,50
Jorge Herrando,ESP,DF,21,2001,0.3,9,4,7,2,0,0,9,0,0,,0,,1,2,0,0,0,0,0,0,3,0
Juan Cruz Armada,ESP,DF,30,1992,22.9,1163,103,404,562,206,4,1163,15,6,40.0,5,33.3,543,2683,1400,15,15,1,17,4,620,55
Kike Barja,ESP,"FW,MF",25,1997,14.6,674,6,65,199,413,55,674,89,39,43.8,44,49.4,459,3154,1499,61,28,18,44,25,498,185
Kiké,ESP,FW,32,1989,11.3,422,15,28,180,217,68,421,20,12,60.0,6,30.0,257,1117,393,16,15,6,58,17,335,58
Lucas Torró,ESP,MF,28,1994,27.5,1459,91,365,873,233,32,1459,21,11,52.4,7,33.3,631,2565,962,12,16,1,31,14,770,17
Manu Sánchez,ESP,DF,21,2000,23.6,1385,64,330,619,451,43,1385,41,16,39.0,23,56.1,689,3461,1930,42,27,3,27,14,782,105
Moi Gómez,ESP,"MF,FW",28,1994,27.3,1712,23,237,1013,489,23,1712,40,27,67.5,11,27.5,1149,6450,2740,37,48,7,33,18,1247,67
Nacho Vidal,ESP,DF,27,1995,13.9,776,58,233,313,234,16,776,27,13,48.1,12,44.4,311,1420,620,20,10,4,18,13,363,52
Pablo Ibáñez,ESP,MF,23,1998,11.8,528,31,116,297,120,28,528,15,8,53.3,6,40.0,284,1498,706,15,10,3,16,14,333,42
Roberto Torres,ESP,"FW,MF",33,1989,0.1,14,0,1,6,8,0,14,2,1,50.0,1,50.0,12,107,78,2,3,0,0,1,12,1
Rubén García,ESP,"FW,MF",29,1993,12.9,711,18,100,277,339,26,711,16,6,37.5,9,56.3,385,1773,657,16,13,3,27,10,465,92
Rubén Peña,ESP,"DF,MF",31,1991,14.2,814,48,212,360,255,21,814,32,19,59.4,10,31.3,407,2387,1166,32,28,6,32,14,410,59
Sergio Herrera,ESP,GK,29,1993,17.0,653,515,645,8,0,0,653,2,2,100.0,0,0.0,336,1990,1230,0,0,0,2,0,266,0
Unai García,ESP,DF,30,1992,19.0,957,89,456,479,32,8,957,8,5,62.5,2,25.0,515,2518,1458,11,6,0,5,5,572,3
