General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abde Ezzalzouli,MAR,"FW,MF",20,2001,28,1504,54,44.0,16.7,19,72,2,9,16,0,1.43,20,15,5,0.3,0.77,16.8,19.5,-2.7,-0.16,-0.02
Aimar Oroz,ESP,"MF,FW",20,2001,31,2013,65,58.9,22.4,23,78,7,8,26,2,1.45,29,24,5,0.22,0.86,27.3,25.7,1.6,0.07,0.55
Aitor Fernández,ESP,GK,31,1991,21,1890,90,55.3,21.0,21,90,21,0,,17,1.67,23,19,4,0.19,0.72,20.6,24.3,-3.6,-0.17,-0.04
Ante Budimir,CRO,FW,31,1991,31,1798,58,52.6,20.0,22,73,3,9,20,6,1.48,22,19,3,0.15,0.59,22.6,22.0,0.6,0.03,0.39
Aridane Hernández,ESP,DF,33,1989,23,1793,78,52.4,19.9,20,88,19,3,13,12,1.17,17,25,-8,-0.4,-0.57,18.4,27.3,-9.0,-0.45,-0.62
Dario Ramos,ESP,GK,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Darko Brašanac,SRB,MF,30,1992,25,1041,42,30.4,11.6,9,74,3,16,23,2,1.36,11,14,-3,-0.26,-0.18,11.9,14.5,-2.6,-0.23,-0.1
David García,ESP,DF,28,1994,32,2680,84,78.4,29.8,31,86,27,1,16,1,1.56,32,35,-3,-0.1,0.14,32.1,33.3,-1.2,-0.04,0.53
Diego Moreno,ESP,DF,21,2001,11,638,58,18.7,7.1,7,85,4,4,11,7,1.45,6,9,-3,-0.42,-0.36,5.7,10.8,-5.1,-0.73,-0.7
Ezequiel Ávila,ARG,"FW,MF",28,1994,29,1709,59,50.0,19.0,23,68,1,6,23,3,1.31,18,17,1,0.05,0.37,19.6,20.2,-0.6,-0.03,0.25
Iker Benito,ESP,"FW,MF",19,2002,4,176,44,5.1,2.0,2,72,0,2,17,5,2.25,2,0,2,1.02,1.22,0.9,3.2,-2.3,-1.18,-1.08
Iker Muñoz,ESP,MF,19,2002,8,254,32,7.4,2.8,2,82,1,6,15,5,1.25,1,4,-3,-1.06,-1.01,3.2,6.3,-3.2,-1.12,-1.05
Javi Martínez,ESP,MF,22,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
Jon Moncayola,ESP,"MF,DF",24,1998,37,2448,66,71.6,27.2,25,86,16,12,25,0,1.43,24,36,-12,-0.44,-1.09,28.9,33.2,-4.3,-0.16,-0.01
Jorge Herrando,ESP,DF,21,2001,1,25,25,0.7,0.3,1,25,0,0,,8,0.0,0,0,0,0.0,0.13,0.0,0.7,-0.7,-2.28,-2.14
Juan Cruz Armada,ESP,DF,30,1992,27,2062,76,60.3,22.9,21,89,20,6,31,9,1.33,21,27,-6,-0.26,-0.33,25.7,28.1,-2.4,-0.1,0.13
Juan Pérez,ESP,GK,26,1996,0,,,,,0,,0,0,,17,,,,,,,,,,,
Kike Barja,ESP,"FW,MF",25,1997,27,1312,49,38.4,14.6,15,70,1,12,22,11,1.3,19,18,1,0.07,0.32,15.0,18.6,-3.6,-0.25,-0.15
Kiké,ESP,FW,32,1989,35,1021,29,29.9,11.3,7,78,2,28,17,2,1.26,8,18,-10,-0.88,-1.07,12.2,17.6,-5.4,-0.48,-0.46
Lucas Torró,ESP,MF,28,1994,33,2477,75,72.4,27.5,31,79,17,2,10,1,1.3,24,25,-1,-0.04,0.35,29.3,30.1,-0.8,-0.03,0.45
Manu Sánchez,ESP,DF,21,2000,31,2124,69,62.1,23.6,22,90,21,9,16,7,1.35,22,26,-4,-0.17,-0.1,23.4,30.5,-7.1,-0.3,-0.38
Moi Gómez,ESP,"MF,FW",28,1994,33,2453,74,71.7,27.3,28,83,17,5,23,1,1.42,21,27,-6,-0.22,-0.31,27.4,29.1,-1.7,-0.06,0.33
Nacho Vidal,ESP,DF,27,1995,20,1247,62,36.5,13.9,15,76,8,5,23,4,1.5,10,15,-5,-0.36,-0.36,14.1,12.6,1.5,0.11,0.41
Pablo Ibáñez,ESP,MF,23,1998,25,1064,43,31.1,11.8,12,75,3,13,13,13,1.48,12,14,-2,-0.17,-0.05,8.8,15.0,-6.2,-0.53,-0.54
Pablo Valencia,ESP,GK,21,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
