General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Abde Ezzalzouli,MAR,"FW,MF",20,2001,16.7,29,19,13,12,4,13,23,56.5,10,20,0,20,4,33,6,0
Aimar Oroz,ESP,"MF,FW",20,2001,22.4,26,14,8,10,8,8,30,26.7,22,24,1,23,24,50,6,0
Aitor Fernández,ESP,GK,31,1991,21.0,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,17,0
Ante Budimir,CRO,FW,31,1991,20.0,19,9,0,12,7,2,10,20.0,8,10,0,10,5,24,19,0
Aridane Hernández,ESP,DF,33,1989,19.9,21,15,17,4,0,12,25,48.0,13,34,21,13,28,49,96,1
Darko Brašanac,SRB,MF,30,1992,11.6,29,20,12,10,7,12,23,52.2,11,14,2,12,12,41,9,0
David García,ESP,DF,28,1994,29.8,34,20,22,12,0,19,22,86.4,3,28,13,15,45,79,151,0
Diego Moreno,ESP,DF,21,2001,7.1,4,4,2,2,0,3,8,37.5,5,7,4,3,5,9,21,0
Ezequiel Ávila,ARG,"FW,MF",28,1994,19.0,8,5,2,4,2,6,23,26.1,17,12,1,11,8,16,16,0
Iker Benito,ESP,"FW,MF",19,2002,2.0,4,3,0,3,1,2,4,50.0,2,0,0,0,2,6,4,0
Iker Muñoz,ESP,MF,19,2002,2.8,1,0,0,1,0,0,3,0.0,3,2,1,1,3,4,8,0
Jon Moncayola,ESP,"MF,DF",24,1998,27.2,55,39,24,22,9,30,76,39.5,46,37,5,32,17,72,32,2
Jorge Herrando,ESP,DF,21,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
Juan Cruz Armada,ESP,DF,30,1992,22.9,24,14,17,4,3,13,23,56.5,10,21,8,13,13,37,58,0
Kike Barja,ESP,"FW,MF",25,1997,14.6,15,9,6,5,4,8,24,33.3,16,7,0,7,4,19,3,0
Kiké,ESP,FW,32,1989,11.3,6,3,0,4,2,2,5,40.0,3,6,1,5,1,7,13,0
Lucas Torró,ESP,MF,28,1994,27.5,48,32,28,15,5,18,42,42.9,24,24,3,21,42,90,64,1
Manu Sánchez,ESP,DF,21,2000,23.6,51,35,35,9,7,33,63,52.4,30,33,5,28,14,65,51,0
Moi Gómez,ESP,"MF,FW",28,1994,27.3,26,17,9,14,3,15,32,46.9,17,15,3,12,10,36,5,1
Nacho Vidal,ESP,DF,27,1995,13.9,27,14,16,6,5,17,32,53.1,15,17,4,13,19,46,33,1
Pablo Ibáñez,ESP,MF,23,1998,11.8,29,13,7,17,5,12,35,34.3,23,19,2,17,8,37,24,0
Roberto Torres,ESP,"FW,MF",33,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rubén García,ESP,"FW,MF",29,1993,12.9,20,11,12,4,4,7,24,29.2,17,14,1,13,12,32,13,0
Rubén Peña,ESP,"DF,MF",31,1991,14.2,32,18,10,18,4,20,41,48.8,21,23,8,15,17,49,31,0
Sergio Herrera,ESP,GK,29,1993,17.0,2,0,2,0,0,2,2,100.0,0,1,0,1,1,3,6,2
Unai García,ESP,DF,30,1992,19.0,23,13,13,8,2,12,17,70.6,5,23,14,9,19,42,60,2
