General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Abde Ezzalzouli,MAR,"FW,MF",20,2001,16.7,549,516,26,3,3,5,76,16,7,1,2,0,365,7,33
Aimar Oroz,ESP,"MF,FW",20,2001,22.4,820,778,37,9,4,4,7,1,2,1,0,0,649,5,27
Aitor Fernández,ESP,GK,31,1991,21.0,793,528,261,87,0,2,0,0,0,0,0,0,518,4,0
Ante Budimir,CRO,FW,31,1991,20.0,315,300,15,0,1,0,3,2,0,0,0,0,194,0,7
Aridane Hernández,ESP,DF,33,1989,19.9,882,836,46,44,0,12,0,1,0,0,0,0,745,0,7
Darko Brašanac,SRB,MF,30,1992,11.6,376,351,23,8,0,0,7,2,0,0,0,0,306,2,10
David García,ESP,DF,28,1994,29.8,1424,1385,38,36,1,14,2,2,0,0,0,0,1152,1,8
Diego Moreno,ESP,DF,21,2001,7.1,324,246,78,3,0,1,20,75,0,0,0,0,216,0,14
Ezequiel Ávila,ARG,"FW,MF",28,1994,19.0,526,478,43,10,2,24,81,8,15,6,7,0,287,5,21
Iker Benito,ESP,"FW,MF",19,2002,2.0,42,41,1,0,0,1,6,1,0,0,0,0,31,0,1
Iker Muñoz,ESP,MF,19,2002,2.8,111,107,3,2,0,1,0,1,0,0,0,0,90,1,0
Jon Moncayola,ESP,"MF,DF",24,1998,27.2,1461,1313,143,54,2,33,78,64,24,9,10,1,1136,5,24
Jorge Herrando,ESP,DF,21,2001,0.3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Juan Cruz Armada,ESP,DF,30,1992,22.9,985,791,188,16,0,1,35,168,0,0,0,0,746,6,21
Kike Barja,ESP,"FW,MF",25,1997,14.6,487,458,28,2,2,2,110,12,13,5,5,0,316,1,21
Kiké,ESP,FW,32,1989,11.3,244,229,13,0,0,1,7,1,0,0,0,0,167,2,9
Lucas Torró,ESP,MF,28,1994,27.5,1166,1140,26,26,1,16,1,0,0,0,0,0,940,0,22
Manu Sánchez,ESP,DF,21,2000,23.6,1144,943,197,11,0,2,71,186,0,0,0,0,916,4,28
Moi Gómez,ESP,"MF,FW",28,1994,27.3,1559,1413,140,71,1,34,115,6,62,26,26,0,1314,6,26
Nacho Vidal,ESP,DF,27,1995,13.9,622,482,138,5,2,2,31,133,0,0,0,0,472,2,12
Pablo Ibáñez,ESP,MF,23,1998,11.8,386,379,5,5,1,5,6,0,0,0,0,0,280,2,17
Roberto Torres,ESP,"FW,MF",33,1989,0.1,13,12,1,1,0,1,2,0,0,0,0,0,12,0,0
Rubén García,ESP,"FW,MF",29,1993,12.9,567,493,71,30,6,5,79,3,35,16,14,2,411,3,15
Rubén Peña,ESP,"DF,MF",31,1991,14.2,620,504,113,4,0,1,54,108,1,0,1,0,432,3,19
Sergio Herrera,ESP,GK,29,1993,17.0,611,413,197,62,0,3,0,0,0,0,0,0,389,1,0
Unai García,ESP,DF,30,1992,19.0,803,759,44,34,0,27,3,9,0,0,0,0,638,0,3
