General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alexis Sánchez,CHI,"FW,MF",33,1988,35,2679,77,78.3,29.8,32,80,11,3,41,2,1.89,51,27,24,0.81,0.44,51.8,32.3,19.5,0.65,0.25
Amine Harit,MAR,"MF,FW",25,1997,10,515,52,15.1,5.7,6,72,1,4,20,0,1.7,6,5,1,0.17,-0.63,9.8,8.0,1.8,0.31,-0.34
Arkadiusz Milik,POL,FW,28,1994,2,129,65,3.8,1.4,2,65,0,0,,1,2.0,3,1,2,1.4,0.71,1.2,1.8,-0.6,-0.44,-1.08
Azzedine Ounahi,MAR,"MF,FW",22,2000,7,121,17,3.5,1.3,1,45,0,6,13,1,2.14,1,2,-1,-0.74,-1.51,2.8,2.9,-0.1,-0.09,-0.72
Bamba Dieng,SEN,"FW,MF",22,2000,10,194,19,5.7,2.2,1,78,0,9,13,1,1.9,6,3,3,1.39,0.72,5.1,2.4,2.7,1.25,0.69
Bartuğ Elmaz,TUR,MF,19,2003,0,,,,,0,,0,0,,23,,,,,,,,,,,
Cengiz Ünder,TUR,"MF,DF",25,1997,37,2490,67,72.8,27.7,28,82,14,9,22,1,1.89,51,27,24,0.87,0.58,46.8,27.0,19.9,0.72,0.43
Chancel Mbemba,COD,DF,27,1994,36,2849,79,83.3,31.7,32,86,27,4,26,1,1.94,55,33,22,0.69,-0.09,52.8,36.3,16.5,0.52,-0.46
Cédric Bakambu,COD,MF,31,1991,3,59,20,1.7,0.7,0,,0,3,20,2,2.33,1,1,0,0.0,-0.72,1.5,1.6,-0.1,-0.14,-0.75
Dimitri Payet,FRA,"MF,FW",35,1987,24,835,35,24.4,9.3,9,65,1,15,17,8,1.96,27,13,14,1.51,1.06,16.8,10.9,5.8,0.63,0.04
Duje Ćaleta-Car,CRO,DF,25,1996,1,8,8,0.2,0.1,0,,0,1,8,3,3.0,0,0,0,0.0,-0.71,0.0,0.1,0.0,-0.25,-0.86
Eric Bailly,CIV,DF,28,1994,17,543,32,15.9,6.0,5,64,1,12,19,7,2.06,8,10,-2,-0.33,-1.24,10.5,8.1,2.4,0.4,-0.24
François Mughe,CMR,MF,18,2004,1,11,11,0.3,0.1,0,,0,1,11,11,0.0,0,1,-1,-8.18,-8.92,0.2,0.1,0.2,1.4,0.8
Gerson,BRA,MF,25,1997,10,417,42,12.2,4.6,6,63,0,4,10,3,2.3,9,5,4,0.86,0.17,6.2,4.3,1.9,0.42,-0.21
Issa Kaboré,BFA,DF,21,2001,22,1028,47,30.1,11.4,9,78,5,13,25,13,2.0,20,11,9,0.79,0.11,21.6,9.6,12.1,1.05,0.65
Jonathan Clauss,FRA,DF,29,1992,34,2590,76,75.7,28.8,32,79,16,2,30,0,1.94,52,27,25,0.87,0.65,48.3,32.1,16.2,0.56,-0.15
Jordan Veretout,FRA,MF,29,1993,38,2863,75,83.7,31.8,31,86,24,7,27,0,1.92,55,31,24,0.75,0.27,54.5,34.1,20.4,0.64,0.25
Leonardo Balerdi,ARG,DF,23,1999,35,2639,75,77.2,29.3,30,82,24,5,36,1,1.89,51,31,20,0.68,-0.12,48.4,33.6,14.8,0.51,-0.42
Luis Javier Suárez,COL,FW,24,1997,7,293,42,8.6,3.3,2,82,0,5,26,8,2.29,8,2,6,1.84,1.24,5.7,4.4,1.3,0.41,-0.21
Mattéo Guendouzi,FRA,MF,23,1999,33,2108,64,61.6,23.4,25,77,12,8,23,3,1.94,36,24,12,0.51,-0.52,38.1,27.9,10.2,0.43,-0.43
Nuno Tavares,POR,"DF,MF",22,2000,31,2349,76,68.7,26.1,23,88,18,8,41,1,1.77,42,31,11,0.42,-0.92,42.3,31.6,10.7,0.41,-0.61
Pape Gueye,SEN,"MF,DF",23,1999,14,492,35,14.4,5.5,4,75,2,10,19,3,2.07,13,5,8,1.46,0.88,11.3,5.9,5.4,0.98,0.44
Pau López,ESP,GK,27,1994,33,2925,89,85.5,32.5,32,90,32,1,45,2,2.03,59,34,25,0.77,0.41,56.9,36.8,20.1,0.62,0.12
Pol Lirola,ESP,"DF,MF",24,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rubén Blanco,ESP,GK,27,1995,6,495,83,14.5,5.5,6,83,5,0,,32,1.0,8,6,2,0.36,-0.41,8.3,5.6,2.7,0.49,-0.12
Ruslan Malinovskyi,UKR,"MF,FW",29,1993,20,1227,61,35.9,13.6,13,78,3,7,31,0,1.7,22,17,5,0.37,-0.54,23.5,14.4,9.0,0.66,0.1
Salim Ben Seghir,FRA,MF,19,2003,1,4,4,0.1,0.0,0,,0,1,4,3,3.0,0,0,0,0.0,-0.71,0.4,0.0,0.4,6.6,6.01
Samuel Gigot,FRA,DF,28,1993,26,1879,72,54.9,20.9,24,76,14,2,30,1,2.04,38,20,18,0.86,0.34,38.3,21.9,16.4,0.79,0.41
Sead Kolašinac,BIH,DF,29,1993,33,2214,67,64.7,24.6,26,80,14,7,19,0,1.94,49,22,27,1.1,1.1,45.7,24.8,20.9,0.85,0.7
Simon Ngapandouetnbu,CMR,GK,19,2003,0,,,,,0,,0,0,,13,,,,,,,,,,,
Souleymane Touré,FRA,DF,19,2003,5,68,14,2.0,0.8,0,,0,5,14,8,2.6,0,2,-2,-2.65,-3.43,0.5,1.3,-0.7,-0.96,-1.59
Valentin Rongier,FRA,MF,27,1994,36,3032,84,88.7,33.7,34,87,29,2,35,0,1.94,56,37,19,0.56,-1.29,55.8,39.3,16.4,0.49,-0.99
Vitinha,POR,FW,22,2000,14,464,33,13.6,5.2,5,61,1,9,17,3,1.43,7,8,-1,-0.19,-1.05,11.2,4.3,7.0,1.35,0.87
Yakine Said Mmadi,COM,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
