General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alexis Sánchez,CHI,"FW,MF",33,1988,29.8,681,934,72.9,11500,2775,320,426,75.1,238,306,77.8,76,105,72.4,3,5.8,5.1,-2.8,55,65,64,5,127
Amine Harit,MAR,"MF,FW",25,1997,5.7,221,271,81.5,3186,969,133,154,86.4,61,70,87.1,13,22,59.1,0,1.5,1.6,-1.5,15,21,16,1,38
Arkadiusz Milik,POL,FW,28,1994,1.4,28,37,75.7,311,43,14,18,77.8,9,11,81.8,0,0,,0,0.2,0.0,-0.2,1,2,0,0,1
Azzedine Ounahi,MAR,"MF,FW",22,2000,1.3,87,94,92.6,1264,252,49,51,96.1,24,27,88.9,6,6,100.0,0,0.2,0.1,-0.2,1,9,0,0,5
Bamba Dieng,SEN,"FW,MF",22,2000,2.2,27,43,62.8,367,34,18,26,69.2,5,9,55.6,2,2,100.0,0,0.1,0.1,-0.1,2,1,2,1,1
Cengiz Ünder,TUR,"MF,DF",25,1997,27.7,778,1114,69.8,13245,4270,405,484,83.7,255,366,69.7,89,182,48.9,4,7.9,7.4,-3.9,55,71,50,18,115
Chancel Mbemba,COD,DF,27,1994,31.7,1441,1742,82.7,26456,7943,537,597,89.9,744,853,87.2,126,211,59.7,0,0.5,1.3,-0.5,5,127,23,6,183
Cédric Bakambu,COD,MF,31,1991,0.7,19,23,82.6,263,56,12,13,92.3,4,5,80.0,1,1,100.0,1,1.0,0.7,0.0,2,1,0,0,0
Dimitri Payet,FRA,"MF,FW",35,1987,9.3,386,520,74.2,7048,2234,173,210,82.4,146,187,78.1,53,89,59.6,3,3.5,3.4,-0.5,31,37,28,1,71
Duje Ćaleta-Car,CRO,DF,25,1996,0.1,2,2,100.0,46,16,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Eric Bailly,CIV,DF,28,1994,6.0,231,274,84.3,4679,1676,72,82,87.8,118,141,83.7,38,45,84.4,0,0.0,0.0,0.0,0,17,0,0,12
François Mughe,CMR,MF,18,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Gerson,BRA,MF,25,1997,4.6,150,185,81.1,2156,576,87,97,89.7,47,59,79.7,7,12,58.3,0,0.3,0.5,-0.3,4,15,4,0,21
Issa Kaboré,BFA,DF,21,2001,11.4,436,567,76.9,6207,2017,252,291,86.6,138,181,76.2,22,47,46.8,0,0.9,1.3,-0.9,13,23,16,6,54
Jonathan Clauss,FRA,DF,29,1992,28.8,1091,1461,74.7,17647,6285,553,671,82.4,426,542,78.6,74,150,49.3,9,8.4,7.2,0.6,49,90,54,23,121
Jordan Veretout,FRA,MF,29,1993,31.8,1834,2148,85.4,35304,9959,676,757,89.3,858,958,89.6,243,339,71.7,3,3.8,3.8,-0.8,36,274,25,7,248
Leonardo Balerdi,ARG,DF,23,1999,29.3,1389,1656,83.9,27891,8035,393,449,87.5,771,872,88.4,189,262,72.1,1,0.2,0.4,0.8,5,105,3,1,97
Luis Javier Suárez,COL,FW,24,1997,3.3,53,78,67.9,904,263,26,39,66.7,21,27,77.8,4,4,100.0,1,0.4,0.2,0.6,3,8,4,0,11
Mattéo Guendouzi,FRA,MF,23,1999,23.4,1094,1267,86.3,18942,5287,493,554,89.0,451,501,90.0,111,140,79.3,4,2.1,2.4,1.9,20,143,33,4,170
Nuno Tavares,POR,"DF,MF",22,2000,26.1,1058,1367,77.4,16121,5639,623,710,87.7,343,460,74.6,61,113,54.0,0,2.6,3.9,-2.6,24,70,47,14,115
Pape Gueye,SEN,"MF,DF",23,1999,5.5,271,320,84.7,4966,1291,100,106,94.3,142,165,86.1,25,39,64.1,1,0.9,0.4,0.1,4,22,6,2,31
Pau López,ESP,GK,27,1994,32.5,877,1116,78.6,23244,14324,143,145,98.6,461,468,98.5,269,495,54.3,2,0.4,0.3,1.6,3,17,1,0,2
Rubén Blanco,ESP,GK,27,1995,5.5,166,206,80.6,3744,2408,42,42,100.0,90,91,98.9,32,71,45.1,0,0.0,0.0,0.0,0,0,0,0,0
Ruslan Malinovskyi,UKR,"MF,FW",29,1993,13.6,411,543,75.7,6846,1959,201,247,81.4,155,191,81.2,38,63,60.3,1,2.4,2.1,-1.4,19,53,18,5,64
Salim Ben Seghir,FRA,MF,19,2003,0.0,2,2,100.0,18,1,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Samuel Gigot,FRA,DF,28,1993,20.9,985,1130,87.2,17488,5168,353,394,89.6,535,582,91.9,66,110,60.0,2,0.4,0.4,1.6,4,57,2,0,74
Sead Kolašinac,BIH,DF,29,1993,24.6,1135,1333,85.1,17773,4570,572,628,91.1,478,549,87.1,48,84,57.1,1,0.9,1.7,0.1,11,93,11,2,109
Souleymane Touré,FRA,DF,19,2003,0.8,32,38,84.2,583,158,10,13,76.9,21,23,91.3,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2
Valentin Rongier,FRA,MF,27,1994,33.7,1855,2109,88.0,31535,9032,808,898,90.0,821,888,92.5,147,197,74.6,2,2.7,3.1,-0.7,32,224,34,2,238
Vitinha,POR,FW,22,2000,5.2,77,109,70.6,1023,231,46,61,75.4,21,26,80.8,3,4,75.0,0,0.2,0.2,-0.2,3,7,2,0,9
