name,position,id
Kai Havertz,"FW,MF",fed7cb61
Kepa Arrizabalaga,GK,28d596a0
Thiago Silva,DF,86e7deaf
Raheem Sterling,"FW,MF",b400bde0
Marc Cucurella,DF,1daec722
Kalidou Koulibaly,DF,da974c7b
Mason Mount,"MF,FW",9674002f
Ruben Loftus-Cheek,"MF,DF",e97fd090
Conor Gallagher,MF,c2731c10
Trevoh Chalobah,DF,5515376c
Enzo Fernández,MF,5ff4ab71
Mateo Kovačić,MF,79c0821a
César Azpilicueta,DF,53cad200
Ben Chilwell,"DF,MF",d2424d1b
Jorginho,MF,45db685d
Reece James,"DF,MF",1265a93a
Wesley Fofana,DF,132a82f1
João Félix,"FW,MF",8aafd64f
Benoît Badiashile,DF,06df8256
Edouard Mendy,GK,33887998
Christian Pulisic,"FW,DF",1bf33a9a
Lewis Hall,DF,da011f18
Mykhailo Mudryk,"FW,MF",049a888d
Noni Madueke,FW,bf34eebd
Hakim Ziyech,"FW,MF",6622454d
N'Golo Kanté,MF,b9fbae28
Pierre-Emerick Aubameyang,FW,d5dd5f1f
Denis Zakaria,MF,384d58d9
Carney Chukwuemeka,"MF,FW",b2f9c73e
Armando Broja,FW,97220da2
David Datro Fofana,FW,e82900ef
Omari Hutchinson,FW,bd9553e6
Ethan Ampadu,"DF,MF",10b9fa99
Marcus Bettinelli,GK,0d85a4e8
Alfie Gilchrist,DF,d91f104d
Billy Gilmour,MF,df10e27c
Callum Hudson-Odoi,"FW,MF",15f3ec41
Bashir Humphreys,DF,d2b32e91
Harvey Vale,MF,a70182a5
Ethan Wady,GK,fe80cc4a
