name,position,id
Harry Kane,FW,21a66f6a
Pierre Højbjerg,MF,8b04d6c1
Son Heung-min,"MF,FW",92e7e919
Eric Dier,DF,ac861941
Cristian Romero,DF,a3d94a58
Ben Davies,DF,44781702
Hugo Lloris,GK,8f62b6ee
Clément Lenglet,DF,4f28a6ff
Ivan Perišić,"DF,MF",6fe90922
Dejan Kulusevski,"MF,FW",df3cda47
Emerson,DF,df8b52a5
Oliver Skipp,MF,6250083a
Rodrigo Bentancur,MF,3b8674e6
Fraser Forster,GK,c3e39f12
Pedro Porro,"DF,MF",27d0a506
Richarlison,"MF,FW",fa031b34
Yves Bissouma,MF,6c203af0
Ryan Sessegnon,DF,6aa3e78b
Davinson Sánchez,DF,da7b447d
Matt Doherty,"DF,MF",d557d734
Pape Matar Sarr,"MF,FW",feb5d972
Bryan Gil,"MF,FW",7b5ab7f2
Japhet Tanganga,DF,e9971f2d
Arnaut Danjuma,"FW,MF",f08490a6
Lucas Moura,"MF,DF",2b622f01
Matthew Craig,MF,bc914523
Djed Spence,"FW,DF",9bc9a519
Harvey White,MF,4d90ce8c
George Abbott,MF,56628958
Brandon Austin,GK,5e253986
Alfie Devine,MF,ba08056d
Romaine Mundle,MF,597610cd
Yago Santiago,"FW,MF",88b3215c
