name,position,id
Bernd Leno,GK,2628fd2b
João Palhinha,MF,a78ff07f
Antonee Robinson,DF,289601e6
Harrison Reed,MF,803ae100
Tim Ream,DF,28b40c9c
Andreas Pereira,MF,6639e500
Kenny Tete,DF,77d7c96f
Bobby Reid,"FW,DF",0f7533cd
Willian,FW,8b9ebd03
Tosin Adarabioyo,DF,c81d773d
Aleksandar Mitrović,FW,3925dbd6
Issa Diop,DF,a712ca2b
Harry Wilson,FW,c6dc9ecd
Carlos Vinícius,FW,8b529245
Neeskens Kebano,FW,18b999f4
Tom Cairney,MF,a8748947
Daniel James,FW,c931d9f9
Manor Solomon,FW,886f9aac
Saša Lukić,MF,c6e8cf1f
Cédric Soares,DF,839c14e1
Marek Rodák,GK,17acc2ed
Layvin Kurzawa,DF,41e7ef1c
Kevin Mbabu,"DF,FW",493924a7
Jay Stansfield,FW,b2626673
Nathaniel Chalobah,MF,422862ea
Shane Duffy,"DF,FW",7314bba4
Josh Onomah,MF,6612cd8c
Luke Harris,"MF,FW",8c3078cd
Tyrese Francois,FW,6722d4f0
Terry Ablade,FW,d524dcd7
Matt Dibley-Dias,MF,979cb300
Martial Godo,MF,e0eea46f
Rodrigo Muniz,FW,a755db8c
Stefan Parkes,DF,66b290f7
Charlie Robinson,DF,693a5e1a
Kristian Sekularac,MF,e20a28ce
George Wickens,GK,eafaafa5
