name,position,id
Aaron Ramsdale,GK,466fb2c5
Gabriel Magalhães,DF,67ac5bb8
Bukayo Saka,FW,bc7dc64d
Martin Ødegaard,MF,79300479
Ben White,DF,35e413f1
Granit Xhaka,MF,e61b8aee
Gabriel Martinelli,FW,48a5a5d6
Thomas Partey,MF,529f49ab
William Saliba,DF,972aeb2a
Oleksandr Zinchenko,DF,51cf8561
Gabriel Jesus,FW,b66315ae
Leandro Trossard,FW,38ceb24a
Eddie Nketiah,FW,a53649b7
Jorginho,MF,45db685d
Kieran Tierney,DF,fce2302c
Takehiro Tomiyasu,DF,b3af9be1
Rob Holding,DF,d79a8c87
Jakub Kiwior,DF,dc3e663e
Fabio Vieira,"MF,FW",6412cc03
Albert Sambi Lokonga,MF,1b4f1169
Mohamed Elneny,MF,47a34c4f
Reiss Nelson,FW,c5bdb6e3
Emile Smith Rowe,"MF,FW",17695062
Cédric Soares,DF,839c14e1
Marquinhos,MF,59878425
Ethan Nwaneri,FW,7f94982c
Mauro Bandeira,MF,9b67eca8
Nathan Butler-Oyedeji,FW,3a686640
Amario Duberry,FW,04eb7d82
Karl Jakob Hein,GK,aa81d8f8
Nicolas Pépé,"FW,MF",57e3f0c7
Matthew Smith,MF,54b6eed9
Lino Sousa,DF,e09d77a2
Matt Turner,GK,4a51ba65
Reuell Walters,DF,501ac0cc
