name,position,id
Pascal Groß,"MF,DF",8aec0537
Lewis Dunk,DF,282f75f3
Moisés Caicedo,MF,16264a81
Alexis Mac Allister,MF,83d074ff
Solly March,"FW,DF",bb5fbd2b
Pervis Estupiñán,DF,d38fdf53
Joël Veltman,DF,dad4b285
Kaoru Mitoma,"FW,MF",74618572
Robert Sánchez,GK,6a713852
Adam Webster,DF,c40b6180
Danny Welbeck,FW,ce5143da
Leandro Trossard,"FW,MF",38ceb24a
Jason Steele,GK,28300a16
Levi Colwill,DF,700783e7
Adam Lallana,"MF,FW",99813635
Evan Ferguson,FW,4596da74
Julio Enciso,"FW,MF",9cfbad36
Billy Gilmour,MF,df10e27c
Deniz Undav,"FW,MF",dd549382
Facundo Buonanotte,"FW,MF",468a7a91
Tariq Lamptey,DF,f4e433d4
Jan Paul van Hecke,DF,4fd08daa
Enock Mwepu,"FW,MF",1d5cab82
Jeremy Sarmiento,MF,ac0d576d
Yasin Ayari,MF,f173303a
Odeluga Offiah,DF,65c3efa2
Andrew Moran,FW,c4720845
Cameron Peupion,MF,0bdeb013
Jack Hinshelwood,FW,e98211e7
Steven Alzate,MF,ad1f61f3
James Furlong,"DF,MF",ab18d1b0
Neal Maupay,"FW,MF",4bcf39f6
Thomas Mcgill,GK,4eb2d015
Imari Samuels,DF,8218e831
Ed Turns,DF,9bbef03e
