name,position,id
Max Kilman,DF,d0f72bf1
José Sá,GK,903b6e8b
Rúben Neves,MF,44bfb6c5
Nélson Semedo,DF,d04b94db
Matheus Nunes,MF,e6af02e0
João Moutinho,MF,f5a00fa4
Daniel Podence,"FW,MF",7fcc71d8
Nathan Collins,DF,a8c19eb8
Craig Dawson,DF,3e9e06cb
Mario Lemina,MF,2b471f99
Hugo Bueno,DF,bfc3b3a0
Diego Costa,FW,a190d597
Jonny Castro,DF,e28868f3
Pedro Neto,"FW,MF",7ba2eaa9
Adama Traoré,"FW,MF",9a28eba4
Hwang Hee-chan,"FW,MF",169fd162
Matheus Cunha,FW,dc62b55d
Toti Gomes,DF,f0caab96
Rayan Aït-Nouri,DF,9b398aea
Pablo Sarabia,"FW,MF",9744ff80
Raúl Jiménez,FW,b561db50
Gonçalo Guedes,"FW,MF",e6bc67d7
João Gomes,MF,8b57ad2c
Boubacar Traoré,MF,999ceb5f
Leander Dendoncker,MF,5a7301ae
Daniel Bentley,GK,68db6358
Morgan Gibbs-White,"FW,MF",32f60ed8
Joseph Hodge,MF,bd8a5d95
Sasa Kalajdzic,FW,15f24fe7
Chem Campbell,"FW,MF",6f711f67
Dexter Lembikisa,DF,0bdda685
Connor Ronan,MF,1b804500
Willy Boly,DF,a4ac4b8f
Conor Coady,"DF,MF",2928dca2
Luke Cundle,MF,cc3b8e78
Nathan Fraser,FW,00b77ecf
Harvey Griffiths,MF,6e4cb264
Yerson Mosquera,DF,1e159d70
Matija Šarkić,GK,a89e7b29
