name,position,id
Ezri Konsa,DF,0313a347
Emiliano Martínez,GK,7956236f
Ollie Watkins,FW,aed3a70f
Tyrone Mings,DF,8397a50c
Douglas Luiz,MF,6f7d826d
Jacob Ramsey,"MF,FW",1544f145
John McGinn,"MF,FW",90f91999
Emi Buendía,"MF,FW",66b76d44
Leon Bailey,"FW,MF",3a233281
Ashley Young,DF,be927d03
Boubacar Kamara,MF,cc77354e
Matty Cash,DF,2389cdc2
Lucas Digne,DF,1b84dbe1
Álex Moreno,DF,16e9d0ea
Danny Ings,FW,07802f7f
Philippe Coutinho,"MF,FW",0ef89a37
Leander Dendoncker,MF,5a7301ae
Calum Chambers,"DF,MF",dc6f5bdd
Robin Olsen,GK,e7ee38c3
Diego Carlos,DF,b4a014b1
Bertrand Traoré,"FW,MF",c47541e0
Jan Bednarek,DF,4115ce4e
Ludwig Augustinsson,DF,9fec8860
Jáder Durán,"FW,MF",414184f7
Cameron Archer,"FW,MF",05e8ca6d
Morgan Sanson,MF,6e7f1353
Lamare Bogarde,"DF,MF",bca5c4a7
Tim Iroegbunam,MF,84c5ceea
Filip Marshall,GK,a79abd8b
Marvelous Nakamba,MF,de5b5570
Tommi O'Reilly,MF,345fc437
Travis Patterson,DF,e0b5d31b
Seb Revan,DF,8525ec2a
Viljami Sinisalo,GK,a48635b8
Sil Swinkels,DF,a42f6058
James Wright,GK,9417a430
Kadan Young,MF,91c75917
Oliwier Zych,GK,be18d79f
