name,position,id
Ederson,GK,3bb7b8b4
Rodri,MF,6434f10d
Erling Haaland,FW,1f44ac21
Kevin De Bruyne,MF,e46012d4
İlkay Gündoğan,MF,819b3158
Manuel Akanji,DF,89ac64a6
Bernardo Silva,"MF,FW",3eb22ec9
Jack Grealish,FW,b0b4fd3e
Rúben Dias,DF,31c69ef1
Kyle Walker,DF,86dd77d1
Riyad Mahrez,"FW,MF",892d5bb1
Nathan Aké,DF,eaeca114
Phil Foden,FW,ed1e53f3
John Stones,"DF,MF",5eecec3d
João Cancelo,DF,bd6351cd
Julián Álvarez,"FW,MF",15ab5a2b
Aymeric Laporte,DF,119b9a8e
Rico Lewis,"DF,MF",b57e066e
Stefan Ortega,GK,c1242d4e
Cole Palmer,"MF,FW",dc7f8a28
Sergio Gómez,"DF,MF",01e5f06e
Kalvin Phillips,MF,4f565d77
Shea Charles,DF,5cc3ce65
Máximo Perrone,MF,53552942
Scott Carson,GK,3e1550ee
Liam Delap,FW,dd897ee7
Claudio Gomes,MF,22f6ed2c
Ben Knight,MF,190163f3
Luke Mbete-Tatu,DF,387e1d35
Nico O’Reilly,FW,91ca4a16
Alexander Robertson,MF,3434ac72
Josh Wilson-Esbrand,DF,c19a2df1
