name,position,id
Timothy Castagne,DF,197640fd
Harvey Barnes,"FW,MF",3ea50f67
Wout Faes,DF,9c221d14
James Maddison,"MF,FW",ee38d9c5
Kiernan Dewsbury-Hall,MF,5c74c0f5
Youri Tielemans,MF,56f7a928
Danny Ward,GK,d3ce0e89
Boubakary Soumaré,MF,ae59b359
Jamie Vardy,FW,45963054
Wilfred Ndidi,MF,6b47c5db
Daniel Amartey,DF,1a4ef233
James Justin,DF,fb614c44
Patson Daka,FW,ca45605e
Daniel Iversen,GK,10d221cd
Jonny Evans,DF,f8fcd2a5
Kelechi Iheanacho,"FW,MF",c92e1a31
Luke Thomas,DF,fc027d02
Harry Souttar,DF,0a6cb1b1
Victor Bernth Kristiansen,DF,505486d6
Tetê,FW,7120a04d
Nampalys Mendy,MF,1598599e
Dennis Praet,"MF,FW",86695068
Çağlar Söyüncü,DF,21166ff4
Ricardo Pereira,"DF,MF",75a72a99
Ayoze Pérez,"MF,FW",819aa8e7
Wesley Fofana,DF,132a82f1
Marc Albrighton,"FW,MF",b827d5b3
Lewis Brunt,DF,a2081c6b
Sammy Braybrooke,MF,9f684e25
Wanya Marcal-Madivadua,MF,6faae64f
Kasey McAteer,MF,b2c66859
Alex Smithies,GK,bb91617c
Jannik Vestergaard,DF,1900032e
Joe Wormleighton,DF,59d2e6bb
