name,position,id
Robin Koch,DF,ea6bc03a
Illan Meslier,GK,6b625ac2
Jack Harrison,"FW,MF",aa849a12
Marc Roca,MF,da27e268
Brenden Aaronson,"MF,FW",5bc43860
Pascal Struijk,DF,f4d296e4
Tyler Adams,MF,2b09d998
Rodrigo,"FW,MF",1fb1c435
Luke Ayling,DF,420d7c7d
Rasmus Kristensen,DF,39769cff
Patrick Bamford,FW,93feac6e
Weston McKennie,MF,01c3aff5
Liam Cooper,DF,dc64b8b3
Junior Firpo,DF,24f59bb2
Wilfried Gnonto,"FW,MF",75fdd638
Maximilian Wöber,DF,4b803b3c
Luis Sinisterra,FW,8e16dd48
Crysencio Summerville,FW,df04eb4b
Diego Llorente,DF,bba30585
Adam Forshaw,MF,9f1938ab
Joel Robles,GK,cda0b317
Sam Greenwood,"MF,FW",f3354c07
Daniel James,FW,c931d9f9
Georginio Rutter,"FW,MF",c64c01fc
Joe Gelhardt,FW,01962d0d
Cody Drameh,DF,e0d1510a
Mateusz Klich,"MF,FW",282679b4
Mateo Joseph,"FW,MF",6ad43f9a
Darko Gyabi,FW,56d838f7
Jeremiah Chilokoa-Mullen,DF,3b57a494
Leo Fuhr Hjelde,DF,d102b8a2
Archie Gray,"DF,MF",f58515f5
Kristoffer Klaesson,GK,3f70db80
Diogo Monteiro,DF,17850779
Sonny Perkins,"FW,MF",87f12e30
