General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Ansgar Knauff,GER,"FW,MF",19,2002,5,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,2,12,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11
Antonios Papadopoulos,GER,"DF,MF",21,1999,2,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Witsel,BEL,"MF,DF",32,1989,29,22,1941,21.6,2,0,2,2,0,0,4,0,0.8,0.8,0.7,1.4,10,86,8,0.09,0.0,0.09,0.09,0.09,0.04,0.03,0.07,0.04,0.07
Dan-Axel Zagadou,FRA,DF,22,1999,15,10,952,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,50,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Donyell Malen,NED,FW,22,1999,27,20,1684,18.7,5,3,8,5,0,0,2,0,4.6,4.6,4.1,8.6,61,39,144,0.27,0.16,0.43,0.27,0.43,0.24,0.22,0.46,0.24,0.46
Emre Can,GER,"DF,MF",27,1994,24,19,1690,18.8,5,1,6,1,4,4,5,0,3.3,0.2,0.8,1.0,31,119,19,0.27,0.05,0.32,0.05,0.11,0.18,0.04,0.22,0.01,0.05
Erling Haaland,NOR,FW,21,2000,24,21,1911,21.2,22,8,30,16,6,6,3,0,17.9,13.2,5.4,18.6,40,41,137,1.04,0.38,1.41,0.75,1.13,0.84,0.25,1.1,0.62,0.88
Felix Passlack,GER,DF,23,1998,10,5,472,5.2,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.4,13,23,28,0.19,0.0,0.19,0.19,0.19,0.03,0.04,0.07,0.03,0.07
Gio Reyna,USA,MF,18,2002,10,6,439,4.9,2,1,3,2,0,0,0,0,1.7,1.7,1.6,3.3,13,10,32,0.41,0.21,0.62,0.41,0.62,0.35,0.33,0.68,0.35,0.68
Gregor Kobel,SUI,GK,23,1997,29,29,2565,28.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immanuel Pherai,SUR,MF,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Gittens,ENG,FW,16,2004,4,1,134,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,8,7,18,0.0,0.0,0.0,0.0,0.0,0.26,0.07,0.34,0.26,0.34
Jude Bellingham,ENG,MF,18,2003,32,32,2790,31.0,3,8,11,3,0,0,9,0,4.8,4.8,6.0,10.8,78,144,138,0.1,0.26,0.35,0.1,0.35,0.15,0.19,0.35,0.15,0.35
Julian Brandt,GER,"MF,FW",25,1996,31,22,2078,23.1,9,8,17,9,0,0,3,0,4.9,4.9,4.6,9.4,66,126,171,0.39,0.35,0.74,0.39,0.74,0.21,0.2,0.41,0.21,0.41
Lennard Maloney,USA,DF,21,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4
