General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aleksandar Pavlovic,GER,MF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Alphonso Davies,CAN,DF,21,2000,26,2042,79,66.7,22.7,24,82,17,2,38,0,1.92,59,25,34,1.5,-0.27,47.9,25.0,22.9,1.01,-0.3
Arijon Ibrahimović,GER,MF,16,2005,1,14,14,0.5,0.2,0,,0,1,14,4,3.0,0,0,0,0.0,-1.6,0.9,0.0,0.9,5.71,4.62
Benjamin Pavard,FRA,DF,26,1996,30,2431,81,79.4,27.0,27,87,24,3,23,3,2.3,76,29,47,1.74,0.74,61.6,28.4,33.2,1.23,0.57
Bouna Sarr,SEN,FW,30,1992,1,3,3,0.1,0.0,0,,0,1,3,12,3.0,0,0,0,0.0,-1.59,0.0,0.1,-0.1,-1.62,-2.74
Daley Blind,NED,"DF,MF",32,1990,4,134,34,4.4,1.5,1,90,1,3,15,15,2.25,3,5,-2,-1.34,-3.07,2.8,3.6,-0.8,-0.55,-1.74
Dayot Upamecano,FRA,DF,23,1998,29,2348,81,76.7,26.1,27,87,25,2,6,0,1.93,71,29,42,1.61,0.09,56.2,27.4,28.8,1.1,-0.04
Eric Maxim Choupo-Moting,CMR,FW,33,1989,19,1112,59,36.3,12.4,14,74,4,5,16,1,2.16,38,13,25,2.02,0.68,28.3,14.0,14.4,1.16,0.08
Gabriel Marušić,CRO,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gabriel Vidovic,CRO,FW,18,2003,1,19,19,0.6,0.2,0,,0,1,19,0,3.0,1,0,1,4.74,3.17,0.1,0.3,-0.2,-0.76,-1.89
Jamal Musiala,GER,"MF,FW",19,2003,33,2198,67,71.8,24.4,26,77,7,7,27,0,2.06,63,29,34,1.39,-0.7,53.6,28.4,25.2,1.03,-0.29
Johannes Schenk,GER,GK,19,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
Joshua Kimmich,GER,MF,27,1995,33,2809,85,91.8,31.2,32,86,27,1,45,0,2.06,85,36,49,1.57,-0.22,68.4,35.1,33.3,1.07,-0.55
Joshua Zirkzee,NED,FW,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Josip Stanišić,CRO,DF,22,2000,14,579,41,18.9,6.4,4,87,2,10,23,16,1.93,13,10,3,0.47,-1.38,14.3,7.3,7.1,1.1,-0.02
João Cancelo,POR,"DF,FW",28,1994,15,1012,67,33.1,11.2,11,80,5,4,32,1,2.07,28,16,12,1.07,-0.78,23.1,15.0,8.1,0.72,-0.59
Kingsley Coman,FRA,"FW,MF",26,1996,24,1409,59,46.0,15.7,16,71,2,8,35,3,2.17,43,11,32,2.04,0.84,34.3,12.9,21.4,1.37,0.47
Leon Goretzka,GER,MF,27,1995,27,1728,64,56.5,19.2,22,74,7,5,18,1,2.0,48,23,25,1.3,-0.66,40.2,24.8,15.4,0.8,-0.71
Leroy Sané,GER,"MF,FW",26,1996,32,2010,63,65.7,22.3,20,82,11,12,32,0,2.03,59,24,35,1.57,-0.06,45.5,25.3,20.2,0.91,-0.6
Liam Morrison,SCO,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Lucas Hernández,FRA,DF,26,1996,7,476,68,15.6,5.3,6,75,2,1,27,2,2.71,19,3,16,3.03,1.7,16.0,4.2,11.8,2.23,1.32
Manuel Neuer,GER,GK,36,1986,12,1080,90,35.3,12.0,12,90,12,0,,0,2.08,36,11,25,2.08,0.77,27.6,11.4,16.2,1.35,0.37
Marcel Sabitzer,AUT,MF,28,1994,15,628,42,20.5,7.0,7,67,2,8,20,3,2.27,22,3,19,2.72,1.43,16.9,3.7,13.2,1.89,0.97
Mathys Tel,FRA,FW,17,2005,22,417,19,13.6,4.6,1,60,0,21,17,9,2.0,16,8,8,1.73,0.16,11.5,5.2,6.3,1.36,0.28
