General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Matthijs de Ligt,NED,DF,22,1999,31,2403,78,78.5,26.7,27,86,22,4,19,1,2.0,67,27,40,1.5,-0.42,55.4,27.8,27.5,1.03,-0.38
Noussair Mazraoui,MAR,DF,24,1997,19,1075,57,35.1,11.9,11,81,5,8,23,7,2.32,37,18,19,1.59,0.0,28.2,16.1,12.1,1.02,-0.15
Paul Wanner,GER,MF,16,2005,2,25,13,0.8,0.3,0,,0,2,13,8,3.0,0,1,-1,-3.6,-5.23,0.2,0.2,0.0,0.04,-1.08
Ryan Gravenberch,NED,MF,20,2002,24,576,24,18.8,6.4,3,59,0,21,19,8,2.21,17,10,7,1.09,-0.61,14.3,7.6,6.7,1.05,-0.08
Sadio Mané,SEN,"FW,MF",30,1992,25,1425,57,46.6,15.8,18,72,4,7,18,1,2.2,43,19,24,1.52,-0.14,36.3,16.9,19.3,1.22,0.2
Serge Gnabry,GER,"FW,MF",27,1995,34,1941,57,63.4,21.6,22,74,9,12,26,0,2.09,59,21,38,1.76,0.48,49.0,21.9,27.1,1.26,0.4
Sven Ulreich,GER,GK,33,1988,3,270,90,8.8,3.0,3,90,3,0,,30,3.0,15,2,13,4.33,3.01,7.6,3.3,4.4,1.45,0.38
Tanguy Nianzou,FRA,DF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Thomas Müller,GER,"FW,MF",32,1989,27,1665,62,54.4,18.5,21,73,8,6,23,0,1.93,50,15,35,1.89,0.67,43.4,17.0,26.4,1.43,0.69
Yann Sommer,SUI,GK,33,1988,19,1710,90,55.9,19.0,19,90,19,0,,0,1.95,43,25,18,0.95,-1.45,39.7,22.4,17.3,0.91,-0.46
