General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alphonso Davies,CAN,DF,21,2000,22.7,1567,1378,181,26,2,9,25,155,0,0,0,0,1361,8,22
Arijon Ibrahimović,GER,MF,16,2005,0.2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Benjamin Pavard,FRA,DF,26,1996,27.0,2400,2242,152,34,2,16,45,117,0,0,0,0,2120,6,20
Bouna Sarr,SEN,FW,30,1992,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Daley Blind,NED,"DF,MF",32,1990,1.5,100,92,7,6,0,1,1,1,0,0,0,0,87,1,1
Dayot Upamecano,FRA,DF,23,1998,26.1,2318,2255,60,47,0,10,2,7,0,0,0,0,2101,3,9
Eric Maxim Choupo-Moting,CMR,FW,33,1989,12.4,290,273,16,0,3,1,3,0,0,0,0,0,223,1,10
Gabriel Vidovic,CRO,FW,18,2003,0.2,13,13,0,0,0,0,0,0,0,0,0,0,10,0,1
Jamal Musiala,GER,"MF,FW",19,2003,24.4,1018,995,16,0,3,2,11,10,0,0,0,0,857,7,29
Joshua Kimmich,GER,MF,27,1995,31.2,2767,2407,351,119,29,10,240,28,204,83,98,4,2333,9,24
Josip Stanišić,CRO,DF,22,2000,6.4,633,583,50,4,0,1,8,45,1,0,0,0,577,0,4
João Cancelo,POR,"DF,FW",28,1994,11.2,861,753,107,12,3,12,35,95,0,0,0,0,713,1,17
Kingsley Coman,FRA,"FW,MF",26,1996,15.7,806,788,15,1,4,8,74,12,2,0,1,0,640,3,20
Leon Goretzka,GER,MF,27,1995,19.2,1012,984,24,18,4,2,10,4,0,0,0,0,826,4,13
Leroy Sané,GER,"MF,FW",26,1996,22.3,1078,1053,20,0,9,3,16,9,5,3,0,0,880,5,22
Lucas Hernández,FRA,DF,26,1996,5.3,377,347,27,3,0,9,2,24,0,0,0,0,337,3,4
Manuel Neuer,GER,GK,36,1986,12.0,504,415,89,19,0,0,0,1,0,0,0,0,449,0,0
Marcel Sabitzer,AUT,MF,28,1994,7.0,466,451,12,6,1,2,5,4,1,1,0,0,402,3,3
Mathys Tel,FRA,FW,17,2005,4.6,157,152,5,1,0,0,4,0,0,0,0,0,126,0,5
Matthijs de Ligt,NED,DF,22,1999,26.7,2088,2038,45,38,0,15,2,6,0,0,0,0,1902,5,8
Noussair Mazraoui,MAR,DF,24,1997,11.9,867,751,113,11,2,1,22,102,0,0,0,0,738,3,16
Paul Wanner,GER,MF,16,2005,0.3,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Ryan Gravenberch,NED,MF,20,2002,6.4,373,365,6,1,0,3,6,2,3,1,2,0,326,2,9
Sadio Mané,SEN,"FW,MF",30,1992,15.8,418,390,23,2,3,3,22,5,1,0,0,0,307,5,31
Serge Gnabry,GER,"FW,MF",27,1995,21.6,873,830,37,0,4,1,39,14,9,4,5,0,693,6,22
Sven Ulreich,GER,GK,33,1988,3.0,131,110,20,2,0,0,0,0,0,0,0,0,110,1,0
Thomas Müller,GER,"FW,MF",32,1989,18.5,831,794,29,3,9,4,31,16,3,0,0,0,621,8,20
Yann Sommer,SUI,GK,33,1988,19.0,749,626,123,25,0,2,0,0,0,0,0,0,650,0,2
