General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alphonso Davies,CAN,DF,21,2000,22.7,1,19,8,42.1,0.84,0.35,0.05,0.13,18.6,0,0,0,1.7,1.7,0.09,-0.7,-0.7
Arijon Ibrahimović,GER,MF,16,2005,0.2,0,2,2,100.0,12.86,12.86,0.0,0.0,6.9,0,0,0,0.5,0.5,0.26,-0.5,-0.5
Benjamin Pavard,FRA,DF,26,1996,27.0,4,34,12,35.3,1.26,0.44,0.12,0.33,18.3,0,0,0,2.5,2.5,0.07,1.5,1.5
Bouna Sarr,SEN,FW,30,1992,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Daley Blind,NED,"DF,MF",32,1990,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,24.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Dayot Upamecano,FRA,DF,23,1998,26.1,0,7,1,14.3,0.27,0.04,0.0,0.0,9.0,0,0,0,0.7,0.7,0.1,-0.7,-0.7
Eric Maxim Choupo-Moting,CMR,FW,33,1989,12.4,10,30,15,50.0,2.43,1.21,0.33,0.67,12.6,0,0,1,6.1,5.3,0.18,3.9,4.7
Gabriel Vidovic,CRO,FW,18,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jamal Musiala,GER,"MF,FW",19,2003,24.4,12,66,25,37.9,2.7,1.02,0.18,0.48,15.8,0,0,0,8.0,8.0,0.12,4.0,4.0
Joshua Kimmich,GER,MF,27,1995,31.2,5,27,11,40.7,0.87,0.35,0.15,0.36,26.0,3,1,1,2.2,1.4,0.05,2.8,2.6
Josip Stanišić,CRO,DF,22,2000,6.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
João Cancelo,POR,"DF,FW",28,1994,11.2,1,12,4,33.3,1.07,0.36,0.08,0.25,18.5,0,0,0,0.7,0.7,0.06,0.3,0.3
Kingsley Coman,FRA,"FW,MF",26,1996,15.7,8,49,17,34.7,3.13,1.09,0.16,0.47,18.6,0,0,0,4.6,4.6,0.09,3.4,3.4
Leon Goretzka,GER,MF,27,1995,19.2,3,40,13,32.5,2.08,0.68,0.08,0.23,17.2,0,0,0,4.7,4.7,0.12,-1.7,-1.7
Leroy Sané,GER,"MF,FW",26,1996,22.3,8,78,29,37.2,3.49,1.3,0.1,0.28,19.7,6,0,0,8.5,8.5,0.11,-0.5,-0.5
Lucas Hernández,FRA,DF,26,1996,5.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Neuer,GER,GK,36,1986,12.0,0,2,1,50.0,0.17,0.08,0.0,0.0,9.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Marcel Sabitzer,AUT,MF,28,1994,7.0,1,15,5,33.3,2.15,0.72,0.07,0.2,21.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Mathys Tel,FRA,FW,17,2005,4.6,5,20,11,55.0,4.32,2.37,0.25,0.45,15.0,0,0,0,2.7,2.7,0.13,2.3,2.3
Matthijs de Ligt,NED,DF,22,1999,26.7,3,23,8,34.8,0.86,0.3,0.13,0.38,16.0,0,0,0,1.1,1.1,0.05,1.9,1.9
Noussair Mazraoui,MAR,DF,24,1997,11.9,1,8,2,25.0,0.67,0.17,0.13,0.5,18.5,0,0,0,1.1,1.1,0.14,-0.1,-0.1
Paul Wanner,GER,MF,16,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ryan Gravenberch,NED,MF,20,2002,6.4,0,11,3,27.3,1.72,0.47,0.0,0.0,20.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9
Sadio Mané,SEN,"FW,MF",30,1992,15.8,7,53,20,37.7,3.35,1.26,0.11,0.3,12.8,0,1,2,8.9,7.2,0.14,-1.9,-1.2
Serge Gnabry,GER,"FW,MF",27,1995,21.6,14,81,40,49.4,3.76,1.85,0.16,0.33,15.5,1,1,1,11.2,10.4,0.13,2.8,2.6
Sven Ulreich,GER,GK,33,1988,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas Müller,GER,"FW,MF",32,1989,18.5,7,47,23,48.9,2.54,1.24,0.15,0.3,12.5,0,0,0,8.9,8.9,0.19,-1.9,-1.9
Yann Sommer,SUI,GK,33,1988,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
