General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Andrea Belotti,ITA,FW,28,1993,12.7,258,241,13,1,1,1,6,3,0,0,0,0,171,4,14
Benjamin Tahirovic,BIH,MF,19,2003,3.9,156,153,3,2,0,1,5,1,0,0,0,0,133,0,3
Bryan Cristante,ITA,"MF,DF",27,1995,32.6,1679,1611,63,60,6,31,11,3,0,0,0,0,1381,5,19
Chris Smalling,ENG,DF,32,1989,31.2,1344,1315,27,25,1,4,1,2,0,0,0,0,1173,2,10
Cristian Volpato,ITA,MF,18,2003,2.5,105,100,5,1,1,1,9,1,2,1,1,0,83,0,3
Diego Llorente,ESP,DF,28,1993,6.4,300,294,4,4,0,2,0,0,0,0,0,0,264,2,2
Edoardo Bove,ITA,MF,20,2002,11.0,406,373,33,8,2,2,9,16,4,1,1,0,309,0,12
Eldor Shomurodov,UZB,FW,27,1995,1.3,33,31,2,0,0,0,0,1,0,0,0,0,25,0,1
Filippo Missori,ITA,DF,18,2004,2.0,61,38,22,0,0,0,2,22,0,0,0,0,41,1,1
Georginio Wijnaldum,NED,MF,31,1990,8.5,204,194,9,6,0,0,4,0,0,0,0,0,169,1,7
Gianluca Mancini,ITA,DF,26,1996,31.8,1621,1536,76,69,3,17,28,5,0,0,0,0,1306,9,14
Jordan Majchrzak,POL,FW,17,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Leonardo Spinazzola,ITA,DF,29,1993,18.4,989,806,179,14,4,14,57,165,0,0,0,0,750,4,21
Lorenzo Pellegrini,ITA,MF,26,1996,28.3,1114,908,205,86,12,10,162,6,100,45,51,0,816,1,24
Marash Kumbulla,ALB,DF,22,2000,2.9,180,176,4,4,0,2,0,0,0,0,0,0,157,0,1
Matías Viña,URU,DF,24,1997,0.6,30,20,10,0,0,0,2,10,0,0,0,0,22,0,0
Mile Svilar,SRB,GK,22,1999,3.0,77,56,21,5,0,0,0,0,0,0,0,0,49,0,0
Mohamed Camara,GUI,MF,25,1997,7.7,323,318,4,3,2,1,6,1,0,0,0,0,252,1,6
Nemanja Matić,SRB,MF,33,1988,20.6,1295,1229,59,56,2,16,12,2,1,0,0,0,1109,7,19
Niccolò Pisilli,ITA,MF,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicola Zalewski,POL,DF,20,2002,24.4,1252,993,254,18,2,14,76,224,12,9,2,0,933,5,25
Nicolò Zaniolo,ITA,"MF,FW",23,1999,9.9,196,184,11,4,3,6,20,1,5,4,1,0,125,1,12
Ola Solbakken,NOR,"MF,FW",23,1998,5.6,159,148,11,3,1,1,12,2,6,6,0,0,112,0,3
Paulo Dybala,ARG,"MF,FW",28,1993,19.3,833,734,97,23,5,28,82,10,54,14,37,0,650,2,28
Rick Karsdorp,NED,DF,27,1995,7.9,380,306,73,4,3,1,14,69,0,0,0,0,295,1,8
Roger Ibanez,BRA,DF,23,1998,31.1,1663,1601,60,44,2,8,1,15,0,0,0,0,1462,2,12
Rui Patrício,POR,GK,34,1988,35.0,887,580,304,64,0,0,0,0,0,0,0,0,677,3,0
Stephan El Shaarawy,ITA,"DF,MF",29,1992,16.9,825,717,108,10,5,9,23,93,4,4,0,0,665,0,19
Tammy Abraham,ENG,FW,24,1997,24.3,513,475,35,2,4,3,11,1,0,0,0,0,342,3,8
Zeki Çelik,TUR,DF,25,1997,16.7,927,733,192,12,0,4,42,180,0,0,0,0,697,2,20
