General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Andrea Belotti,ITA,FW,28,1993,12.7,0,19,9,47.4,1.49,0.71,0.0,0.0,12.7,0,0,1,3.5,2.7,0.14,-3.5,-2.7
Benjamin Tahirovic,BIH,MF,19,2003,3.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Bryan Cristante,ITA,"MF,DF",27,1995,32.6,1,28,5,17.9,0.86,0.15,0.04,0.2,16.8,0,0,1,2.6,1.9,0.07,-1.6,-0.9
Chris Smalling,ENG,DF,32,1989,31.2,3,17,4,23.5,0.54,0.13,0.18,0.75,8.5,0,0,0,1.7,1.7,0.1,1.3,1.3
Cristian Volpato,ITA,MF,18,2003,2.5,1,4,1,25.0,1.59,0.4,0.25,1.0,15.7,0,0,0,0.4,0.4,0.09,0.6,0.6
Diego Llorente,ESP,DF,28,1993,6.4,0,4,1,25.0,0.63,0.16,0.0,0.0,11.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Edoardo Bove,ITA,MF,20,2002,11.0,1,7,2,28.6,0.64,0.18,0.14,0.5,12.9,0,0,0,0.8,0.5,0.07,0.2,0.5
Eldor Shomurodov,UZB,FW,27,1995,1.3,0,6,3,50.0,4.54,2.27,0.0,0.0,19.8,0,0,0,0.6,0.6,0.1,-0.6,-0.6
Filippo Missori,ITA,DF,18,2004,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Georginio Wijnaldum,NED,MF,31,1990,8.5,2,20,4,20.0,2.34,0.47,0.1,0.5,15.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2
Gianluca Mancini,ITA,DF,26,1996,31.8,1,22,5,22.7,0.69,0.16,0.05,0.2,13.1,0,0,0,2.3,2.3,0.1,-1.3,-1.3
Jordan Majchrzak,POL,FW,17,2004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leonardo Spinazzola,ITA,DF,29,1993,18.4,1,10,6,60.0,0.54,0.33,0.1,0.17,18.7,0,0,0,1.0,1.0,0.1,0.0,0.0
Lorenzo Pellegrini,ITA,MF,26,1996,28.3,4,62,17,27.4,2.19,0.6,0.03,0.12,21.5,9,2,3,8.0,5.7,0.09,-4.0,-3.7
Marash Kumbulla,ALB,DF,22,2000,2.9,0,1,0,0.0,0.35,0.0,0.0,,13.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Matías Viña,URU,DF,24,1997,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mile Svilar,SRB,GK,22,1999,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Camara,GUI,MF,25,1997,7.7,0,11,1,9.1,1.42,0.13,0.0,0.0,23.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6
Nemanja Matić,SRB,MF,33,1988,20.6,2,11,4,36.4,0.53,0.19,0.18,0.5,16.3,0,0,0,1.0,1.0,0.09,1.0,1.0
Niccolò Pisilli,ITA,MF,17,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicola Zalewski,POL,DF,20,2002,24.4,2,29,9,31.0,1.19,0.37,0.07,0.22,23.1,1,0,0,1.3,1.3,0.05,0.7,0.7
Nicolò Zaniolo,ITA,"MF,FW",23,1999,9.9,1,28,7,25.0,2.83,0.71,0.04,0.14,17.2,0,0,0,2.9,2.9,0.1,-1.9,-1.9
Ola Solbakken,NOR,"MF,FW",23,1998,5.6,1,9,1,11.1,1.61,0.18,0.11,1.0,17.1,1,0,0,0.6,0.6,0.07,0.4,0.4
Paulo Dybala,ARG,"MF,FW",28,1993,19.3,12,60,18,30.0,3.11,0.93,0.12,0.39,20.7,3,5,5,9.3,5.3,0.09,2.7,1.7
Rick Karsdorp,NED,DF,27,1995,7.9,0,2,0,0.0,0.25,0.0,0.0,,19.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3
Roger Ibanez,BRA,DF,23,1998,31.1,3,29,10,34.5,0.93,0.32,0.1,0.3,12.3,0,0,0,3.0,3.0,0.1,0.0,0.0
Rui Patrício,POR,GK,34,1988,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Stephan El Shaarawy,ITA,"DF,MF",29,1992,16.9,7,42,19,45.2,2.48,1.12,0.17,0.37,19.2,0,0,0,5.5,5.5,0.13,1.5,1.5
Tammy Abraham,ENG,FW,24,1997,24.3,8,62,28,45.2,2.55,1.15,0.13,0.29,12.0,0,0,0,10.8,10.8,0.17,-2.8,-2.8
Zeki Çelik,TUR,DF,25,1997,16.7,0,5,1,20.0,0.3,0.06,0.0,0.0,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
