General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Andrea Belotti,ITA,FW,28,1993,12.7,404,7,34,164,210,52,403,33,7,21.2,18,54.5,226,1235,452,21,14,11,34,15,322,94
Benjamin Tahirovic,BIH,MF,19,2003,3.9,194,10,58,112,26,1,194,2,1,50.0,1,50.0,91,453,185,0,3,0,2,1,117,3
Bryan Cristante,ITA,"MF,DF",27,1995,32.6,1994,99,559,1257,196,39,1993,13,9,69.2,3,23.1,1043,4607,2063,16,13,4,25,11,1290,27
Chris Smalling,ENG,DF,32,1989,31.2,1657,254,977,637,52,34,1657,4,2,50.0,1,25.0,877,3859,1889,5,7,0,10,2,1002,7
Cristian Volpato,ITA,MF,18,2003,2.5,138,2,13,64,63,11,138,9,4,44.4,5,55.6,100,723,319,8,8,3,12,6,112,24
Diego Llorente,ESP,DF,28,1993,6.4,355,49,205,135,16,8,355,2,1,50.0,1,50.0,220,1045,549,2,0,0,2,1,238,3
Edoardo Bove,ITA,MF,20,2002,11.0,532,12,107,301,131,20,532,13,5,38.5,4,30.8,263,1015,404,9,9,2,25,17,289,26
Eldor Shomurodov,UZB,FW,27,1995,1.3,53,1,4,16,34,11,53,4,1,25.0,3,75.0,34,241,103,3,4,2,4,5,43,15
Filippo Missori,ITA,DF,18,2004,2.0,82,4,41,25,16,0,82,2,0,0.0,2,100.0,20,72,17,1,0,0,3,1,27,3
Georginio Wijnaldum,NED,MF,31,1990,8.5,274,9,37,151,90,30,274,21,11,52.4,10,47.6,154,1071,507,16,11,5,11,7,181,33
Gianluca Mancini,ITA,DF,26,1996,31.8,1865,189,855,885,139,30,1865,14,6,42.9,5,35.7,1124,5050,3089,17,21,0,16,7,1324,19
Jordan Majchrzak,POL,FW,17,2004,0.2,4,0,0,2,2,0,4,0,0,,0,,3,4,0,0,0,0,0,0,4,1
Leonardo Spinazzola,ITA,DF,29,1993,18.4,1157,36,296,560,319,41,1157,59,25,42.4,28,47.5,698,5327,3192,107,52,24,26,11,745,87
Lorenzo Pellegrini,ITA,MF,26,1996,28.3,1461,32,186,743,548,52,1458,76,32,42.1,34,44.7,788,4744,2021,58,39,5,53,36,913,113
Marash Kumbulla,ALB,DF,22,2000,2.9,204,15,102,100,5,2,204,0,0,,0,,136,615,316,2,1,0,2,0,155,1
Matías Viña,URU,DF,24,1997,0.6,49,3,17,18,14,1,49,1,1,100.0,0,0.0,19,83,26,2,1,1,3,0,14,4
Mile Svilar,SRB,GK,22,1999,3.0,79,70,79,0,0,0,79,0,0,,0,,46,373,243,0,0,0,0,0,26,0
Mohamed Camara,GUI,MF,25,1997,7.7,393,10,61,262,81,8,393,13,7,53.8,5,38.5,233,1268,585,13,10,2,11,6,241,14
Nemanja Matić,SRB,MF,33,1988,20.6,1475,51,324,942,231,25,1475,33,24,72.7,5,15.2,913,5440,3060,50,44,7,22,19,1006,17
Niccolò Pisilli,ITA,MF,17,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Nicola Zalewski,POL,DF,20,2002,24.4,1522,35,416,701,425,33,1522,71,29,40.8,30,42.3,839,5248,3029,92,56,21,29,14,942,99
Nicolò Zaniolo,ITA,"MF,FW",23,1999,9.9,344,1,36,153,165,45,344,47,10,21.3,29,61.7,246,1695,839,34,27,10,39,35,267,69
Ola Solbakken,NOR,"MF,FW",23,1998,5.6,227,8,28,94,109,20,227,14,5,35.7,6,42.9,134,613,220,5,11,7,16,13,156,35
Paulo Dybala,ARG,"MF,FW",28,1993,19.3,1089,2,85,542,478,78,1084,64,27,42.2,27,42.2,689,4141,1816,56,43,20,62,32,785,109
Rick Karsdorp,NED,DF,27,1995,7.9,444,30,156,185,110,9,444,6,0,0.0,5,83.3,236,1148,575,16,8,2,11,6,260,33
Roger Ibanez,BRA,DF,23,1998,31.1,2013,209,992,974,80,33,2013,22,13,59.1,7,31.8,1216,6677,3665,24,16,2,25,18,1272,9
Rui Patrício,POR,GK,34,1988,35.0,932,839,930,2,0,0,932,0,0,,0,,497,2728,1483,0,0,0,2,0,381,0
Stephan El Shaarawy,ITA,"DF,MF",29,1992,16.9,1032,16,185,467,395,63,1032,70,26,37.1,39,55.7,619,3834,1842,58,41,20,35,11,681,136
Tammy Abraham,ENG,FW,24,1997,24.3,786,19,50,391,355,125,786,68,22,32.4,37,54.4,421,2154,856,35,20,16,62,31,621,141
Zeki Çelik,TUR,DF,25,1997,16.7,1102,43,350,491,276,18,1102,16,6,37.5,10,62.5,522,2709,1444,34,31,6,17,13,604,76
