General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Andrea Belotti,ITA,FW,28,1993,12.7,171,258,66.3,2169,381,103,135,76.3,45,62,72.6,5,9,55.6,2,1.6,0.7,0.4,14,6,5,0,13
Benjamin Tahirovic,BIH,MF,19,2003,3.9,133,156,85.3,2282,474,60,66,90.9,56,64,87.5,14,19,73.7,0,0.2,0.2,-0.2,4,8,2,2,9
Bryan Cristante,ITA,"MF,DF",27,1995,32.6,1381,1679,82.3,25923,8226,571,647,88.3,590,666,88.6,182,296,61.5,1,1.4,2.0,-0.4,16,157,17,4,142
Chris Smalling,ENG,DF,32,1989,31.2,1173,1344,87.3,22956,7520,335,366,91.5,713,778,91.6,113,162,69.8,1,0.4,0.8,0.6,6,35,3,0,51
Cristian Volpato,ITA,MF,18,2003,2.5,83,105,79.0,1507,407,38,43,88.4,27,33,81.8,15,22,68.2,1,1.2,0.3,-0.2,4,9,5,2,18
Diego Llorente,ESP,DF,28,1993,6.4,264,300,88.0,4937,1576,100,109,91.7,141,152,92.8,22,32,68.8,0,0.1,0.1,-0.1,1,15,0,0,12
Edoardo Bove,ITA,MF,20,2002,11.0,309,406,76.1,4427,1026,168,201,83.6,110,139,79.1,13,30,43.3,0,0.9,0.7,-0.9,7,20,6,0,33
Eldor Shomurodov,UZB,FW,27,1995,1.3,25,33,75.8,371,69,15,19,78.9,9,11,81.8,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,4
Filippo Missori,ITA,DF,18,2004,2.0,41,61,67.2,688,291,18,24,75.0,21,28,75.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,0
Georginio Wijnaldum,NED,MF,31,1990,8.5,169,204,82.8,2254,502,103,118,87.3,53,60,88.3,5,7,71.4,0,0.7,0.8,-0.7,8,9,6,2,18
Gianluca Mancini,ITA,DF,26,1996,31.8,1306,1621,80.6,24870,8978,494,542,91.1,638,718,88.9,157,311,50.5,2,1.6,1.3,0.4,16,104,15,5,93
Jordan Majchrzak,POL,FW,17,2004,0.2,3,4,75.0,27,15,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Leonardo Spinazzola,ITA,DF,29,1993,18.4,750,989,75.8,13111,4315,355,408,87.0,300,385,77.9,78,144,54.2,4,2.0,2.0,2.0,21,37,26,12,63
Lorenzo Pellegrini,ITA,MF,26,1996,28.3,816,1114,73.2,14299,4489,390,452,86.3,275,352,78.1,118,238,49.6,5,6.9,6.2,-1.9,70,62,23,3,106
Marash Kumbulla,ALB,DF,22,2000,2.9,157,180,87.2,2847,772,65,67,97.0,80,85,94.1,9,22,40.9,0,0.1,0.0,-0.1,1,3,0,0,8
Matías Viña,URU,DF,24,1997,0.6,22,30,73.3,392,68,8,10,80.0,11,16,68.8,2,3,66.7,0,0.1,0.0,-0.1,1,3,0,0,2
Mile Svilar,SRB,GK,22,1999,3.0,49,77,63.6,1589,1235,4,4,100.0,25,25,100.0,19,47,40.4,0,0.0,0.0,0.0,0,3,0,0,0
Mohamed Camara,GUI,MF,25,1997,7.7,252,323,78.0,4178,844,125,143,87.4,105,129,81.4,18,31,58.1,0,0.4,0.5,-0.4,3,27,3,1,30
Nemanja Matić,SRB,MF,33,1988,20.6,1109,1295,85.6,19601,6044,490,532,92.1,454,510,89.0,124,179,69.3,2,2.6,1.9,-0.6,24,136,16,3,134
Niccolò Pisilli,ITA,MF,17,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Nicola Zalewski,POL,DF,20,2002,24.4,933,1252,74.5,16262,5001,441,503,87.7,364,462,78.8,103,220,46.8,1,1.2,1.9,-0.2,12,58,24,6,85
Nicolò Zaniolo,ITA,"MF,FW",23,1999,9.9,125,196,63.8,2173,488,63,85,74.1,46,67,68.7,15,26,57.7,0,0.9,0.6,-0.9,8,10,7,1,19
Ola Solbakken,NOR,"MF,FW",23,1998,5.6,112,159,70.4,1770,364,62,77,80.5,39,49,79.6,7,20,35.0,2,1.6,1.0,0.4,11,7,4,1,14
Paulo Dybala,ARG,"MF,FW",28,1993,19.3,650,833,78.0,11560,2954,340,384,88.5,189,235,80.4,100,149,67.1,6,6.9,4.5,-0.9,53,49,21,1,75
Rick Karsdorp,NED,DF,27,1995,7.9,295,380,77.6,5109,1611,134,153,87.6,131,155,84.5,27,53,50.9,0,1.2,1.1,-1.2,6,13,11,1,24
Roger Ibanez,BRA,DF,23,1998,31.1,1462,1663,87.9,27071,9588,554,607,91.3,745,798,93.4,146,213,68.5,0,0.6,0.9,-0.6,6,71,4,0,77
Rui Patrício,POR,GK,34,1988,35.0,677,887,76.3,18489,12522,130,130,100.0,310,313,99.0,235,439,53.5,0,0.0,0.0,0.0,0,7,0,0,0
Stephan El Shaarawy,ITA,"DF,MF",29,1992,16.9,665,825,80.6,10633,2974,357,403,88.6,245,298,82.2,47,77,61.0,2,1.4,1.6,0.6,27,36,21,3,66
Tammy Abraham,ENG,FW,24,1997,24.3,342,513,66.7,4964,1248,198,260,76.2,102,163,62.6,24,36,66.7,3,3.6,2.8,-0.6,33,18,17,2,54
Zeki Çelik,TUR,DF,25,1997,16.7,697,927,75.2,11222,4779,365,408,89.5,250,323,77.4,59,124,47.6,1,1.6,1.4,-0.6,16,55,24,7,67
