General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Andrea Belotti,ITA,FW,28,1993,31,1146,37,33.5,12.7,11,70,2,20,19,2,1.58,19,17,2,0.16,-0.24,21.9,10.0,11.9,0.94,0.41
Benjamin Tahirovic,BIH,MF,19,2003,11,355,32,10.4,3.9,4,68,1,7,12,17,1.27,7,5,2,0.51,0.21,6.7,4.2,2.5,0.64,-0.03
Bryan Cristante,ITA,"MF,DF",27,1995,36,2938,82,85.9,32.6,34,85,26,2,24,0,1.67,36,27,9,0.28,-0.28,45.6,24.6,20.9,0.64,-0.18
Chris Smalling,ENG,DF,32,1989,32,2808,88,82.1,31.2,31,89,30,1,63,2,1.88,45,27,18,0.58,1.46,50.9,25.0,25.9,0.83,0.91
Corentin Louakima,FRA,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Cristian Volpato,ITA,MF,18,2003,7,227,32,6.6,2.5,2,59,0,5,22,27,0.86,3,0,3,1.19,0.94,3.0,1.8,1.2,0.48,-0.19
Diego Llorente,ESP,DF,28,1993,9,573,64,16.8,6.4,5,90,5,4,31,6,1.78,12,7,5,0.79,0.56,11.9,6.4,5.5,0.87,0.25
Dimitrios Keramitsis,GRE,DF,18,2004,0,,,,,0,,0,0,,9,,,,,,,,,,,
Ebrima Darboe,GAM,MF,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
Edoardo Bove,ITA,MF,20,2002,22,992,45,29.0,11.0,10,75,4,12,20,16,1.77,12,13,-1,-0.09,-0.57,13.0,12.7,0.3,0.03,-0.9
Eldor Shomurodov,UZB,FW,27,1995,6,119,20,3.5,1.3,1,65,0,5,11,13,1.17,2,1,1,0.76,0.46,2.7,0.9,1.8,1.38,0.74
Felix Afena-Gyan,GHA,FW,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Filippo Missori,ITA,DF,18,2004,3,181,60,5.3,2.0,2,90,2,1,1,2,0.33,1,2,-1,-0.5,-0.86,2.5,2.7,-0.1,-0.07,-0.78
Filippo Tripi,ITA,MF,20,2002,0,,,,,0,,0,0,,15,,,,,,,,,,,
Gabriele Baldi,ITA,GK,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Georginio Wijnaldum,NED,MF,31,1990,14,769,55,22.5,8.5,10,74,4,4,9,2,1.71,14,9,5,0.59,0.35,14.2,8.3,6.0,0.7,0.04
Giacomo Faticanti,ITA,MF,18,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
Gianluca Mancini,ITA,DF,26,1996,35,2858,82,83.6,31.8,33,84,23,2,41,2,1.69,35,28,7,0.22,-0.58,43.9,25.3,18.6,0.58,-0.5
Jacopo Del Bello,ITA,GK,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jan Oliveras,ESP,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jordan Majchrzak,POL,FW,17,2004,1,14,14,0.4,0.2,0,,0,1,14,5,0.0,1,0,1,6.43,6.14,0.4,0.0,0.4,2.37,1.71
Leonardo Spinazzola,ITA,DF,29,1993,26,1654,64,48.4,18.4,18,81,12,8,24,4,1.73,20,21,-1,-0.05,-0.72,28.4,15.5,12.9,0.7,0.06
Lorenzo Pellegrini,ITA,MF,26,1996,32,2545,80,74.4,28.3,29,85,14,3,29,3,1.72,35,26,9,0.32,0.01,44.3,20.6,23.7,0.84,0.67
Luigi Cherubini,ITA,FW,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Marash Kumbulla,ALB,DF,22,2000,7,259,37,7.6,2.9,5,48,1,2,9,19,1.57,4,3,1,0.35,0.03,2.5,2.6,-0.1,-0.04,-0.76
Matteo Falasca,ITA,DF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Matías Viña,URU,DF,24,1997,3,55,18,1.6,0.6,1,45,0,2,5,17,2.0,1,1,0,0.0,-0.32,1.3,0.3,1.0,1.72,1.07
Mile Svilar,SRB,GK,22,1999,3,270,90,7.9,3.0,3,90,3,0,,35,1.33,3,3,0,0.0,-0.34,4.6,3.7,0.9,0.32,-0.38
Mohamed Camara,GUI,MF,25,1997,15,696,46,20.4,7.7,8,76,1,7,13,18,1.33,5,10,-5,-0.65,-1.21,8.2,6.3,1.9,0.25,-0.53
Nemanja Matić,SRB,MF,33,1988,35,1852,53,54.2,20.6,16,85,11,19,26,1,1.69,34,23,11,0.53,0.48,33.8,20.2,13.7,0.67,0.0
Niccolò Pisilli,ITA,MF,17,2004,1,1,1,0.0,0.0,0,,0,1,1,1,0.0,0,0,0,0.0,-0.32,0.1,0.0,0.1,10.05,9.39
Nicola Zalewski,POL,DF,20,2002,33,2197,67,64.2,24.4,26,78,10,7,23,3,1.61,29,24,5,0.2,-0.31,31.9,18.9,13.0,0.53,-0.38
Nicolò Zaniolo,ITA,"MF,FW",23,1999,13,890,68,26.0,9.9,12,72,4,1,23,1,1.85,7,8,-1,-0.1,-0.56,14.2,6.5,7.7,0.78,0.16
Ola Solbakken,NOR,"MF,FW",23,1998,14,502,36,14.7,5.6,7,64,0,7,8,6,1.43,7,4,3,0.54,0.26,6.9,3.9,2.9,0.52,-0.17
Paulo Dybala,ARG,"MF,FW",28,1993,25,1739,70,50.8,19.3,21,77,7,4,28,1,1.81,35,21,14,0.72,0.83,32.8,14.7,18.0,0.93,0.54
Pietro Boer,ITA,GK,20,2002,0,,,,,0,,0,0,,38,,,,,,,,,,,
Riccardo Pagano,ITA,MF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rick Karsdorp,NED,DF,27,1995,13,711,55,20.8,7.9,8,73,2,5,26,3,1.54,10,8,2,0.25,-0.08,12.3,7.3,5.0,0.63,-0.05
Roger Ibanez,BRA,DF,23,1998,33,2796,85,81.8,31.1,32,87,30,1,20,3,1.45,36,35,1,0.03,-1.55,45.1,27.0,18.1,0.58,-0.45
Rui Patrício,POR,GK,34,1988,35,3150,90,92.1,35.0,35,90,35,0,,1,1.69,47,35,12,0.34,0.34,52.8,28.4,24.4,0.7,0.38
Stephan El Shaarawy,ITA,"DF,MF",29,1992,29,1523,53,44.5,16.9,14,77,5,15,30,5,1.62,35,16,19,1.12,1.45,32.2,16.0,16.2,0.96,0.53
Tammy Abraham,ENG,FW,24,1997,38,2189,58,64.0,24.3,24,77,7,14,24,0,1.66,32,25,7,0.29,-0.08,37.7,22.9,14.8,0.61,-0.16
Zeki Çelik,TUR,DF,25,1997,24,1504,63,44.0,16.7,16,81,10,8,25,8,1.79,22,17,5,0.3,-0.03,24.3,13.7,10.6,0.63,-0.06
