General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adam Armstrong,ENG,"FW,MF",25,1997,30,1335,45,39.0,14.8,14,73,0,16,20,4,0.8,17,24,-7,-0.47,0.82,13.8,24.0,-10.2,-0.69,-0.13
Ainsley Maitland-Niles,ENG,"DF,MF",24,1997,22,1407,64,41.1,15.6,13,86,7,9,32,5,0.64,16,31,-15,-0.96,0.02,17.7,22.2,-4.5,-0.29,0.54
Alex McCarthy,ENG,GK,32,1989,6,540,90,15.8,6.0,6,90,6,0,,21,0.17,9,17,-8,-1.33,-0.43,7.2,15.0,-7.7,-1.29,-0.81
Armel Bella Kotchap,GER,DF,20,2001,24,1879,78,54.9,20.9,24,78,18,0,,2,0.71,18,39,-21,-1.01,-0.07,20.1,35.2,-15.1,-0.73,-0.26
Carlos Alcaraz,ARG,"MF,FW",19,2002,18,1029,57,30.1,11.4,13,70,2,5,24,2,0.72,15,25,-10,-0.87,0.14,12.3,22.7,-10.4,-0.91,-0.43
Che Adams,SCO,FW,26,1996,28,1992,71,58.2,22.1,23,82,13,5,22,1,0.71,18,41,-23,-1.04,-0.16,24.1,33.1,-9.0,-0.41,0.48
Dominic Ballard,ENG,"FW,MF",17,2005,2,26,13,0.8,0.3,0,,0,2,13,0,0.5,0,0,0,0.0,0.98,0.1,1.2,-1.0,-3.63,-3.04
Duje Ćaleta-Car,CRO,DF,25,1996,13,946,73,27.7,10.5,9,86,7,4,44,13,0.69,8,15,-7,-0.67,0.43,9.2,14.7,-5.6,-0.53,0.11
Gavin Bazunu,IRL,GK,20,2002,32,2880,90,84.2,32.0,32,90,32,0,,6,0.75,27,56,-29,-0.91,0.43,30.5,45.9,-15.4,-0.48,0.81
Ibrahima Diallo,FRA,MF,23,1999,18,819,46,23.9,9.1,11,67,4,7,12,12,0.83,5,19,-14,-1.54,-0.74,6.2,14.1,-7.9,-0.87,-0.34
Jack Stephens,ENG,DF,28,1994,2,46,23,1.3,0.5,0,,0,2,23,0,0.5,0,2,-2,-3.91,-2.98,0.3,0.6,-0.4,-0.7,-0.09
James Bree,ENG,DF,24,1997,5,367,73,10.7,4.1,4,84,2,1,32,1,0.2,6,12,-6,-1.47,-0.56,4.0,9.3,-5.2,-1.28,-0.75
James Ward-Prowse,ENG,MF,27,1994,38,3371,89,98.6,37.5,38,89,36,0,,0,0.66,36,72,-36,-0.96,0.88,37.5,59.6,-22.1,-0.59,1.16
Jan Bednarek,POL,DF,26,1996,20,1672,84,48.9,18.6,20,84,17,0,,3,0.55,16,39,-23,-1.24,-0.52,16.9,34.9,-18.0,-0.97,-0.7
Jimmy Morgan,ENG,FW,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Joe Aribo,NGA,"MF,FW",26,1996,21,1224,58,35.8,13.6,13,77,3,8,28,8,0.57,13,24,-11,-0.81,0.26,13.5,16.6,-3.1,-0.23,0.59
Juan Larios,ESP,DF,18,2004,5,152,30,4.4,1.7,2,46,0,3,20,4,0.6,1,2,-1,-0.59,0.4,1.4,2.5,-1.1,-0.66,-0.05
Kamaldeen Sulemana,GHA,"FW,MF",20,2002,18,966,54,28.2,10.7,10,76,2,8,26,0,0.56,11,20,-9,-0.84,0.19,12.2,18.1,-5.9,-0.55,0.08
Kami Doyle,ENG,MF,16,2005,1,7,7,0.2,0.1,0,,0,1,7,1,0.0,0,0,0,0.0,0.98,0.0,0.3,-0.3,-4.14,-3.54
Kyle Walker-Peters,ENG,DF,25,1997,31,2650,85,77.5,29.4,30,88,26,1,20,1,0.68,31,58,-27,-0.92,0.25,29.7,50.3,-20.6,-0.7,-0.41
Lewis Payne,ENG,"DF,MF",18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Lyanco,BRA,DF,25,1997,21,1180,56,34.5,13.1,11,88,9,10,22,8,0.86,14,26,-12,-0.92,0.09,14.8,23.1,-8.3,-0.63,-0.03
Mislav Oršić,CRO,MF,29,1992,1,7,7,0.2,0.1,0,,0,1,7,3,0.0,0,0,0,0.0,0.98,0.2,0.0,0.2,2.22,2.84
Mohamed Elyounoussi,NOR,"MF,FW",27,1994,33,2168,66,63.4,24.1,27,75,9,6,23,4,0.73,22,45,-23,-0.95,0.05,22.3,35.7,-13.4,-0.56,0.14
Mohammed Salisu,GHA,DF,23,1999,22,1973,90,57.7,21.9,21,90,20,1,84,4,0.73,20,41,-21,-0.96,0.04,21.6,28.0,-6.4,-0.29,0.75
Moussa Djenepo,MLI,"DF,FW",24,1998,16,710,44,20.8,7.9,7,77,2,9,19,10,0.63,7,14,-7,-0.89,0.11,6.9,11.0,-4.1,-0.52,0.11
Nathan Redmond,ENG,DF,28,1994,1,1,1,0.0,0.0,0,,0,1,1,0,0.0,0,0,0,0.0,0.97,0.0,0.0,0.0,-1.89,-1.29
Oriol Romeu,ESP,MF,30,1991,1,74,74,2.2,0.8,1,74,0,0,,3,0.0,1,4,-3,-3.65,-2.73,0.3,1.4,-1.1,-1.31,-0.72
Paul Onuachu,NGA,FW,28,1994,11,407,37,11.9,4.5,4,64,0,7,22,4,0.45,3,7,-4,-0.88,0.1,4.3,6.1,-1.8,-0.4,0.24
Romain Perraud,FRA,DF,24,1997,29,1835,63,53.7,20.4,22,78,12,7,16,2,0.59,15,35,-20,-0.98,-0.02,19.3,30.0,-10.7,-0.53,0.18
Roméo Lavia,BEL,MF,18,2004,29,2221,77,64.9,24.7,26,82,14,3,30,0,0.69,28,50,-22,-0.89,0.23,25.8,40.9,-15.1,-0.61,-0.02
Ryan Finnigan,ENG,MF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Samuel Amo-Ameyaw,ENG,MF,16,2006,1,4,4,0.1,0.0,0,,0,1,4,0,1.0,0,0,0,0.0,0.97,0.1,0.7,-0.6,-13.93,-13.34
Samuel Edozie,ENG,"FW,MF",19,2003,17,567,33,16.6,6.3,5,69,0,12,19,2,0.29,5,9,-4,-0.63,0.41,8.1,7.1,0.9,0.15,0.9
Sekou Mara,FRA,"FW,MF",20,2002,22,555,25,16.2,6.2,4,58,0,18,18,11,0.73,6,10,-4,-0.65,0.39,4.9,9.4,-4.5,-0.73,-0.15
Stuart Armstrong,SCO,"MF,FW",30,1992,32,1408,44,41.2,15.6,14,70,0,18,24,3,0.56,12,34,-22,-1.41,-0.74,16.3,28.9,-12.6,-0.81,-0.34
Theo Walcott,ENG,"FW,MF",33,1989,20,1129,56,33.0,12.5,13,72,2,7,28,9,0.55,15,30,-15,-1.2,-0.33,13.7,24.4,-10.7,-0.85,-0.37
Valentino Livramento,ENG,"DF,FW",19,2002,2,28,14,0.8,0.3,0,,0,2,14,0,0.5,0,0,0,0.0,0.98,0.1,1.6,-1.5,-4.77,-4.19
Willy Caballero,ARG,GK,40,1981,0,,,,,0,,0,0,,11,,,,,,,,,,,
Yan Valery,TUN,DF,23,1999,1,45,45,1.3,0.5,1,45,0,0,,4,0.0,1,2,-1,-2.0,-1.04,0.2,1.0,-0.8,-1.52,-0.93
