General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Jack Stephens,ENG,DF,28,1994,0.5,33,4,8,17,8,0,33,0,0,,0,,16,135,86,3,2,0,0,1,25,0
James Bree,ENG,DF,24,1997,4.1,213,18,71,67,75,2,213,3,2,66.7,1,33.3,93,352,131,4,4,0,3,2,111,12
James Ward-Prowse,ENG,MF,27,1994,37.5,2484,97,447,1380,667,28,2480,20,7,35.0,12,60.0,1172,4364,2014,19,27,1,26,22,1462,58
Jan Bednarek,POL,DF,26,1996,18.6,1127,205,635,460,37,14,1127,2,1,50.0,1,50.0,579,2671,1580,8,1,0,2,1,605,2
Joe Aribo,NGA,"MF,FW",26,1996,13.6,566,14,87,269,222,46,566,39,17,43.6,21,53.8,294,1294,615,19,10,7,35,22,354,64
Juan Larios,ESP,DF,18,2004,1.7,106,10,32,55,20,2,106,4,3,75.0,1,25.0,38,338,201,10,2,1,3,2,47,1
Kamaldeen Sulemana,GHA,"FW,MF",20,2002,10.7,430,7,47,175,221,44,430,68,36,52.9,31,45.6,277,2315,973,32,27,18,35,17,294,80
Kami Doyle,ENG,MF,16,2005,0.1,6,0,2,3,1,0,6,1,0,0.0,1,100.0,4,12,1,0,0,0,0,1,7,0
Kyle Walker-Peters,ENG,DF,25,1997,29.4,1692,90,469,731,520,50,1692,104,50,48.1,39,37.5,877,5862,3236,102,76,19,39,43,917,114
Lyanco,BRA,DF,25,1997,13.1,720,123,368,297,64,12,720,11,8,72.7,2,18.2,368,1892,1034,13,8,1,11,4,353,4
Mislav Oršić,CRO,MF,29,1992,0.1,4,0,2,0,2,0,4,0,0,,0,,2,10,7,0,0,0,0,0,1,0
Mohamed Elyounoussi,NOR,"MF,FW",27,1994,24.1,952,60,204,399,362,54,952,48,25,52.1,20,41.7,484,3141,1463,56,41,12,38,38,533,98
Mohammed Salisu,GHA,DF,23,1999,21.9,1504,220,756,634,124,25,1504,11,8,72.7,3,27.3,724,3383,1556,5,10,0,5,9,757,4
Moussa Djenepo,MLI,"DF,FW",24,1998,7.9,358,16,103,158,102,16,358,42,19,45.2,17,40.5,197,1423,726,27,11,6,15,7,182,39
Nathan Redmond,ENG,DF,28,1994,0.0,1,0,0,0,1,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,1
Oriol Romeu,ESP,MF,30,1991,0.8,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0
Paul Onuachu,NGA,FW,28,1994,4.5,153,5,17,66,73,25,153,14,9,64.3,4,28.6,72,274,78,1,1,0,22,9,115,22
Romain Perraud,FRA,DF,24,1997,20.4,1153,54,360,406,395,39,1153,38,10,26.3,25,65.8,609,2999,1388,33,35,5,27,14,626,122
Roméo Lavia,BEL,MF,18,2004,24.7,1288,58,298,828,177,1,1288,50,28,56.0,13,26.0,804,4275,1903,22,21,0,24,31,794,14
Samuel Amo-Ameyaw,ENG,MF,16,2006,0.0,8,0,1,5,3,0,8,4,3,75.0,1,25.0,4,70,64,2,0,0,0,0,5,0
Samuel Edozie,ENG,"FW,MF",19,2003,6.3,278,4,48,86,148,32,278,37,12,32.4,16,43.2,183,1551,741,26,21,13,24,12,188,39
Sekou Mara,FRA,"FW,MF",20,2002,6.2,221,5,27,99,103,26,221,29,13,44.8,16,55.2,129,727,288,7,9,2,28,18,151,27
Stuart Armstrong,SCO,"MF,FW",30,1992,15.6,864,21,133,403,341,37,864,52,22,42.3,21,40.4,539,3859,1910,61,45,10,28,28,596,88
Theo Walcott,ENG,"FW,MF",33,1989,12.5,384,13,75,151,169,44,384,24,12,50.0,10,41.7,224,1384,749,21,12,10,24,12,256,62
Valentino Livramento,ENG,"DF,FW",19,2002,0.3,37,5,19,16,3,0,37,3,2,66.7,0,0.0,10,48,17,0,0,0,1,0,16,0
Yan Valery,TUN,DF,23,1999,0.5,28,3,7,18,3,0,28,0,0,,0,,17,91,18,0,1,0,1,3,20,0
