General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Abdelhamid Sabiri,MAR,"MF,FW",25,1996,11.9,461,390,69,33,3,8,54,3,32,9,19,0,310,2,11
Alessandro Zanoli,ITA,DF,21,2000,17.1,700,594,105,12,0,2,33,93,0,0,0,0,535,1,23
Alex Ferrari,ITA,DF,28,1994,9.6,456,433,23,21,0,3,4,2,0,0,0,0,384,0,8
Andrea Conti,ITA,DF,28,1994,0.3,11,7,4,0,0,0,0,4,0,0,0,0,6,0,0
Bartosz Bereszyński,POL,DF,30,1992,13.3,644,480,161,28,0,1,31,133,0,0,0,0,471,3,19
Bram Nuytinck,NED,DF,32,1990,16.6,659,628,26,24,0,1,0,2,0,0,0,0,559,5,3
Bruno Amione,ARG,DF,20,2002,23.2,1032,948,81,33,0,0,5,48,0,0,0,0,821,3,23
Daniele Montevago,ITA,FW,19,2003,2.6,40,37,1,0,0,0,1,0,0,0,0,0,23,2,0
Emil Audero,ITA,GK,25,1997,25.0,919,628,286,86,0,0,0,0,0,0,0,0,617,5,2
Emirhan İlkhan,TUR,MF,18,2004,1.3,63,59,4,2,0,1,4,0,2,0,2,0,53,0,2
Fabio Depaoli,ITA,"DF,MF",25,1997,1.5,95,75,20,1,1,0,8,19,0,0,0,0,74,0,1
Fabio Quagliarella,ITA,FW,39,1983,8.9,245,223,20,1,2,5,14,2,0,0,0,0,159,2,11
Filip Đuričić,SRB,"MF,FW",30,1992,24.1,758,703,53,17,3,3,41,8,22,5,13,0,586,2,36
Flavio Paoletti,ITA,MF,19,2003,3.2,168,157,10,7,0,3,1,3,0,0,0,0,138,1,8
Francesco Caputo,ITA,FW,34,1987,12.2,237,208,28,0,0,0,3,2,0,0,0,0,168,1,9
Gerard Yepes,ESP,MF,19,2002,2.2,105,99,6,6,0,0,0,0,0,0,0,0,77,0,0
Gonzalo Villar,ESP,MF,24,1998,7.7,381,345,35,31,0,0,7,0,3,1,2,0,317,1,1
Harry Winks,ENG,MF,26,1996,19.1,961,885,75,44,1,13,46,1,21,7,8,0,792,1,16
Ignacio Pussetto,ARG,"MF,DF",26,1995,1.7,56,55,1,1,0,1,5,0,0,0,0,0,34,0,4
Jeison Murillo,COL,DF,30,1992,11.7,557,501,53,29,1,7,1,24,0,0,0,0,456,3,7
Jesé,ESP,FW,29,1993,2.3,65,56,9,0,0,1,0,2,0,0,0,0,47,0,4
Koray Günter,GER,DF,27,1994,8.6,420,386,34,14,1,3,1,20,0,0,0,0,344,0,3
Lorenzo Malagrida,ITA,"MF,DF",18,2003,1.2,42,41,0,0,0,0,2,0,0,0,0,0,31,1,1
Manolo Gabbiadini,ITA,"FW,MF",30,1991,26.2,625,590,32,4,9,2,25,5,12,2,8,0,428,3,23
Manuel De Luca,ITA,"FW,MF",24,1998,0.5,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
Marios Oikonomou,GRE,DF,29,1992,2.4,85,79,6,3,0,1,0,3,0,0,0,0,63,0,0
Martin Turk,SVN,GK,18,2003,4.0,142,89,53,10,0,0,0,0,0,0,0,0,89,0,0
Mehdi Léris,ALG,"MF,DF",24,1998,27.3,932,879,47,5,4,6,57,41,0,0,0,0,618,6,41
Mickaël Cuisance,FRA,MF,22,1999,6.9,223,201,22,10,3,5,20,3,7,4,3,0,176,0,6
Mihailo Ivanović,SRB,FW,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicola Murru,ITA,DF,27,1994,8.7,331,296,34,4,0,0,9,30,0,0,0,0,254,1,4
Nicola Ravaglia,ITA,GK,33,1988,9.0,325,194,131,32,0,0,0,0,0,0,0,0,213,0,0
Omar Colley,GAM,DF,29,1992,15.4,714,681,32,22,0,4,0,3,0,0,0,0,615,1,1
Ronaldo Vieira,ENG,MF,24,1998,9.1,440,418,20,17,0,1,1,3,0,0,0,0,384,2,6
Sam Lammers,NED,FW,25,1997,12.2,254,244,9,0,1,0,2,2,0,0,0,0,172,1,9
Samuel Ntanda,BEL,MF,17,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Telasco Segovia,VEN,MF,19,2003,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Tommaso Augello,ITA,DF,27,1994,34.0,1774,1408,365,49,0,5,170,295,21,6,15,0,1283,1,71
Tomás Rincón,VEN,MF,34,1988,28.4,1245,1186,56,36,2,29,21,5,1,0,1,0,1018,3,12
Valerio Verre,ITA,MF,28,1994,7.5,398,361,33,16,3,2,33,4,9,2,6,0,282,4,15
