General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Abdelhamid Sabiri,MAR,"MF,FW",25,1996,11.9,18,7,5,9,4,4,13,30.8,9,18,4,14,2,20,5,0
Alessandro Zanoli,ITA,DF,21,2000,17.1,22,14,14,6,2,8,17,47.1,9,19,15,4,12,34,39,0
Alex Ferrari,ITA,DF,28,1994,9.6,9,5,7,2,0,4,8,50.0,4,21,10,11,19,28,25,0
Andrea Conti,ITA,DF,28,1994,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bartosz Bereszyński,POL,DF,30,1992,13.3,28,18,15,11,2,17,26,65.4,9,18,4,14,21,49,25,0
Bram Nuytinck,NED,DF,32,1990,16.6,54,38,33,21,0,23,34,67.6,11,36,21,15,23,77,84,0
Bruno Amione,ARG,DF,20,2002,23.2,50,33,36,14,0,19,43,44.2,24,26,11,15,25,75,62,1
Daniele Montevago,ITA,FW,19,2003,2.6,1,0,0,0,1,0,1,0.0,1,2,1,1,0,1,1,0
Emil Audero,ITA,GK,25,1997,25.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,1
Emirhan İlkhan,TUR,MF,18,2004,1.3,6,3,2,2,2,2,3,66.7,1,5,1,4,0,6,3,0
Fabio Depaoli,ITA,"DF,MF",25,1997,1.5,5,3,2,3,0,3,4,75.0,1,1,0,1,1,6,4,0
Fabio Quagliarella,ITA,FW,39,1983,8.9,2,1,1,1,0,1,7,14.3,6,5,1,4,0,2,9,0
Filip Đuričić,SRB,"MF,FW",30,1992,24.1,43,22,18,20,5,14,32,43.8,18,19,6,13,7,50,8,0
Flavio Paoletti,ITA,MF,19,2003,3.2,2,2,0,2,0,1,5,20.0,4,1,0,1,5,7,9,0
Francesco Caputo,ITA,FW,34,1987,12.2,3,1,0,0,3,0,3,0.0,3,0,0,0,1,4,3,0
Gerard Yepes,ESP,MF,19,2002,2.2,5,3,2,3,0,1,3,33.3,2,3,0,3,4,9,3,0
Gonzalo Villar,ESP,MF,24,1998,7.7,13,7,4,8,1,7,15,46.7,8,11,3,8,4,17,9,1
Harry Winks,ENG,MF,26,1996,19.1,27,12,7,18,2,14,43,32.6,29,14,8,6,24,51,24,0
Ignacio Pussetto,ARG,"MF,DF",26,1995,1.7,6,3,2,3,1,3,4,75.0,1,4,0,4,0,6,3,0
Jeison Murillo,COL,DF,30,1992,11.7,22,11,16,6,0,17,26,65.4,9,22,14,8,8,30,39,0
Jesé,ESP,FW,29,1993,2.3,2,0,0,2,0,0,1,0.0,1,3,1,2,1,3,2,0
Koray Günter,GER,DF,27,1994,8.6,10,8,6,4,0,6,9,66.7,3,10,5,5,11,21,46,0
Lorenzo Malagrida,ITA,"MF,DF",18,2003,1.2,1,0,0,0,1,1,3,33.3,2,1,0,1,0,1,1,0
Manolo Gabbiadini,ITA,"FW,MF",30,1991,26.2,23,15,8,9,6,9,23,39.1,14,16,2,14,6,29,25,0
Manuel De Luca,ITA,"FW,MF",24,1998,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marios Oikonomou,GRE,DF,29,1992,2.4,3,2,3,0,0,1,3,33.3,2,5,4,1,4,7,13,0
Martin Turk,SVN,GK,18,2003,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Mehdi Léris,ALG,"MF,DF",24,1998,27.3,63,46,30,24,9,23,55,41.8,32,38,6,32,27,90,34,0
Mickaël Cuisance,FRA,MF,22,1999,6.9,13,10,7,5,1,5,23,21.7,18,10,0,10,5,18,4,0
Mihailo Ivanović,SRB,FW,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nicola Murru,ITA,DF,27,1994,8.7,24,14,15,8,1,7,13,53.8,6,17,7,10,10,34,21,0
Nicola Ravaglia,ITA,GK,33,1988,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0
Omar Colley,GAM,DF,29,1992,15.4,17,10,10,7,0,9,12,75.0,3,9,5,4,22,39,69,1
Ronaldo Vieira,ENG,MF,24,1998,9.1,18,10,4,12,2,10,13,76.9,3,15,5,10,13,31,10,2
Sam Lammers,NED,FW,25,1997,12.2,12,5,2,7,3,6,15,40.0,9,10,3,7,6,18,11,0
Samuel Ntanda,BEL,MF,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Telasco Segovia,VEN,MF,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tommaso Augello,ITA,DF,27,1994,34.0,17,14,13,2,2,9,20,45.0,11,23,7,16,17,34,61,1
Tomás Rincón,VEN,MF,34,1988,28.4,56,27,22,26,8,29,61,47.5,32,37,7,30,30,86,18,0
Valerio Verre,ITA,MF,28,1994,7.5,14,7,6,5,3,8,17,47.1,9,9,1,8,9,23,3,0
