General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Abdelhamid Sabiri,MAR,"MF,FW",25,1996,11.9,310,461,67.2,5531,1574,141,180,78.3,118,162,72.8,39,85,45.9,0,1.4,1.2,-1.4,14,44,12,0,49
Alessandro Zanoli,ITA,DF,21,2000,17.1,535,700,76.4,8772,2740,265,295,89.8,219,279,78.5,39,80,48.8,3,1.2,0.9,1.8,14,19,13,7,36
Alex Ferrari,ITA,DF,28,1994,9.6,384,456,84.2,7605,2387,114,126,90.5,220,242,90.9,41,67,61.2,0,0.4,0.6,-0.4,3,17,1,0,25
Andrea Conti,ITA,DF,28,1994,0.3,6,11,54.5,76,25,5,7,71.4,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Bartosz Bereszyński,POL,DF,30,1992,13.3,471,644,73.1,6989,3219,286,316,90.5,143,210,68.1,28,73,38.4,0,0.1,0.3,-0.1,3,32,10,3,44
Bram Nuytinck,NED,DF,32,1990,16.6,559,659,84.8,11417,3707,138,163,84.7,359,387,92.8,59,95,62.1,1,0.3,0.4,0.7,3,16,0,0,23
Bruno Amione,ARG,DF,20,2002,23.2,821,1032,79.6,14337,5874,337,386,87.3,413,479,86.2,59,117,50.4,1,0.6,0.8,0.4,3,38,3,1,54
Daniele Montevago,ITA,FW,19,2003,2.6,23,40,57.5,228,22,14,20,70.0,4,8,50.0,0,3,0.0,0,0.2,0.3,-0.2,4,1,0,0,0
Emil Audero,ITA,GK,25,1997,25.0,617,919,67.1,19319,14234,91,91,100.0,246,248,99.2,279,572,48.8,0,0.0,0.1,0.0,0,16,0,0,0
Emirhan İlkhan,TUR,MF,18,2004,1.3,53,63,84.1,885,283,30,35,85.7,15,15,100.0,6,8,75.0,0,0.1,0.1,-0.1,1,7,1,0,5
Fabio Depaoli,ITA,"DF,MF",25,1997,1.5,74,95,77.9,1373,584,31,36,86.1,31,36,86.1,11,21,52.4,0,0.4,0.3,-0.4,4,6,4,4,10
Fabio Quagliarella,ITA,FW,39,1983,8.9,159,245,64.9,2528,609,78,100,78.0,49,72,68.1,18,37,48.6,1,0.7,0.7,0.3,7,15,7,1,25
Filip Đuričić,SRB,"MF,FW",30,1992,24.1,586,758,77.3,9599,2169,302,347,87.0,211,254,83.1,52,86,60.5,0,1.9,1.6,-1.9,34,50,18,4,77
Flavio Paoletti,ITA,MF,19,2003,3.2,138,168,82.1,2534,583,58,66,87.9,64,71,90.1,14,19,73.7,0,0.0,0.1,0.0,1,7,0,0,8
Francesco Caputo,ITA,FW,34,1987,12.2,168,237,70.9,2130,315,96,130,73.8,43,60,71.7,8,10,80.0,0,0.5,0.6,-0.5,9,11,4,0,11
Gerard Yepes,ESP,MF,19,2002,2.2,77,105,73.3,1205,271,43,55,78.2,28,34,82.4,5,10,50.0,0,0.0,0.0,0.0,1,5,0,0,7
Gonzalo Villar,ESP,MF,24,1998,7.7,317,381,83.2,5395,1357,136,162,84.0,145,165,87.9,27,41,65.9,0,0.0,0.2,0.0,0,25,1,0,26
Harry Winks,ENG,MF,26,1996,19.1,792,961,82.4,14868,5159,319,360,88.6,352,400,88.0,104,162,64.2,0,1.3,1.5,-1.3,15,80,10,3,117
Ignacio Pussetto,ARG,"MF,DF",26,1995,1.7,34,56,60.7,404,91,25,32,78.1,7,12,58.3,0,4,0.0,0,0.2,0.1,-0.2,2,2,0,0,1
Jeison Murillo,COL,DF,30,1992,11.7,456,557,81.9,9153,3324,145,159,91.2,254,286,88.8,55,97,56.7,0,0.0,0.1,0.0,2,30,1,0,35
Jesé,ESP,FW,29,1993,2.3,47,65,72.3,706,87,26,30,86.7,16,21,76.2,3,4,75.0,1,0.5,0.4,0.5,2,0,0,0,1
