General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Koray Günter,GER,DF,27,1994,8.6,344,420,81.9,6493,2308,138,157,87.9,172,198,86.9,32,55,58.2,0,0.2,0.3,-0.2,2,21,2,1,21
Lorenzo Malagrida,ITA,"MF,DF",18,2003,1.2,31,42,73.8,381,99,22,26,84.6,8,10,80.0,0,2,0.0,0,0.1,0.1,-0.1,2,1,3,1,4
Manolo Gabbiadini,ITA,"FW,MF",30,1991,26.2,428,625,68.5,5770,1470,263,332,79.2,116,167,69.5,19,45,42.2,2,4.5,4.1,-2.5,27,33,28,2,55
Manuel De Luca,ITA,"FW,MF",24,1998,0.5,5,8,62.5,66,1,3,5,60.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Marios Oikonomou,GRE,DF,29,1992,2.4,63,85,74.1,1271,547,24,28,85.7,32,38,84.2,7,19,36.8,0,0.0,0.0,0.0,0,1,0,0,2
Martin Turk,SVN,GK,18,2003,4.0,89,142,62.7,3103,2663,10,10,100.0,33,35,94.3,44,95,46.3,0,0.0,0.0,0.0,0,1,0,0,0
Mehdi Léris,ALG,"MF,DF",24,1998,27.3,618,932,66.3,8836,2937,373,446,83.6,177,290,61.0,37,89,41.6,1,1.8,1.7,-0.8,20,48,19,5,62
Mickaël Cuisance,FRA,MF,22,1999,6.9,176,223,78.9,3034,819,81,87,93.1,69,82,84.1,20,40,50.0,0,0.7,0.6,-0.7,6,13,8,0,23
Mihailo Ivanović,SRB,FW,17,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Nicola Murru,ITA,DF,27,1994,8.7,254,331,76.7,4454,2064,114,126,90.5,112,137,81.8,23,53,43.4,0,0.1,0.3,-0.1,2,21,4,3,27
Nicola Ravaglia,ITA,GK,33,1988,9.0,213,325,65.5,5681,4153,58,58,100.0,85,87,97.7,70,180,38.9,0,0.0,0.0,0.0,0,6,0,0,0
Omar Colley,GAM,DF,29,1992,15.4,615,714,86.1,12155,4062,165,186,88.7,380,412,92.2,58,96,60.4,0,0.0,0.1,0.0,0,38,1,0,33
Ronaldo Vieira,ENG,MF,24,1998,9.1,384,440,87.3,7101,1804,136,152,89.5,195,213,91.5,44,51,86.3,0,0.0,0.2,0.0,0,39,2,0,39
Sam Lammers,NED,FW,25,1997,12.2,172,254,67.7,2243,537,116,153,75.8,45,69,65.2,4,4,100.0,1,1.2,0.7,-0.2,14,13,8,1,19
Samuel Ntanda,BEL,MF,17,2005,0.0,1,1,100.0,5,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Telasco Segovia,VEN,MF,19,2003,0.0,3,3,100.0,38,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Tommaso Augello,ITA,DF,27,1994,34.0,1283,1774,72.3,21887,9530,613,701,87.4,531,716,74.2,114,236,48.3,5,3.9,3.8,1.1,43,84,45,28,119
Tomás Rincón,VEN,MF,34,1988,28.4,1018,1245,81.8,18851,5530,434,496,87.5,432,501,86.2,129,200,64.5,2,1.2,1.9,0.8,21,116,22,6,122
Valerio Verre,ITA,MF,28,1994,7.5,282,398,70.9,5116,1682,136,161,84.5,99,135,73.3,41,74,55.4,0,1.1,0.9,-1.1,13,30,14,4,45
