General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdelhamid Sabiri,MAR,"MF,FW",25,1996,18,1069,59,31.3,11.9,12,75,6,6,28,4,0.5,6,20,-14,-1.18,0.08,10.8,18.0,-7.2,-0.61,0.35
Alessandro Zanoli,ITA,DF,21,2000,22,1540,70,45.0,17.1,16,86,12,6,28,0,0.45,13,34,-21,-1.23,0.02,16.2,34.9,-18.7,-1.09,-0.44
Alex Ferrari,ITA,DF,28,1994,12,868,72,25.4,9.6,10,83,7,2,20,3,0.17,4,18,-14,-1.45,-0.29,8.0,14.4,-6.3,-0.66,0.25
Andrea Conti,ITA,DF,28,1994,1,23,23,0.7,0.3,0,,0,1,23,7,0.0,0,1,-1,-3.91,-2.69,0.0,0.2,-0.2,-0.71,0.14
Arttu Lötjönen,FIN,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Bartosz Bereszyński,POL,DF,30,1992,15,1198,80,35.0,13.3,15,80,10,0,,1,0.6,8,20,-12,-0.9,0.52,9.2,18.8,-9.6,-0.72,0.2
Bram Nuytinck,NED,DF,32,1990,19,1498,79,43.8,16.6,19,79,12,0,,0,0.63,14,31,-17,-1.02,0.38,17.6,30.6,-13.0,-0.78,0.12
Bruno Amione,ARG,DF,20,2002,26,2086,80,61.0,23.2,25,83,17,1,22,6,0.62,17,41,-24,-1.04,0.52,21.7,39.8,-18.0,-0.78,0.18
Daniele Montevago,ITA,FW,19,2003,6,231,39,6.8,2.6,3,63,1,3,14,3,0.5,0,4,-4,-1.56,-0.34,1.7,2.1,-0.5,-0.19,0.7
Elia Tantalocchi,ITA,GK,18,2004,0,,,,,0,,0,0,,13,,,,,,,,,,,
Emil Audero,ITA,GK,25,1997,25,2250,90,65.8,25.0,25,90,25,0,,0,0.48,11,39,-28,-1.12,0.34,21.4,37.7,-16.3,-0.65,0.57
Emirhan İlkhan,TUR,MF,18,2004,8,113,14,3.3,1.3,0,,0,8,14,8,0.63,2,3,-1,-0.8,0.46,2.0,3.8,-1.8,-1.47,-0.64
Fabio Depaoli,ITA,"DF,MF",25,1997,3,136,45,4.0,1.5,1,90,1,2,23,1,0.33,0,5,-5,-3.31,-2.16,2.6,2.5,0.1,0.08,0.96
Fabio Quagliarella,ITA,FW,39,1983,23,800,35,23.4,8.9,7,73,0,16,18,10,0.39,6,21,-15,-1.69,-0.59,8.7,18.8,-10.0,-1.12,-0.36
Federico Zorzi,ITA,GK,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Filip Đuričić,SRB,"MF,FW",30,1992,32,2171,68,63.5,24.1,27,74,6,5,33,1,0.44,16,47,-31,-1.29,-0.13,21.4,39.3,-17.9,-0.74,0.28
Flavio Paoletti,ITA,MF,19,2003,12,284,24,8.3,3.2,1,86,0,11,18,11,0.25,1,7,-6,-1.9,-0.72,2.4,8.7,-6.4,-2.0,-1.26
Francesco Caputo,ITA,FW,34,1987,15,1094,73,32.0,12.2,13,78,6,2,40,0,0.4,6,20,-14,-1.15,0.13,9.0,17.4,-8.4,-0.69,0.23
Gerard Yepes,ESP,MF,19,2002,5,198,40,5.8,2.2,2,56,0,3,29,24,0.6,1,5,-4,-1.82,-0.62,2.2,1.7,0.6,0.27,1.18
Gonzalo Villar,ESP,MF,24,1998,15,696,46,20.4,7.7,8,64,1,7,26,2,0.4,5,14,-9,-1.16,0.09,6.5,12.1,-5.6,-0.73,0.15
Harry Winks,ENG,MF,26,1996,20,1716,86,50.2,19.1,19,89,15,1,29,1,0.5,16,36,-20,-1.05,0.38,19.3,35.8,-16.5,-0.87,-0.04
Ignacio Pussetto,ARG,"MF,DF",26,1995,5,152,30,4.4,1.7,1,53,0,4,25,3,0.6,0,2,-2,-1.18,0.06,0.7,3.5,-2.8,-1.64,-0.83
Jeison Murillo,COL,DF,30,1992,20,1057,53,30.9,11.7,12,74,5,8,22,12,0.6,7,23,-16,-1.36,-0.18,8.1,19.2,-11.0,-0.94,-0.13
Jesé,ESP,FW,29,1993,11,210,19,6.1,2.3,1,60,0,10,15,5,0.55,2,8,-6,-2.57,-1.42,2.0,4.9,-2.9,-1.25,-0.43
Koray Günter,GER,DF,27,1994,10,776,78,22.7,8.6,8,84,7,2,51,1,0.6,8,20,-12,-1.39,-0.2,7.5,16.8,-9.4,-1.09,-0.31
Lorenzo Malagrida,ITA,"MF,DF",18,2003,6,109,18,3.2,1.2,0,,0,6,18,18,0.17,0,5,-5,-4.13,-2.99,0.7,4.2,-3.5,-2.88,-2.1
Lorenzo Villa,ITA,DF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Manolo Gabbiadini,ITA,"FW,MF",30,1991,35,2354,67,68.8,26.2,27,79,11,8,29,2,0.49,19,49,-30,-1.15,0.29,26.1,47.2,-21.1,-0.81,0.13
Manuel De Luca,ITA,"FW,MF",24,1998,2,44,22,1.3,0.5,0,,0,2,22,7,0.5,0,1,-1,-2.05,-0.82,0.6,0.8,-0.2,-0.37,0.48
