General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Abdelhamid Sabiri,MAR,"MF,FW",25,1996,11.9,2,31,9,29.0,2.61,0.76,0.03,0.11,25.5,8,1,2,3.0,1.4,0.04,-1.0,-0.4
Alessandro Zanoli,ITA,DF,21,2000,17.1,2,15,7,46.7,0.88,0.41,0.13,0.29,13.8,0,0,0,2.6,2.6,0.17,-0.6,-0.6
Alex Ferrari,ITA,DF,28,1994,9.6,0,5,0,0.0,0.52,0.0,0.0,,20.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Andrea Conti,ITA,DF,28,1994,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Bartosz Bereszyński,POL,DF,30,1992,13.3,0,3,0,0.0,0.23,0.0,0.0,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Bram Nuytinck,NED,DF,32,1990,16.6,0,4,0,0.0,0.24,0.0,0.0,,10.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Bruno Amione,ARG,DF,20,2002,23.2,1,12,2,16.7,0.52,0.09,0.08,0.5,11.5,0,0,0,0.9,0.9,0.07,0.1,0.1
Daniele Montevago,ITA,FW,19,2003,2.6,0,7,1,14.3,2.73,0.39,0.0,0.0,13.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Emil Audero,ITA,GK,25,1997,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Emirhan İlkhan,TUR,MF,18,2004,1.3,0,1,0,0.0,0.8,0.0,0.0,,27.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Fabio Depaoli,ITA,"DF,MF",25,1997,1.5,0,2,0,0.0,1.32,0.0,0.0,,13.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Fabio Quagliarella,ITA,FW,39,1983,8.9,1,36,6,16.7,4.05,0.68,0.03,0.17,16.5,0,0,0,2.8,2.8,0.08,-1.8,-1.8
Filip Đuričić,SRB,"MF,FW",30,1992,24.1,3,26,12,46.2,1.08,0.5,0.12,0.25,18.3,1,0,0,2.7,2.7,0.1,0.3,0.3
Flavio Paoletti,ITA,MF,19,2003,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Francesco Caputo,ITA,FW,34,1987,12.2,1,19,5,26.3,1.56,0.41,0.05,0.2,14.8,0,0,0,1.9,1.9,0.1,-0.9,-0.9
Gerard Yepes,ESP,MF,19,2002,2.2,0,1,0,0.0,0.45,0.0,0.0,,18.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Gonzalo Villar,ESP,MF,24,1998,7.7,0,1,0,0.0,0.13,0.0,0.0,,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Harry Winks,ENG,MF,26,1996,19.1,0,14,0,0.0,0.73,0.0,0.0,,24.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Ignacio Pussetto,ARG,"MF,DF",26,1995,1.7,0,2,2,100.0,1.18,1.18,0.0,0.0,14.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Jeison Murillo,COL,DF,30,1992,11.7,0,3,0,0.0,0.26,0.0,0.0,,14.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Jesé,ESP,FW,29,1993,2.3,1,3,2,66.7,1.29,0.86,0.33,0.5,20.4,0,0,0,0.3,0.3,0.1,0.7,0.7
Koray Günter,GER,DF,27,1994,8.6,0,1,0,0.0,0.12,0.0,0.0,,9.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Lorenzo Malagrida,ITA,"MF,DF",18,2003,1.2,0,2,2,100.0,1.65,1.65,0.0,0.0,13.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Manolo Gabbiadini,ITA,"FW,MF",30,1991,26.2,7,72,28,38.9,2.75,1.07,0.1,0.25,19.3,6,0,0,7.4,7.4,0.1,-0.4,-0.4
Manuel De Luca,ITA,"FW,MF",24,1998,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Marios Oikonomou,GRE,DF,29,1992,2.4,0,3,0,0.0,1.23,0.0,0.0,,13.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Martin Turk,SVN,GK,18,2003,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mehdi Léris,ALG,"MF,DF",24,1998,27.3,1,30,12,40.0,1.1,0.44,0.03,0.08,12.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4
Mickaël Cuisance,FRA,MF,22,1999,6.9,0,10,2,20.0,1.46,0.29,0.0,0.0,21.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Mihailo Ivanović,SRB,FW,17,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicola Murru,ITA,DF,27,1994,8.7,0,2,0,0.0,0.23,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Nicola Ravaglia,ITA,GK,33,1988,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Omar Colley,GAM,DF,29,1992,15.4,1,6,4,66.7,0.39,0.26,0.17,0.25,9.0,0,0,0,1.2,1.2,0.2,-0.2,-0.2
Ronaldo Vieira,ENG,MF,24,1998,9.1,0,5,1,20.0,0.55,0.11,0.0,0.0,23.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Sam Lammers,NED,FW,25,1997,12.2,1,23,8,34.8,1.88,0.65,0.04,0.13,11.6,0,0,0,2.5,2.5,0.11,-1.5,-1.5
Samuel Ntanda,BEL,MF,17,2005,0.0,0,1,1,100.0,22.5,22.5,0.0,0.0,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Telasco Segovia,VEN,MF,19,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tommaso Augello,ITA,DF,27,1994,34.0,2,11,4,36.4,0.32,0.12,0.18,0.5,14.5,0,0,0,1.0,1.0,0.09,1.0,1.0
Tomás Rincón,VEN,MF,34,1988,28.4,0,11,3,27.3,0.39,0.11,0.0,0.0,22.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Valerio Verre,ITA,MF,28,1994,7.5,0,14,3,21.4,1.86,0.4,0.0,0.0,25.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6
