General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Gerard Yepes,ESP,MF,19,2002,2.2,128,6,20,90,19,2,128,1,0,0.0,1,100.0,59,248,106,3,3,1,3,1,72,6
Gonzalo Villar,ESP,MF,24,1998,7.7,453,19,102,288,65,1,453,6,3,50.0,2,33.3,247,1216,604,9,6,0,10,4,274,2
Harry Winks,ENG,MF,26,1996,19.1,1117,49,274,686,171,4,1117,27,17,63.0,5,18.5,675,3357,1576,19,20,0,25,15,734,17
Ignacio Pussetto,ARG,"MF,DF",26,1995,1.7,81,2,11,23,47,5,81,3,1,33.3,2,66.7,34,150,34,2,1,0,7,1,51,17
Jeison Murillo,COL,DF,30,1992,11.7,671,81,323,325,28,4,671,4,2,50.0,1,25.0,336,1509,903,8,4,0,7,1,385,3
Jesé,ESP,FW,29,1993,2.3,92,3,5,47,41,6,92,5,3,60.0,1,20.0,49,313,74,1,4,0,5,3,60,15
Koray Günter,GER,DF,27,1994,8.6,509,67,233,256,23,7,509,1,1,100.0,0,0.0,247,1070,598,4,6,0,3,0,285,2
Lorenzo Malagrida,ITA,"MF,DF",18,2003,1.2,51,0,6,27,18,5,51,2,2,100.0,0,0.0,22,106,53,1,0,1,0,1,34,10
Manolo Gabbiadini,ITA,"FW,MF",30,1991,26.2,885,30,112,389,393,83,885,25,6,24.0,16,64.0,535,2482,1022,32,24,10,52,30,683,111
Manuel De Luca,ITA,"FW,MF",24,1998,0.5,14,0,0,9,5,2,14,0,0,,0,,14,52,7,0,0,0,2,2,14,4
Marios Oikonomou,GRE,DF,29,1992,2.4,118,29,80,35,3,2,118,0,0,,0,,55,182,55,0,1,0,3,0,60,0
Martin Turk,SVN,GK,18,2003,4.0,156,142,156,0,0,0,156,0,0,,0,,82,433,271,0,0,0,0,0,59,0
Mehdi Léris,ALG,"MF,DF",24,1998,27.3,1296,51,263,592,464,78,1296,69,29,42.0,31,44.9,742,3782,1647,56,31,13,80,48,874,165
Mickaël Cuisance,FRA,MF,22,1999,6.9,290,10,48,138,109,11,290,12,8,66.7,3,25.0,182,950,386,11,14,3,15,16,179,31
Mihailo Ivanović,SRB,FW,17,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Nicola Murru,ITA,DF,27,1994,8.7,418,48,178,185,58,2,418,1,0,0.0,1,100.0,210,792,381,7,6,0,7,1,233,13
Nicola Ravaglia,ITA,GK,33,1988,9.0,363,322,360,3,0,0,363,0,0,,0,,174,1002,545,0,0,0,0,0,123,0
Omar Colley,GAM,DF,29,1992,15.4,860,107,451,390,20,9,860,2,2,100.0,0,0.0,511,2142,1020,3,1,0,4,2,517,2
Ronaldo Vieira,ENG,MF,24,1998,9.1,522,34,138,337,50,3,522,3,2,66.7,1,33.3,288,1281,455,6,3,1,7,6,315,5
Sam Lammers,NED,FW,25,1997,12.2,409,15,38,214,163,44,409,29,16,55.2,12,41.4,260,1113,515,17,11,6,53,18,335,65
Samuel Ntanda,BEL,MF,17,2005,0.0,2,0,0,1,1,1,2,1,1,100.0,0,0.0,1,7,4,0,0,0,0,0,2,1
Telasco Segovia,VEN,MF,19,2003,0.0,3,0,0,3,0,0,3,0,0,,0,,1,1,0,0,0,0,0,0,3,0
Tommaso Augello,ITA,DF,27,1994,34.0,1981,88,615,856,544,21,1981,64,36,56.3,23,35.9,1042,5837,3177,84,43,5,21,17,1167,153
Tomás Rincón,VEN,MF,34,1988,28.4,1497,47,331,928,259,20,1497,47,27,57.4,17,36.2,874,3925,1687,27,28,6,26,29,988,35
Valerio Verre,ITA,MF,28,1994,7.5,493,8,64,285,153,16,493,20,10,50.0,9,45.0,284,1351,575,16,13,6,22,20,330,27
