General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Aleksei Miranchuk,RUS,MF,26,1995,23.2,4,40,15,37.5,1.72,0.65,0.1,0.27,20.2,1,0,0,2.9,2.9,0.07,1.1,1.1
Alessandro Buongiorno,ITA,DF,23,1999,30.2,1,20,1,5.0,0.66,0.03,0.05,1.0,8.6,0,0,0,2.2,2.2,0.11,-1.2,-1.2
Andrew Gravillon,GLP,DF,24,1998,3.5,0,1,0,0.0,0.29,0.0,0.0,,26.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Antonio Sanabria,PAR,FW,26,1996,27.0,12,67,24,35.8,2.48,0.89,0.16,0.46,13.5,0,1,1,9.3,8.5,0.13,2.7,2.5
Brian Bayeye,COD,DF,22,2000,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
David Zima,CZE,DF,21,2000,4.5,0,4,2,50.0,0.89,0.44,0.0,0.0,12.0,0,0,0,0.8,0.8,0.2,-0.8,-0.8
Demba Seck,SEN,"MF,FW",21,2001,5.8,0,10,3,30.0,1.73,0.52,0.0,0.0,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Emirhan İlkhan,TUR,MF,18,2004,1.0,0,2,0,0.0,2.07,0.0,0.0,,31.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Gvidas Gineitis,LTU,MF,18,2004,1.5,0,1,0,0.0,0.66,0.0,0.0,,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Ivan Ilić,SRB,MF,21,2001,13.1,2,5,2,40.0,0.38,0.15,0.4,1.0,27.2,0,0,0,0.2,0.2,0.04,1.8,1.8
Jacopo Segre,ITA,DF,25,1997,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Karol Linetty,POL,MF,27,1995,21.0,1,16,4,25.0,0.76,0.19,0.06,0.25,20.9,0,0,0,1.0,1.0,0.06,0.0,0.0
Koffi Djidji,CIV,DF,29,1992,26.9,1,8,4,50.0,0.3,0.15,0.13,0.25,12.2,0,0,0,0.9,0.9,0.12,0.1,0.1
Michel Ndary Adopo,FRA,"MF,DF",22,2000,2.9,0,2,0,0.0,0.68,0.0,0.0,,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Mërgim Vojvoda,KVX,DF,27,1995,19.1,0,23,6,26.1,1.2,0.31,0.0,0.0,17.3,0,0,0,1.5,1.5,0.07,-1.5,-1.5
Nemanja Radonjić,SRB,"MF,FW",26,1996,16.2,2,52,17,32.7,3.2,1.05,0.04,0.12,17.5,0,0,0,5.0,5.0,0.1,-3.0,-3.0
Nikola Vlašić,CRO,"MF,FW",24,1997,30.3,5,53,21,39.6,1.75,0.69,0.09,0.24,18.0,1,0,0,4.3,4.3,0.08,0.7,0.7
Ola Aina,NGA,DF,25,1996,9.7,1,8,3,37.5,0.82,0.31,0.13,0.33,15.2,0,0,0,0.8,0.8,0.1,0.2,0.2
Perr Schuurs,NED,DF,22,1999,25.8,0,14,1,7.1,0.54,0.04,0.0,0.0,14.9,2,0,0,0.9,0.9,0.07,-0.9,-0.9
Pietro Pellegri,ITA,FW,21,2001,5.2,2,10,5,50.0,1.94,0.97,0.2,0.4,12.5,0,0,0,1.5,1.5,0.15,0.5,0.5
Ricardo Rodríguez,SUI,DF,29,1992,29.7,0,11,4,36.4,0.37,0.13,0.0,0.0,23.9,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Ronaldo Vieira,ENG,MF,24,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Samuele Ricci,ITA,MF,20,2001,23.0,2,21,7,33.3,0.91,0.3,0.1,0.29,21.5,0,0,0,1.7,1.7,0.08,0.3,0.3
Saša Lukić,SRB,MF,25,1996,13.3,2,15,3,20.0,1.13,0.23,0.07,0.33,20.2,1,1,1,1.7,0.9,0.06,0.3,0.1
Valentino Lazaro,AUT,DF,26,1996,15.3,0,7,2,28.6,0.46,0.13,0.0,0.0,14.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Vanja Milinković-Savić,SRB,GK,25,1997,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wilfried Singo,CIV,DF,21,2000,22.7,2,34,10,29.4,1.5,0.44,0.06,0.2,14.0,0,0,0,2.7,2.7,0.08,-0.7,-0.7
Yann Karamoh,FRA,"MF,FW",24,1998,8.0,4,20,12,60.0,2.51,1.51,0.2,0.33,15.5,0,0,0,3.3,3.3,0.16,0.7,0.7
