General,General,General,General,General,General,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal kicks,Goal kicks,Goal kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Player,Nation,Pos,Age,Born,90s,Ga,Pka,Fk,Ck,Og,Psxg,Psxg/sot,Psxg+/-,/90,Cmp,Att,Cmp%,Att (gk),Thr,Launch%,Avglen,Att,Launch%,Avglen,Opp,Stp,Stp%,#opa,#opa/90,Avgdist
Marko Dmitrović,SRB,GK,30,1992,14.1,13,0,0,2,1,12.2,0.23,0.2,0.02,103,326,31.6,372,44,58.1,44.0,131,84.0,62.4,216,12,5.6,10,0.71,12.2
Yassine Bounou,MAR,GK,31,1991,23.9,41,2,1,3,2,37.3,0.34,-1.7,-0.07,115,303,38.0,785,92,27.9,30.9,162,51.9,42.1,308,20,6.5,39,1.63,17.4
