General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adnan Januzaj,BEL,FW,27,1995,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alex Telles,BRA,DF,29,1992,15.9,0,12,1,8.3,0.76,0.06,0.0,0.0,22.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Bryan Gil,ESP,"FW,DF",21,2001,10.2,2,17,4,23.5,1.67,0.39,0.12,0.5,13.7,0,0,0,2.9,2.9,0.17,-0.9,-0.9
Carlos Álvarez,ESP,MF,18,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Carmona,ESP,DF,20,2002,5.9,2,5,2,40.0,0.85,0.34,0.4,1.0,14.3,0,0,0,0.8,0.8,0.17,1.2,1.2
Diego Iturralde,ESP,DF,19,2003,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Fernando,BRA,"MF,DF",35,1987,17.5,0,6,0,0.0,0.34,0.0,0.0,,24.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Gonzalo Montiel,ARG,DF,25,1997,16.9,0,8,1,12.5,0.47,0.06,0.0,0.0,13.7,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Isco,ESP,"MF,FW",30,1992,8.9,0,4,1,25.0,0.45,0.11,0.0,0.0,15.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
Ivan Rakitić,CRO,MF,34,1988,19.9,1,29,8,27.6,1.46,0.4,0.0,0.0,27.3,5,1,2,3.3,1.7,0.06,-2.3,-1.7
Iván Romero,ESP,MF,21,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesús Corona,MEX,FW,29,1993,1.2,1,1,1,100.0,0.81,0.81,1.0,1.0,11.8,0,0,0,0.5,0.5,0.46,0.5,0.5
Jesús Navas,ESP,"DF,FW",36,1985,22.0,0,10,3,30.0,0.45,0.14,0.0,0.0,24.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Joan Jordán,ESP,MF,28,1994,17.7,0,13,3,23.1,0.73,0.17,0.0,0.0,21.4,3,0,0,0.9,0.9,0.07,-0.9,-0.9
Karim Rekik,NED,DF,27,1994,13.1,1,8,1,12.5,0.61,0.08,0.13,1.0,15.6,0,0,0,0.8,0.8,0.1,0.2,0.2
Kasper Dolberg,DEN,FW,24,1997,2.2,0,2,1,50.0,0.91,0.46,0.0,0.0,17.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Kike Salas,ESP,DF,20,2002,4.1,1,3,1,33.3,0.73,0.24,0.33,1.0,8.7,0,0,0,0.2,0.2,0.05,0.8,0.8
Loïc Bade,FRA,DF,22,2000,16.1,1,4,2,50.0,0.25,0.12,0.25,0.5,7.8,0,0,0,0.3,0.3,0.07,0.7,0.7
Lucas Ocampos,ARG,"FW,MF",28,1994,12.9,4,27,6,22.2,2.09,0.46,0.04,0.17,16.4,0,3,3,4.5,2.1,0.08,-0.5,-1.1
Manuel Sebastián,ESP,MF,18,2004,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,29.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Marcos Acuña,ARG,DF,30,1991,21.2,3,21,5,23.8,0.99,0.24,0.14,0.6,25.6,1,0,0,1.2,1.2,0.06,1.8,1.8
Marcão,BRA,DF,26,1996,4.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Marko Dmitrović,SRB,GK,30,1992,14.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Nemanja Gudelj,SRB,"DF,MF",30,1991,30.9,3,38,9,23.7,1.23,0.29,0.08,0.33,25.8,3,0,0,1.7,1.7,0.05,1.3,1.3
Pape Gueye,SEN,MF,23,1999,13.0,1,20,5,25.0,1.54,0.38,0.05,0.2,19.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3
Papu Gómez,ARG,"FW,MF",34,1988,11.8,1,22,7,31.8,1.86,0.59,0.05,0.14,21.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4
Pedro Ortiz,ESP,MF,21,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rafa Mir,ESP,FW,25,1997,14.4,6,50,15,30.0,3.47,1.04,0.12,0.4,12.5,0,0,0,7.4,7.4,0.15,-1.4,-1.4
Suso,ESP,"MF,FW",28,1993,11.8,2,24,9,37.5,2.03,0.76,0.08,0.22,24.1,2,0,0,1.1,1.1,0.05,0.9,0.9
Tanguy Nianzou,FRA,DF,20,2002,15.2,1,6,1,16.7,0.4,0.07,0.17,1.0,12.0,0,0,0,0.5,0.5,0.08,0.5,0.5
Thomas Delaney,DEN,MF,30,1991,3.4,0,3,1,33.3,0.87,0.29,0.0,0.0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Yassine Bounou,MAR,GK,31,1991,23.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Youssef En-Nesyri,MAR,FW,25,1997,18.5,8,60,23,38.3,3.25,1.25,0.13,0.35,11.6,0,0,0,8.1,8.1,0.14,-0.1,-0.1
Érik Lamela,ARG,"FW,MF",30,1992,20.5,6,47,23,48.9,2.29,1.12,0.13,0.26,15.0,2,0,0,5.3,5.3,0.11,0.7,0.7
Óliver Torres,ESP,"MF,FW",27,1994,23.7,3,22,7,31.8,0.93,0.29,0.14,0.43,17.1,0,0,0,2.6,2.6,0.12,0.4,0.4
