General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adnan Januzaj,BEL,FW,27,1995,0.5,15,24,62.5,229,35,10,12,83.3,4,5,80.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1
Alex Telles,BRA,DF,29,1992,15.9,542,728,74.5,9200,3455,275,308,89.3,192,254,75.6,59,125,47.2,2,1.8,1.2,0.2,19,41,19,14,42
Bryan Gil,ESP,"FW,DF",21,2001,10.2,284,374,75.9,3630,945,182,201,90.5,88,114,77.2,3,22,13.6,2,0.7,0.7,1.3,8,10,10,3,22
Carlos Álvarez,ESP,MF,18,2003,0.1,4,4,100.0,47,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Carmona,ESP,DF,20,2002,5.9,269,330,81.5,4412,1380,131,142,92.3,118,147,80.3,17,32,53.1,1,0.4,0.2,0.6,2,24,3,2,11
Diego Iturralde,ESP,DF,19,2003,0.5,8,13,61.5,113,45,5,5,100.0,3,5,60.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Fernando,BRA,"MF,DF",35,1987,17.5,768,873,88.0,13835,3514,330,365,90.4,352,376,93.6,73,102,71.6,1,0.7,0.4,0.3,9,52,3,0,67
Gonzalo Montiel,ARG,DF,25,1997,16.9,661,851,77.7,10029,3892,359,402,89.3,250,322,77.6,34,78,43.6,3,2.1,2.5,0.9,20,53,13,7,57
Isco,ESP,"MF,FW",30,1992,8.9,346,417,83.0,5315,1337,192,211,91.0,109,124,87.9,27,50,54.0,2,1.7,1.1,0.3,17,45,8,0,37
Ivan Rakitić,CRO,MF,34,1988,19.9,997,1241,80.3,17745,4758,490,558,87.8,354,411,86.1,120,203,59.1,3,1.9,2.7,1.1,28,113,23,5,148
Iván Romero,ESP,MF,21,2001,0.1,1,3,33.3,12,2,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Jesús Corona,MEX,FW,29,1993,1.2,33,42,78.6,446,40,22,22,100.0,8,13,61.5,2,4,50.0,0,0.2,0.2,-0.2,3,1,2,0,3
Jesús Navas,ESP,"DF,FW",36,1985,22.0,1000,1332,75.1,17177,4865,492,549,89.6,394,517,76.2,93,177,52.5,0,2.8,3.2,-2.8,26,60,46,14,99
Joan Jordán,ESP,MF,28,1994,17.7,963,1102,87.4,17030,4971,473,511,92.6,357,397,89.9,113,148,76.4,1,0.6,0.8,0.4,8,134,6,0,123
Karim Rekik,NED,DF,27,1994,13.1,642,700,91.7,11249,3819,262,272,96.3,333,353,94.3,38,59,64.4,1,0.1,0.1,0.9,4,48,2,1,50
Kasper Dolberg,DEN,FW,24,1997,2.2,19,28,67.9,257,27,13,18,72.2,3,5,60.0,2,3,66.7,1,0.4,0.0,0.6,1,1,0,0,2
Kike Salas,ESP,DF,20,2002,4.1,177,211,83.9,3258,1273,69,74,93.2,89,100,89.0,18,32,56.3,1,0.2,0.0,0.8,1,9,1,0,14
Loïc Bade,FRA,DF,22,2000,16.1,735,847,86.8,13873,4762,253,273,92.7,409,445,91.9,64,105,61.0,0,0.1,0.1,-0.1,2,40,0,0,42
Lucas Ocampos,ARG,"FW,MF",28,1994,12.9,333,450,74.0,4746,848,203,245,82.9,100,131,76.3,16,35,45.7,0,1.4,1.3,-1.4,13,16,12,4,37
Manuel Sebastián,ESP,MF,18,2004,1.7,52,66,78.8,952,253,16,19,84.2,28,29,96.6,5,11,45.5,0,0.1,0.0,-0.1,2,5,0,0,4
Marcos Acuña,ARG,DF,30,1991,21.2,970,1307,74.2,18018,6997,446,499,89.4,380,491,77.4,128,260,49.2,2,4.3,5.7,-2.3,38,71,38,19,102
Marcão,BRA,DF,26,1996,4.2,187,217,86.2,3094,1265,91,98,92.9,87,93,93.5,8,20,40.0,0,0.0,0.0,0.0,0,16,0,0,13
Marko Dmitrović,SRB,GK,30,1992,14.1,271,508,53.3,9990,8313,33,33,100.0,111,112,99.1,127,356,35.7,0,0.0,0.1,0.0,0,22,1,0,0
Nemanja Gudelj,SRB,"DF,MF",30,1991,30.9,1445,1602,90.2,25141,8231,593,639,92.8,737,781,94.4,88,134,65.7,1,0.4,0.6,0.6,5,113,6,2,110
Pape Gueye,SEN,MF,23,1999,13.0,447,553,80.8,8299,2200,205,223,91.9,177,209,84.7,61,94,64.9,3,1.2,0.9,1.8,10,52,2,1,59
Papu Gómez,ARG,"FW,MF",34,1988,11.8,450,535,84.1,7565,2319,242,260,93.1,157,187,84.0,43,64,67.2,1,1.7,2.0,-0.7,14,46,25,6,82
Pedro Ortiz,ESP,MF,21,2000,0.0,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Rafa Mir,ESP,FW,25,1997,14.4,176,262,67.2,2380,325,107,145,73.8,52,76,68.4,6,14,42.9,0,1.0,0.9,-1.0,9,7,0,0,11
Suso,ESP,"MF,FW",28,1993,11.8,444,572,77.6,8092,2148,223,245,91.0,156,198,78.8,59,101,58.4,4,2.8,3.2,1.2,28,40,28,7,86
Tanguy Nianzou,FRA,DF,20,2002,15.2,676,772,87.6,12120,4079,255,280,91.1,378,403,93.8,39,73,53.4,0,0.0,0.2,0.0,1,58,0,0,66
Thomas Delaney,DEN,MF,30,1991,3.4,140,164,85.4,2173,461,71,76,93.4,54,64,84.4,8,14,57.1,0,0.1,0.6,-0.1,2,6,3,1,7
Yassine Bounou,MAR,GK,31,1991,23.9,717,949,75.6,18725,13212,155,155,100.0,341,349,97.7,219,440,49.8,0,0.0,0.0,0.0,0,7,0,0,1
Youssef En-Nesyri,MAR,FW,25,1997,18.5,156,241,64.7,2202,328,96,135,71.1,50,75,66.7,4,8,50.0,1,1.1,0.5,-0.1,10,4,1,0,12
Érik Lamela,ARG,"FW,MF",30,1992,20.5,588,770,76.4,8118,1522,346,409,84.6,180,224,80.4,26,39,66.7,0,1.4,1.3,-1.4,24,38,21,1,69
Óliver Torres,ESP,"MF,FW",27,1994,23.7,862,1104,78.1,14469,3748,462,529,87.3,272,342,79.5,98,150,65.3,1,3.3,3.3,-2.3,37,98,29,8,136
