General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Désiré Doué,FRA,"MF,FW",17,2005,12.4,351,453,77.5,6004,1339,167,212,78.8,129,158,81.6,38,54,70.4,1,1.5,1.3,-0.5,15,41,13,1,57
Flavien Tait,FRA,MF,29,1993,18.7,933,1087,85.8,16420,4480,410,467,87.8,375,416,90.1,111,139,79.9,2,2.2,2.5,-0.2,22,119,29,1,154
Gaëtan Laborde,FRA,FW,28,1994,2.8,41,61,67.2,623,128,25,35,71.4,12,17,70.6,2,5,40.0,0,0.2,0.2,-0.2,3,3,2,1,5
Guela Doué,CIV,"FW,MF",19,2002,0.1,9,10,90.0,160,12,3,3,100.0,6,7,85.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Hamari Traoré,MLI,DF,30,1992,28.1,1541,1826,84.4,27185,8228,633,709,89.3,759,868,87.4,124,194,63.9,4,2.6,3.6,1.4,22,132,34,13,159
Ibrahim Salah,MAR,"FW,MF",20,2001,2.5,94,121,77.7,1421,359,44,54,81.5,40,46,87.0,5,11,45.5,0,0.3,0.4,-0.3,6,6,8,3,14
Jeanuël Belocian,FRA,DF,17,2005,5.6,274,308,89.0,4796,1397,105,120,87.5,156,165,94.5,13,19,68.4,0,0.1,0.3,-0.1,1,13,1,0,21
Jeremy Doku,BEL,"MF,FW",20,2002,14.3,433,521,83.1,6731,1455,222,262,84.7,177,203,87.2,24,27,88.9,2,4.9,4.0,-2.9,30,27,35,3,71
Joe Rodon,WAL,DF,24,1997,15.7,945,1051,89.9,19753,5513,181,214,84.6,661,697,94.8,90,118,76.3,0,0.0,0.2,0.0,1,39,0,0,49
Kamaldeen Sulemana,GHA,"FW,MF",20,2002,3.6,127,155,81.9,2261,415,64,73,87.7,43,48,89.6,16,22,72.7,0,0.6,0.9,-0.6,6,7,5,2,18
Karl Toko Ekambi,CMR,"FW,MF",29,1992,10.8,208,288,72.2,2928,599,116,146,79.5,77,107,72.0,5,8,62.5,2,1.4,0.9,0.6,12,10,8,2,21
Lesley Ugochukwu,FRA,MF,18,2004,14.8,566,648,87.3,10531,2415,213,249,85.5,276,297,92.9,64,77,83.1,1,0.8,0.6,0.2,3,43,3,0,50
Lorenz Assignon,TOG,DF,22,2000,2.9,127,155,81.9,2129,587,60,72,83.3,60,70,85.7,6,11,54.5,1,0.3,0.3,0.7,1,8,0,0,11
Lovro Majer,CRO,"MF,FW",24,1998,18.5,758,976,77.7,13129,3666,316,387,81.7,334,388,86.1,75,130,57.7,5,4.4,4.5,0.6,36,90,36,9,134
Loïc Bade,FRA,DF,22,2000,1.0,52,59,88.1,1163,396,8,10,80.0,35,36,97.2,9,13,69.2,1,0.1,0.0,0.9,1,2,0,0,3
Martin Terrier,FRA,"FW,MF",25,1997,14.7,447,603,74.1,6794,1561,230,302,76.2,146,187,78.1,38,52,73.1,4,3.4,2.2,0.6,26,39,15,3,60
Matthis Abline,FRA,"FW,MF",19,2003,1.2,7,15,46.7,129,30,3,6,50.0,3,4,75.0,1,1,100.0,0,0.3,0.2,-0.3,2,1,1,0,2
Serhou Guirassy,GUI,MF,26,1996,0.3,8,8,100.0,67,7,6,6,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,2,1,0,0,0
Steve Mandanda,FRA,GK,37,1985,33.5,919,1216,75.6,25001,17025,156,158,98.7,468,478,97.9,291,573,50.8,1,0.1,0.0,0.9,1,15,0,0,1
Warmed Omari,FRA,DF,22,2000,15.1,911,982,92.8,19205,5888,203,223,91.0,573,592,96.8,125,147,85.0,0,0.4,0.6,-0.4,5,42,2,0,58
Xeka,POR,MF,27,1994,6.1,279,312,89.4,5221,1409,116,124,93.5,118,130,90.8,35,40,87.5,0,0.0,0.2,0.0,0,32,2,0,39
