General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adrien Truffert,FRA,DF,20,2001,21.7,1106,1395,79.3,17515,5252,544,621,87.6,487,625,77.9,52,87,59.8,6,1.5,1.6,4.5,22,71,17,10,89
Alan Do Marcolino,GAB,FW,20,2002,0.2,2,2,100.0,28,2,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Amine Gouiri,ALG,"FW,MF",22,2000,28.0,588,742,79.2,8451,1576,307,376,81.6,209,252,82.9,31,41,75.6,3,4.3,4.9,-1.3,37,32,31,3,70
Arnaud Kalimuendo,FRA,FW,20,2002,20.5,359,442,81.2,4715,790,214,250,85.6,114,128,89.1,8,14,57.1,3,2.4,2.1,0.6,12,19,8,0,32
Arthur Theate,BEL,DF,22,2000,34.7,2296,2568,89.4,46250,15551,631,684,92.3,1361,1449,93.9,266,366,72.7,0,0.6,0.8,-0.6,9,216,4,0,248
Baptiste Santamaria,FRA,MF,27,1995,20.1,1119,1317,85.0,21674,5252,410,476,86.1,515,583,88.3,162,204,79.4,0,0.7,1.3,-0.7,12,125,8,0,141
Benjamin Bourigeaud,FRA,"MF,FW",28,1994,34.1,1505,2007,75.0,28664,9729,576,692,83.2,682,843,80.9,207,382,54.2,10,11.6,10.3,-1.6,98,183,96,19,264
Birger Meling,NOR,DF,27,1994,13.4,671,787,85.3,11341,3382,304,345,88.1,307,345,89.0,47,65,72.3,1,0.9,1.8,0.1,7,57,15,4,91
Christopher Wooh,CMR,DF,20,2001,11.2,569,618,92.1,12081,3249,119,130,91.5,382,398,96.0,65,85,76.5,0,0.2,0.1,-0.2,1,24,0,0,38
Djed Spence,ENG,DF,21,2000,6.4,278,315,88.3,4201,891,139,154,90.3,126,140,90.0,5,11,45.5,0,0.1,0.2,-0.1,2,23,5,1,21
Doğan Alemdar,TUR,GK,19,2002,4.5,95,145,65.5,2786,2199,20,20,100.0,47,47,100.0,28,77,36.4,0,0.1,0.0,-0.1,1,2,0,0,0
