General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adrien Truffert,FRA,DF,20,2001,21.7,0,10,3,30.0,0.46,0.14,0.0,0.0,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Alan Do Marcolino,GAB,FW,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Amine Gouiri,ALG,"FW,MF",22,2000,28.0,15,74,30,40.5,2.64,1.07,0.2,0.5,13.6,0,0,0,11.1,11.1,0.15,3.9,3.9
Arnaud Kalimuendo,FRA,FW,20,2002,20.5,7,43,21,48.8,2.09,1.02,0.16,0.33,14.0,0,0,0,7.5,7.5,0.18,-0.5,-0.5
Arthur Theate,BEL,DF,22,2000,34.7,4,31,10,32.3,0.89,0.29,0.13,0.4,11.9,0,0,0,4.5,4.5,0.15,-0.5,-0.5
Baptiste Santamaria,FRA,MF,27,1995,20.1,2,19,8,42.1,0.94,0.4,0.11,0.25,23.2,0,0,0,1.1,1.1,0.06,0.9,0.9
Benjamin Bourigeaud,FRA,"MF,FW",28,1994,34.1,7,71,19,26.8,2.08,0.56,0.07,0.26,20.0,10,2,2,8.7,7.1,0.1,-1.7,-2.1
Birger Meling,NOR,DF,27,1994,13.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Wooh,CMR,DF,20,2001,11.2,0,5,0,0.0,0.45,0.0,0.0,,8.9,0,0,0,0.7,0.7,0.13,-0.7,-0.7
Djed Spence,ENG,DF,21,2000,6.4,0,3,1,33.3,0.47,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Doğan Alemdar,TUR,GK,19,2002,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Désiré Doué,FRA,"MF,FW",17,2005,12.4,3,21,6,28.6,1.7,0.48,0.14,0.5,21.0,0,0,0,1.6,1.6,0.07,1.4,1.4
Flavien Tait,FRA,MF,29,1993,18.7,2,25,6,24.0,1.34,0.32,0.08,0.33,18.4,0,0,0,2.3,2.3,0.09,-0.3,-0.3
Gaëtan Laborde,FRA,FW,28,1994,2.8,2,11,6,54.5,3.98,2.17,0.18,0.33,13.2,0,0,0,1.7,1.7,0.16,0.3,0.3
Guela Doué,CIV,"FW,MF",19,2002,0.1,0,1,0,0.0,7.5,0.0,0.0,,31.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Hamari Traoré,MLI,DF,30,1992,28.1,1,30,9,30.0,1.07,0.32,0.03,0.11,15.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9
Ibrahim Salah,MAR,"FW,MF",20,2001,2.5,0,6,2,33.3,2.38,0.79,0.0,0.0,20.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Jeanuël Belocian,FRA,DF,17,2005,5.6,0,1,0,0.0,0.18,0.0,0.0,,19.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Jeremy Doku,BEL,"MF,FW",20,2002,14.3,6,26,12,46.2,1.81,0.84,0.23,0.5,15.7,0,0,0,2.7,2.7,0.1,3.3,3.3
Joe Rodon,WAL,DF,24,1997,15.7,1,7,2,28.6,0.44,0.13,0.14,0.5,6.9,0,0,0,0.9,0.9,0.13,0.1,0.1
Kamaldeen Sulemana,GHA,"FW,MF",20,2002,3.6,1,13,3,23.1,3.59,0.83,0.08,0.33,17.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4
Karl Toko Ekambi,CMR,"FW,MF",29,1992,10.8,3,22,7,31.8,2.04,0.65,0.14,0.43,13.4,0,0,0,3.6,3.6,0.16,-0.6,-0.6
Lesley Ugochukwu,FRA,MF,18,2004,14.8,0,6,1,16.7,0.41,0.07,0.0,0.0,18.4,0,0,0,0.9,0.9,0.15,-0.9,-0.9
Lorenz Assignon,TOG,DF,22,2000,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,14.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Lovro Majer,CRO,"MF,FW",24,1998,18.5,2,33,11,33.3,1.78,0.59,0.03,0.09,20.4,5,1,1,3.3,2.5,0.08,-1.3,-1.5
Loïc Bade,FRA,DF,22,2000,1.0,0,2,0,0.0,2.0,0.0,0.0,,8.7,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Martin Terrier,FRA,"FW,MF",25,1997,14.7,9,47,27,57.4,3.21,1.84,0.19,0.33,15.2,0,0,0,5.6,5.6,0.12,3.4,3.4
Matthis Abline,FRA,"FW,MF",19,2003,1.2,1,6,2,33.3,5.05,1.68,0.17,0.5,12.2,0,0,0,0.8,0.8,0.13,0.2,0.2
Serhou Guirassy,GUI,MF,26,1996,0.3,0,2,1,50.0,7.83,3.91,0.0,0.0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Steve Mandanda,FRA,GK,37,1985,33.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Warmed Omari,FRA,DF,22,2000,15.1,0,3,1,33.3,0.2,0.07,0.0,0.0,7.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6
Xeka,POR,MF,27,1994,6.1,0,5,0,0.0,0.82,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
