General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adrien Truffert,FRA,DF,20,2001,28,1954,70,57.1,21.7,24,79,13,4,13,0,1.79,35,25,10,0.46,-0.77,33.6,28.2,5.3,0.25,-0.49
Alan Do Marcolino,GAB,FW,20,2002,3,19,6,0.6,0.2,0,,0,3,6,1,2.33,0,0,0,0.0,-0.79,0.0,0.1,-0.1,-0.55,-1.01
Amine Gouiri,ALG,"FW,MF",22,2000,33,2523,76,73.8,28.0,29,83,17,4,27,0,1.85,55,29,26,0.93,0.53,46.0,29.0,17.0,0.61,0.58
Arnaud Kalimuendo,FRA,FW,20,2002,30,1849,62,54.1,20.5,24,73,3,6,18,0,1.83,32,24,8,0.39,-0.87,31.0,26.0,5.0,0.24,-0.46
Arthur Theate,BEL,DF,22,2000,35,3127,89,91.4,34.7,35,89,33,0,,1,1.69,59,38,21,0.6,-2.16,55.4,41.3,14.1,0.41,-0.57
Baptiste Santamaria,FRA,MF,27,1995,25,1813,73,53.0,20.1,20,84,16,5,25,1,1.68,36,21,15,0.74,-0.1,32.1,22.8,9.3,0.46,0.02
Benjamin Bourigeaud,FRA,"MF,FW",28,1994,37,3065,83,89.6,34.1,37,83,16,0,,0,1.76,64,35,29,0.85,0.6,55.3,39.1,16.1,0.47,0.19
Birger Meling,NOR,DF,27,1994,27,1209,45,35.4,13.4,10,85,6,17,21,4,1.89,25,14,11,0.82,0.05,20.1,14.8,5.3,0.4,-0.09
Christopher Wooh,CMR,DF,20,2001,13,1006,77,29.4,11.2,12,83,10,1,6,11,2.0,20,12,8,0.72,-0.1,16.1,13.9,2.2,0.2,-0.36
Djed Spence,ENG,DF,21,2000,8,573,72,16.8,6.4,7,81,4,1,8,3,1.25,7,5,2,0.31,-0.57,8.9,9.8,-0.9,-0.14,-0.71
Doğan Alemdar,TUR,GK,19,2002,6,406,68,11.9,4.5,4,90,4,2,23,32,1.67,7,8,-1,-0.22,-1.15,6.1,6.1,0.1,0.01,-0.5
