General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Désiré Doué,FRA,"MF,FW",17,2005,26,1115,43,32.6,12.4,11,68,0,15,25,3,1.73,22,14,8,0.65,-0.21,17.8,15.5,2.3,0.19,-0.4
Elias Damergy,TUN,GK,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Flavien Tait,FRA,MF,29,1993,30,1680,56,49.1,18.7,19,74,7,11,24,5,1.77,37,20,17,0.91,0.24,32.5,18.2,14.3,0.77,0.61
Gabriel Tutu,FRA,FW,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gaëtan Laborde,FRA,FW,28,1994,4,249,62,7.3,2.8,3,73,0,1,30,0,1.0,4,5,-1,-0.36,-1.24,5.3,4.0,1.3,0.47,0.02
Guela Doué,CIV,"FW,MF",19,2002,2,12,6,0.4,0.1,0,,0,2,6,15,1.5,0,0,0,0.0,-0.79,0.4,0.1,0.3,2.32,1.87
Hamari Traoré,MLI,DF,30,1992,31,2528,82,73.9,28.1,28,89,22,3,16,0,1.81,55,29,26,0.93,0.52,47.2,31.0,16.2,0.58,0.47
Ibrahim Salah,MAR,"FW,MF",20,2001,13,227,17,6.6,2.5,1,63,0,12,14,3,1.46,3,3,0,0.0,-0.85,4.4,4.9,-0.5,-0.19,-0.69
Jeanuël Belocian,FRA,DF,17,2005,8,506,63,14.8,5.6,6,81,2,2,12,20,2.63,16,3,13,2.31,1.79,12.0,5.1,6.9,1.22,0.9
Jeremy Doku,BEL,"MF,FW",20,2002,29,1291,45,37.7,14.3,13,72,3,16,22,1,1.62,24,13,11,0.77,-0.04,23.3,17.5,5.8,0.4,-0.08
Joe Rodon,WAL,DF,24,1997,16,1417,89,41.4,15.7,16,89,14,0,,17,1.69,32,17,15,0.95,0.28,25.4,17.5,7.9,0.5,0.08
Jérémy Jacquet,FRA,DF,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kamaldeen Sulemana,GHA,"FW,MF",20,2002,14,326,23,9.5,3.6,2,52,0,12,19,4,1.71,7,2,5,1.38,0.65,8.0,3.7,4.3,1.2,0.82
Karl Toko Ekambi,CMR,"FW,MF",29,1992,17,972,57,28.4,10.8,11,77,2,6,21,0,1.82,23,6,17,1.57,1.1,17.8,11.9,5.8,0.54,0.12
Lesley Ugochukwu,FRA,MF,18,2004,26,1330,51,38.9,14.8,14,78,5,12,20,11,1.92,23,17,6,0.41,-0.63,22.4,19.5,2.9,0.2,-0.42
Lorenz Assignon,TOG,DF,22,2000,12,261,22,7.6,2.9,2,81,1,10,10,9,2.42,5,3,2,0.69,-0.11,4.6,1.5,3.1,1.07,0.67
Lovro Majer,CRO,"MF,FW",24,1998,32,1668,52,48.8,18.5,18,74,6,14,23,1,1.84,34,16,18,0.97,0.35,30.4,20.4,10.0,0.54,0.16
Loïc Bade,FRA,DF,22,2000,1,90,90,2.6,1.0,1,90,1,0,,4,3.0,2,1,1,1.0,0.22,1.2,1.4,-0.2,-0.25,-0.72
Léo Rouille,FRA,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Martin Terrier,FRA,"FW,MF",25,1997,16,1319,82,38.6,14.7,16,82,7,0,,0,2.06,29,17,12,0.82,0.05,25.0,16.0,9.1,0.62,0.27
Matthis Abline,FRA,"FW,MF",19,2003,11,107,10,3.1,1.2,0,,0,11,10,4,2.27,5,0,5,4.21,3.53,2.9,1.3,1.6,1.36,0.93
Noah Francoise,FRA,MF,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Romain Salin,FRA,GK,38,1984,0,,,0.0,0.0,0,,0,0,,2,3.0,2,1,1,,,,,,,
Serhou Guirassy,GUI,MF,26,1996,1,23,23,0.7,0.3,0,,0,1,23,0,0.0,0,0,0,0.0,-0.79,0.4,0.9,-0.5,-1.81,-2.28
Steve Mandanda,FRA,GK,37,1985,34,3014,89,88.1,33.5,34,89,32,0,,1,1.82,62,31,31,0.93,1.15,55.3,38.1,17.2,0.51,0.5
Warmed Omari,FRA,DF,22,2000,16,1363,85,39.9,15.1,15,89,14,1,21,4,1.5,25,13,12,0.79,0.0,25.2,18.0,7.3,0.48,0.04
Xeka,POR,MF,27,1994,8,552,69,16.1,6.1,6,85,4,2,23,0,2.38,11,6,5,0.82,0.03,9.2,6.8,2.3,0.38,-0.09
