General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
András Schäfer,HUN,MF,23,1999,9.6,274,261,13,2,1,0,8,1,0,0,0,0,205,0,14
Aïssa Laïdouni,TUN,MF,25,1996,9.7,320,310,8,2,4,2,11,2,0,0,0,0,236,2,11
Christopher Trimmel,AUT,DF,35,1987,20.1,1040,682,348,51,0,1,180,217,80,36,37,0,649,10,26
Danilho Doekhi,NED,DF,24,1998,24.6,955,932,23,15,0,4,10,2,0,0,0,0,756,0,13
Diogo Leite,POR,DF,23,1999,25.0,1366,1291,71,35,0,9,4,6,0,0,0,0,1071,4,16
Frederik Rønnow,DEN,GK,29,1992,29.0,1280,1021,257,94,0,0,0,0,0,0,0,0,888,2,2
Genki Haraguchi,JPN,MF,31,1991,5.5,159,148,11,0,0,0,4,0,0,0,0,0,119,0,5
Jamie Leweling,GER,"FW,MF",21,2001,2.9,57,55,2,0,0,0,10,1,0,0,0,0,39,0,2
Janik Haberer,GER,MF,28,1994,24.3,677,662,8,1,4,2,14,7,0,0,0,0,489,7,26
Jordan Pefok,USA,FW,26,1996,15.1,300,294,5,0,1,0,2,2,0,0,0,0,165,1,6
Josip Juranović,CRO,DF,26,1995,10.4,492,313,177,30,0,1,74,109,37,19,15,0,318,2,18
Julian Ryerson,NOR,DF,24,1997,11.5,501,374,125,4,1,4,41,119,2,0,2,0,350,2,16
Jérôme Roussillon,FRA,DF,29,1993,10.6,438,332,102,4,2,0,36,98,0,0,0,0,307,4,14
Kevin Behrens,GER,FW,31,1991,17.1,483,471,8,0,2,0,8,3,0,0,0,0,283,4,11
Lennart Grill,GER,GK,23,1999,5.0,214,181,33,16,0,0,0,0,0,0,0,0,147,0,1
Levin Öztunalı,GER,MF,26,1996,0.1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Miloš Pantović,SRB,MF,26,1996,2.3,75,73,0,0,0,0,3,0,0,0,0,0,46,2,4
Morten Thorsby,NOR,MF,26,1996,9.3,191,178,11,1,0,1,3,0,0,0,0,0,119,2,4
Niko Gießelmann,GER,DF,30,1991,14.5,744,521,221,23,0,3,88,165,33,21,6,0,496,2,25
Paul Jaeckel,GER,DF,24,1998,13.3,622,600,21,13,1,3,3,8,0,0,0,0,507,1,8
Paul Seguin,GER,MF,27,1995,7.7,326,310,14,0,4,1,18,0,6,0,0,0,223,2,8
Rani Khedira,GER,MF,28,1994,32.0,1039,1007,30,14,1,3,11,1,1,1,0,0,778,2,20
Robin Knoche,GER,DF,30,1992,31.9,1643,1578,59,56,1,7,5,3,0,0,0,0,1332,6,20
Sheraldo Becker,SUR,FW,27,1995,28.4,652,631,17,3,1,1,139,10,2,0,0,0,387,4,44
Sven Michel,GER,"FW,MF",32,1990,5.5,181,176,3,0,2,0,17,1,1,0,0,0,100,2,11
Tim Skarke,GER,"DF,MF",25,1996,0.6,36,32,4,0,0,1,8,4,0,0,0,0,22,0,1
Timo Baumgartl,GER,DF,26,1996,6.2,316,301,15,13,0,3,6,0,0,0,0,0,257,0,2
Tymoteusz Puchacz,POL,DF,23,1999,0.6,36,27,8,1,0,0,5,4,3,1,0,0,22,1,1
