General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
András Schäfer,HUN,MF,23,1999,9.6,205,274,74.8,3141,695,108,131,82.4,81,97,83.5,9,23,39.1,0,0.2,0.6,-0.2,3,22,4,1,26
Aïssa Laïdouni,TUN,MF,25,1996,9.7,236,320,73.8,4254,1334,105,126,83.3,96,124,77.4,28,45,62.2,0,0.9,1.1,-0.9,4,29,13,3,40
Christopher Trimmel,AUT,DF,35,1987,20.1,649,1040,62.4,11591,5038,293,350,83.7,264,362,72.9,75,262,28.6,6,3.2,3.2,2.8,35,53,26,18,65
Danilho Doekhi,NED,DF,24,1998,24.6,756,955,79.2,13777,4912,306,353,86.7,373,433,86.1,65,128,50.8,1,0.4,0.7,0.6,7,69,4,0,73
Diogo Leite,POR,DF,23,1999,25.0,1071,1366,78.4,21437,7772,358,420,85.2,555,643,86.3,146,260,56.2,1,0.4,0.7,0.6,4,97,4,1,111
Frederik Rønnow,DEN,GK,29,1992,29.0,888,1280,69.4,26806,20811,142,143,99.3,436,436,100.0,308,696,44.3,1,0.0,0.2,1.0,1,69,3,0,0
Genki Haraguchi,JPN,MF,31,1991,5.5,119,159,74.8,1900,486,51,65,78.5,47,58,81.0,10,14,71.4,0,0.3,0.4,-0.3,7,15,3,0,17
Jamie Leweling,GER,"FW,MF",21,2001,2.9,39,57,68.4,546,108,24,28,85.7,8,15,53.3,4,7,57.1,1,0.3,0.3,0.7,3,2,2,2,4
Janik Haberer,GER,MF,28,1994,24.3,489,677,72.2,7369,2013,279,339,82.3,146,202,72.3,34,55,61.8,1,2.1,1.4,-1.1,23,58,14,4,78
Jordan Pefok,USA,FW,26,1996,15.1,165,300,55.0,1999,598,108,153,70.6,35,83,42.2,6,16,37.5,4,1.8,1.1,2.2,18,18,8,0,27
Josip Juranović,CRO,DF,26,1995,10.4,318,492,64.6,5817,2450,141,163,86.5,121,172,70.3,46,117,39.3,1,1.5,1.7,-0.5,22,22,11,9,27
Julian Ryerson,NOR,DF,24,1997,11.5,350,501,69.9,5692,2097,183,215,85.1,121,167,72.5,33,81,40.7,0,0.5,1.7,-0.5,8,22,12,8,32
Jérôme Roussillon,FRA,DF,29,1993,10.6,307,438,70.1,4732,2037,177,217,81.6,106,143,74.1,19,54,35.2,2,1.1,1.5,0.9,6,19,9,5,28
Kevin Behrens,GER,FW,31,1991,17.1,283,483,58.6,4058,1156,161,249,64.7,89,145,61.4,19,28,67.9,1,1.3,1.6,-0.3,21,31,26,1,71
Lennart Grill,GER,GK,23,1999,5.0,147,214,68.7,4637,3732,24,24,100.0,68,69,98.6,55,120,45.8,0,0.0,0.0,0.0,0,10,0,0,0
Levin Öztunalı,GER,MF,26,1996,0.1,1,1,100.0,18,15,0,0,,1,1,100.0,0,0,,1,0.2,0.1,0.8,1,0,1,0,1
Miloš Pantović,SRB,MF,26,1996,2.3,46,75,61.3,693,285,27,35,77.1,13,23,56.5,4,10,40.0,0,0.0,0.2,0.0,0,2,2,1,4
Morten Thorsby,NOR,MF,26,1996,9.3,119,191,62.3,1640,566,70,98,71.4,35,60,58.3,5,13,38.5,1,0.5,0.3,0.5,7,12,4,1,15
Niko Gießelmann,GER,DF,30,1991,14.5,496,744,66.7,9352,3543,219,265,82.6,192,288,66.7,77,146,52.7,2,1.7,1.9,0.3,22,36,22,11,50
Paul Jaeckel,GER,DF,24,1998,13.3,507,622,81.5,10133,3950,167,181,92.3,270,297,90.9,64,125,51.2,0,0.0,0.8,0.0,1,55,4,1,41
Paul Seguin,GER,MF,27,1995,7.7,223,326,68.4,3821,1157,95,121,78.5,98,130,75.4,20,48,41.7,3,2.0,2.4,1.0,10,26,16,8,49
Rani Khedira,GER,MF,28,1994,32.0,778,1039,74.9,12596,3156,371,439,84.5,326,408,79.9,52,119,43.7,0,0.7,1.2,-0.7,8,63,7,3,69
Robin Knoche,GER,DF,30,1992,31.9,1332,1643,81.1,28246,10955,362,409,88.5,764,843,90.6,199,347,57.3,3,0.8,1.1,2.2,5,98,7,3,98
Sheraldo Becker,SUR,FW,27,1995,28.4,387,652,59.4,6499,1541,183,271,67.5,140,220,63.6,47,85,55.3,7,5.6,5.6,1.4,44,20,44,30,44
Sven Michel,GER,"FW,MF",32,1990,5.5,100,181,55.2,1279,290,66,93,71.0,19,39,48.7,6,18,33.3,1,0.9,0.3,0.1,7,9,4,2,12
Tim Skarke,GER,"DF,MF",25,1996,0.6,22,36,61.1,338,71,11,16,68.8,11,14,78.6,0,5,0.0,0,0.0,0.0,0.0,1,1,1,1,0
Timo Baumgartl,GER,DF,26,1996,6.2,257,316,81.3,4858,1773,97,102,95.1,132,145,91.0,26,63,41.3,1,0.1,0.2,0.9,3,20,4,2,28
Tymoteusz Puchacz,POL,DF,23,1999,0.6,22,36,61.1,367,71,12,15,80.0,8,12,66.7,2,7,28.6,0,0.0,0.0,0.0,1,0,0,0,2
