General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
András Schäfer,HUN,MF,23,1999,9.6,21,9,7,12,2,6,14,42.9,8,12,2,10,4,25,11,0
Aïssa Laïdouni,TUN,MF,25,1996,9.7,14,7,6,8,0,5,17,29.4,12,22,4,18,9,23,3,0
Christopher Trimmel,AUT,DF,35,1987,20.1,31,16,16,12,3,20,31,64.5,11,14,1,13,25,56,48,0
Danilho Doekhi,NED,DF,24,1998,24.6,38,23,21,17,0,14,26,53.8,12,27,12,15,29,67,93,0
Diogo Leite,POR,DF,23,1999,25.0,35,20,21,14,0,21,34,61.8,13,23,14,9,26,61,99,1
Frederik Rønnow,DEN,GK,29,1992,29.0,0,0,0,0,0,0,5,0.0,5,0,0,0,0,0,9,1
Genki Haraguchi,JPN,MF,31,1991,5.5,12,8,1,10,1,3,9,33.3,6,7,1,6,3,15,9,0
Jamie Leweling,GER,"FW,MF",21,2001,2.9,5,3,2,2,1,3,5,60.0,2,3,0,3,1,6,0,0
Janik Haberer,GER,MF,28,1994,24.3,29,17,8,18,3,17,48,35.4,31,35,2,33,14,43,25,0
Jordan Pefok,USA,FW,26,1996,15.1,15,7,3,4,8,2,17,11.8,15,17,5,12,4,19,15,0
Josip Juranović,CRO,DF,26,1995,10.4,9,7,5,2,2,7,18,38.9,11,9,3,6,6,15,22,1
Julian Ryerson,NOR,DF,24,1997,11.5,28,17,17,10,1,15,25,60.0,10,15,3,12,12,40,19,0
Jérôme Roussillon,FRA,DF,29,1993,10.6,16,9,6,8,2,8,12,66.7,4,7,2,5,4,20,22,0
Kevin Behrens,GER,FW,31,1991,17.1,11,7,4,4,3,4,18,22.2,14,18,3,15,5,16,25,0
Lennart Grill,GER,GK,23,1999,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1
Levin Öztunalı,GER,MF,26,1996,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Miloš Pantović,SRB,MF,26,1996,2.3,4,2,4,0,0,3,5,60.0,2,3,0,3,0,4,5,0
Morten Thorsby,NOR,MF,26,1996,9.3,22,10,9,11,2,13,21,61.9,8,11,5,6,3,25,20,0
Niko Gießelmann,GER,DF,30,1991,14.5,21,11,9,9,3,13,31,41.9,18,17,5,12,9,30,28,0
Paul Jaeckel,GER,DF,24,1998,13.3,24,18,11,11,2,17,35,48.6,18,11,5,6,19,43,44,1
Paul Seguin,GER,MF,27,1995,7.7,17,8,9,4,4,8,18,44.4,10,6,0,6,6,23,7,0
Rani Khedira,GER,MF,28,1994,32.0,60,33,21,32,7,25,50,50.0,25,33,10,23,40,100,33,0
Robin Knoche,GER,DF,30,1992,31.9,45,29,29,12,4,24,47,51.1,23,35,18,17,38,83,140,0
Sheraldo Becker,SUR,FW,27,1995,28.4,15,5,1,7,7,2,11,18.2,9,13,1,12,3,18,7,1
Sven Michel,GER,"FW,MF",32,1990,5.5,9,5,1,5,3,4,8,50.0,4,5,1,4,0,9,4,0
Tim Skarke,GER,"DF,MF",25,1996,0.6,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0
Timo Baumgartl,GER,DF,26,1996,6.2,11,6,5,4,2,5,18,27.8,13,12,4,8,2,13,14,0
Tymoteusz Puchacz,POL,DF,23,1999,0.6,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
