General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aljoscha Kemlein,GER,MF,17,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Andreas Voglsammer,GER,"FW,MF",30,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
András Schäfer,HUN,MF,23,1999,16,860,54,28.1,9.6,10,73,1,6,23,1,2.06,12,6,6,0.63,0.34,8.6,8.6,0.0,0.0,0.19
Aïssa Laïdouni,TUN,MF,25,1996,14,871,62,28.5,9.7,11,71,1,3,29,2,1.64,9,9,0,0.0,-0.53,10.5,13.3,-2.8,-0.29,-0.21
Christopher Trimmel,AUT,DF,35,1987,25,1811,72,59.2,20.1,20,87,17,5,13,8,1.76,29,24,5,0.25,-0.33,23.2,23.6,-0.4,-0.02,0.29
Danilho Doekhi,NED,DF,24,1998,25,2216,89,72.4,24.6,25,89,23,0,,4,1.84,37,26,11,0.45,0.23,27.6,34.7,-7.1,-0.29,-0.54
Diogo Leite,POR,DF,23,1999,28,2254,81,73.7,25.0,26,86,24,2,16,2,1.93,40,28,12,0.48,0.37,27.9,29.2,-1.3,-0.05,0.33
Frederik Rønnow,DEN,GK,29,1992,29,2610,90,85.3,29.0,29,90,29,0,,0,1.9,44,27,17,0.59,1.39,31.3,35.1,-3.8,-0.13,0.06
Genki Haraguchi,JPN,MF,31,1991,11,498,45,16.3,5.5,6,70,0,5,16,5,2.18,8,7,1,0.18,-0.24,5.8,5.8,0.0,0.01,0.17
Jakob Busk,DEN,GK,28,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,
Jamie Leweling,GER,"FW,MF",21,2001,16,265,17,8.7,2.9,0,,0,16,17,14,1.94,7,5,2,0.68,0.33,4.8,6.0,-1.2,-0.41,-0.3
Janik Haberer,GER,MF,28,1994,32,2187,68,71.5,24.3,30,72,0,2,14,0,1.81,35,26,9,0.37,-0.04,25.4,27.3,-1.9,-0.08,0.21
Jordan Pefok,USA,FW,26,1996,31,1358,44,44.4,15.1,16,69,1,15,17,2,1.94,20,15,5,0.33,-0.09,17.6,19.2,-1.6,-0.11,0.05
Josip Juranović,CRO,DF,26,1995,12,935,78,30.6,10.4,10,90,10,2,18,6,1.58,12,9,3,0.29,-0.13,11.3,14.5,-3.2,-0.31,-0.24
Julian Ryerson,NOR,DF,24,1997,13,1037,80,33.9,11.5,12,84,7,1,29,1,1.85,21,15,6,0.52,0.21,11.5,13.0,-1.5,-0.13,0.01
Jérôme Roussillon,FRA,DF,29,1993,16,957,60,31.3,10.6,11,81,1,5,14,0,1.94,16,13,3,0.28,-0.15,13.7,16.0,-2.3,-0.22,-0.12
