General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alexander Isak,SWE,FW,22,1999,16.9,279,368,75.8,4292,977,151,192,78.6,87,106,82.1,25,28,89.3,1,2.2,1.4,-1.2,16,29,15,0,48
Allan Saint-Maximin,FRA,FW,25,1997,12.4,316,447,70.7,5087,1599,169,209,80.9,106,154,68.8,29,41,70.7,5,4.6,2.8,0.4,31,23,35,4,69
Anthony Gordon,ENG,"FW,MF",21,2001,5.4,162,198,81.8,2222,547,105,115,91.3,44,54,81.5,7,12,58.3,0,0.9,0.9,-0.9,6,11,5,0,15
Bruno Guimarães,BRA,MF,24,1997,30.3,1387,1668,83.2,24038,6632,659,741,88.9,539,614,87.8,149,216,69.0,5,4.0,3.9,1.0,42,147,54,2,222
Callum Wilson,ENG,FW,30,1992,20.9,160,242,66.1,1996,339,111,143,77.6,33,45,73.3,4,11,36.4,5,2.7,2.1,2.3,23,10,7,0,19
Chris Wood,NZL,FW,30,1991,5.0,66,106,62.3,786,149,40,67,59.7,16,25,64.0,4,5,80.0,0,0.3,0.3,-0.3,3,3,1,0,4
Dan Burn,ENG,DF,30,1992,34.6,1361,1715,79.4,22235,8853,673,765,88.0,566,682,83.0,94,183,51.4,0,1.3,1.3,-1.3,16,102,11,2,118
Elliot Anderson,SCO,"MF,FW",19,2002,4.6,150,198,75.8,2043,599,90,104,86.5,44,56,78.6,5,10,50.0,1,1.3,1.5,-0.3,9,15,4,0,24
Emil Krafth,SWE,DF,27,1994,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Fabian Schär,SUI,DF,30,1991,35.6,1423,1846,77.1,29289,11775,480,560,85.7,734,851,86.3,199,386,51.6,3,3.3,2.1,-0.3,19,142,23,4,139
Jacob Murphy,ENG,FW,27,1995,13.9,296,448,66.1,4516,1252,177,219,80.8,89,131,67.9,18,40,45.0,2,2.8,3.1,-0.8,19,20,26,4,57
Jamaal Lascelles,ENG,DF,28,1993,2.4,79,93,84.9,1445,580,29,34,85.3,40,44,90.9,7,11,63.6,0,0.0,0.0,0.0,0,4,0,0,3
Jamal Lewis,NIR,"DF,FW",24,1998,0.1,12,14,85.7,192,71,3,3,100.0,8,9,88.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Javier Manquillo,ESP,DF,28,1994,0.4,24,29,82.8,400,114,13,14,92.9,9,12,75.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,4
Joe Willock,ENG,MF,22,1999,28.4,777,951,81.7,12123,3082,434,485,89.5,266,310,85.8,55,86,64.0,6,6.0,4.4,0.0,39,91,34,8,121
Joelinton,BRA,"MF,FW",25,1996,29.6,1035,1268,81.6,15180,4014,581,668,87.0,338,390,86.7,59,75,78.7,1,2.4,1.9,-1.4,26,78,21,3,130
Jonjo Shelvey,ENG,MF,30,1992,0.4,19,26,73.1,442,176,5,6,83.3,8,10,80.0,4,8,50.0,0,0.0,0.0,0.0,0,4,0,0,3
Kieran Trippier,ENG,DF,31,1990,37.1,1995,2788,71.6,38118,16809,877,992,88.4,745,980,76.0,333,674,49.4,7,12.4,11.8,-5.4,110,182,97,26,260
Lewis Miley,ENG,MF,16,2006,0.2,5,6,83.3,49,6,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Martin Dúbravka,SVK,GK,33,1989,1.7,49,54,90.7,1046,696,21,21,100.0,19,19,100.0,8,13,61.5,0,0.0,0.0,0.0,0,1,0,0,0
Matt Ritchie,SCO,"FW,MF",32,1989,0.4,24,31,77.4,342,88,16,16,100.0,4,6,66.7,3,4,75.0,0,0.1,0.0,-0.1,1,0,0,0,1
Matt Targett,ENG,DF,26,1995,6.8,326,419,77.8,5291,2334,162,183,88.5,141,162,87.0,18,56,32.1,0,0.4,0.7,-0.4,10,19,5,0,43
Miguel Almirón,PAR,FW,28,1994,27.7,811,982,82.6,10752,2657,513,567,90.5,223,276,80.8,29,40,72.5,2,3.2,3.0,-1.2,26,45,36,4,124
Nick Pope,ENG,GK,30,1992,36.2,614,890,69.0,17068,11723,121,122,99.2,275,283,97.2,212,478,44.4,0,0.1,0.0,-0.1,2,13,0,0,1
Ryan Fraser,SCO,FW,28,1994,3.5,85,122,69.7,1228,289,50,59,84.7,28,41,68.3,3,8,37.5,0,0.4,0.3,-0.4,5,4,4,1,9
Sean Longstaff,ENG,MF,24,1997,28.0,943,1163,81.1,15457,4299,470,538,87.4,362,415,87.2,78,129,60.5,4,3.3,2.6,0.7,23,80,21,5,116
Sven Botman,NED,DF,22,2000,34.7,1527,1765,86.5,30660,11233,480,543,88.4,855,929,92.0,178,258,69.0,0,1.0,1.1,-1.0,9,59,4,1,87
