General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,SWE,FW,22,1999,16.9,368,338,25,1,8,2,7,4,1,0,0,0,279,5,12
Allan Saint-Maximin,FRA,FW,25,1997,12.4,447,435,9,1,4,3,32,7,1,0,0,0,316,3,17
Anthony Gordon,ENG,"FW,MF",21,2001,5.4,198,191,4,1,2,0,9,1,2,2,0,0,162,3,4
Bruno Guimarães,BRA,MF,24,1997,30.3,1668,1617,42,34,25,20,22,5,3,0,0,0,1387,9,29
Callum Wilson,ENG,FW,30,1992,20.9,242,234,7,1,2,3,6,0,0,0,0,0,160,1,23
Chris Wood,NZL,FW,30,1991,5.0,106,105,1,0,0,0,0,0,0,0,0,0,66,0,1
Dan Burn,ENG,DF,30,1992,34.6,1715,1437,275,17,0,7,17,257,0,0,0,0,1361,3,29
Elliot Anderson,SCO,"MF,FW",19,2002,4.6,198,193,3,0,1,0,9,2,1,0,0,0,150,2,10
Emil Krafth,SWE,DF,27,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,SUI,DF,30,1991,35.6,1846,1770,73,62,7,34,18,10,0,0,0,0,1423,3,19
Jacob Murphy,ENG,FW,27,1995,13.9,448,428,18,0,6,2,53,10,7,1,0,0,296,2,31
Jamaal Lascelles,ENG,DF,28,1993,2.4,93,93,0,0,0,0,0,0,0,0,0,0,79,0,0
Jamal Lewis,NIR,"DF,FW",24,1998,0.1,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1
Javier Manquillo,ESP,DF,28,1994,0.4,29,25,4,1,0,0,1,3,0,0,0,0,24,0,0
Joe Willock,ENG,MF,22,1999,28.4,951,922,25,3,4,3,51,8,0,0,0,0,777,4,18
Joelinton,BRA,"MF,FW",25,1996,29.6,1268,1227,38,14,3,4,16,19,4,0,0,0,1035,3,40
Jonjo Shelvey,ENG,MF,30,1992,0.4,26,23,3,2,0,2,0,0,0,0,0,0,19,0,0
Kieran Trippier,ENG,DF,31,1990,37.1,2788,2061,714,180,16,16,393,318,216,93,82,15,1995,13,50
Lewis Miley,ENG,MF,16,2006,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Martin Dúbravka,SVK,GK,33,1989,1.7,54,38,16,1,0,0,0,0,0,0,0,0,49,0,0
Matt Ritchie,SCO,"FW,MF",32,1989,0.4,31,31,0,0,0,0,2,0,0,0,0,0,24,0,3
Matt Targett,ENG,DF,26,1995,6.8,419,327,91,17,0,3,34,56,18,10,7,0,326,1,11
Miguel Almirón,PAR,FW,28,1994,27.7,982,946,30,0,3,4,26,18,11,0,0,0,811,6,29
Nick Pope,ENG,GK,30,1992,36.2,890,612,278,71,0,3,0,0,0,0,0,0,614,0,1
Ryan Fraser,SCO,FW,28,1994,3.5,122,112,7,2,0,0,13,2,3,0,1,0,85,3,4
Sean Longstaff,ENG,MF,24,1997,28.0,1163,1118,41,7,7,6,30,4,3,0,0,0,943,4,31
Sven Botman,NED,DF,22,2000,34.7,1765,1717,42,32,0,30,1,4,0,0,0,0,1527,6,7
