General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Alexander Isak,SWE,FW,22,1999,16.9,49,2.9,29,0,5,11,3,1,5,0.3,1,0,2,1,1,0
Allan Saint-Maximin,FRA,FW,25,1997,12.4,65,5.22,49,0,10,3,3,0,10,0.8,7,0,2,0,1,0
Anthony Gordon,ENG,"FW,MF",21,2001,5.4,16,2.96,10,1,1,1,2,1,1,0.18,1,0,0,0,0,0
Bruno Guimarães,BRA,MF,24,1997,30.3,110,3.63,92,1,3,1,11,2,12,0.4,11,0,0,0,0,1
Callum Wilson,ENG,FW,30,1992,20.9,43,2.06,24,0,6,7,6,0,10,0.48,5,0,3,2,0,0
Chris Wood,NZL,FW,30,1991,5.0,5,1.01,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Dan Burn,ENG,DF,30,1992,34.6,40,1.16,35,2,0,3,0,0,3,0.09,3,0,0,0,0,0
Elliot Anderson,SCO,"MF,FW",19,2002,4.6,22,4.83,16,0,2,0,4,0,1,0.22,1,0,0,0,0,0
Emil Krafth,SWE,DF,27,1994,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fabian Schär,SUI,DF,30,1991,35.6,59,1.66,43,0,2,9,2,3,8,0.22,5,0,0,0,1,2
Jacob Murphy,ENG,FW,27,1995,13.9,49,3.52,37,0,4,2,5,1,6,0.43,5,0,0,0,0,1
Jamaal Lascelles,ENG,DF,28,1993,2.4,1,0.41,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Jamal Lewis,NIR,"DF,FW",24,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Javier Manquillo,ESP,DF,28,1994,0.4,1,2.43,0,0,0,0,0,1,1,2.43,0,0,0,0,0,1
Joe Willock,ENG,MF,22,1999,28.4,85,2.99,67,0,7,7,3,1,9,0.32,6,0,1,1,1,0
Joelinton,BRA,"MF,FW",25,1996,29.6,80,2.71,54,1,9,8,7,1,10,0.34,4,1,2,2,1,0
Jonjo Shelvey,ENG,MF,30,1992,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kieran Trippier,ENG,DF,31,1990,37.1,178,4.79,79,94,1,1,2,1,10,0.27,6,4,0,0,0,0
Lewis Miley,ENG,MF,16,2006,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Martin Dúbravka,SVK,GK,33,1989,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matt Ritchie,SCO,"FW,MF",32,1989,0.4,1,2.31,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matt Targett,ENG,DF,26,1995,6.8,17,2.51,12,5,0,0,0,0,0,0.0,0,0,0,0,0,0
Miguel Almirón,PAR,FW,28,1994,27.7,87,3.14,63,2,10,9,3,0,13,0.47,5,1,5,2,0,0
Nick Pope,ENG,GK,30,1992,36.2,5,0.14,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ryan Fraser,SCO,FW,28,1994,3.5,8,2.3,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Sean Longstaff,ENG,MF,24,1997,28.0,62,2.22,46,1,2,7,6,0,6,0.21,4,0,0,1,1,0
Sven Botman,NED,DF,22,2000,34.7,24,0.69,18,1,0,5,0,0,1,0.03,0,0,0,1,0,0
