General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alexander Isak,SWE,FW,22,1999,16.9,18,8,4,7,7,10,28,35.7,18,21,2,19,4,22,8,0
Allan Saint-Maximin,FRA,FW,25,1997,12.4,10,3,3,6,1,2,11,18.2,9,4,0,4,5,15,2,0
Anthony Gordon,ENG,"FW,MF",21,2001,5.4,14,12,5,7,2,9,20,45.0,11,9,1,8,2,16,1,1
Bruno Guimarães,BRA,MF,24,1997,30.3,78,40,27,46,5,38,65,58.5,27,28,4,24,36,114,22,1
Callum Wilson,ENG,FW,30,1992,20.9,9,3,0,8,1,0,3,0.0,3,8,0,8,1,10,5,0
Chris Wood,NZL,FW,30,1991,5.0,5,4,0,3,2,3,5,60.0,2,2,2,0,1,6,7,0
Dan Burn,ENG,DF,30,1992,34.6,60,38,29,23,8,34,67,50.7,33,42,16,26,32,92,120,2
Elliot Anderson,SCO,"MF,FW",19,2002,4.6,11,5,5,3,3,6,12,50.0,6,11,2,9,6,17,2,0
Emil Krafth,SWE,DF,27,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Fabian Schär,SUI,DF,30,1991,35.6,47,22,31,13,3,24,39,61.5,15,34,19,15,52,99,139,0
Jacob Murphy,ENG,FW,27,1995,13.9,15,7,3,8,4,8,20,40.0,12,17,0,17,7,22,3,0
Jamaal Lascelles,ENG,DF,28,1993,2.4,1,0,1,0,0,1,1,100.0,0,3,2,1,0,1,17,0
Jamal Lewis,NIR,"DF,FW",24,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Javier Manquillo,ESP,DF,28,1994,0.4,3,2,2,1,0,2,2,100.0,0,1,0,1,1,4,1,0
Joe Willock,ENG,MF,22,1999,28.4,51,30,13,26,12,25,58,43.1,33,54,8,46,25,76,17,0
Joelinton,BRA,"MF,FW",25,1996,29.6,70,49,36,26,8,26,62,41.9,36,52,7,45,48,118,39,0
Jonjo Shelvey,ENG,MF,30,1992,0.4,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
Kieran Trippier,ENG,DF,31,1990,37.1,71,49,36,27,8,46,90,51.1,44,45,15,30,43,114,84,2
Lewis Miley,ENG,MF,16,2006,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Martin Dúbravka,SVK,GK,33,1989,1.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Matt Ritchie,SCO,"FW,MF",32,1989,0.4,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0
Matt Targett,ENG,DF,26,1995,6.8,13,10,8,3,2,9,24,37.5,15,8,3,5,9,22,16,0
Miguel Almirón,PAR,FW,28,1994,27.7,46,30,16,19,11,18,42,42.9,24,25,2,23,10,56,17,0
Nick Pope,ENG,GK,30,1992,36.2,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,27,2
Ryan Fraser,SCO,FW,28,1994,3.5,2,2,0,0,2,2,5,40.0,3,3,1,2,0,2,3,0
Sean Longstaff,ENG,MF,24,1997,28.0,42,21,16,20,6,20,52,38.5,32,35,8,27,16,58,23,0
Sven Botman,NED,DF,22,2000,34.7,38,24,31,7,0,22,28,78.6,6,44,24,20,34,72,126,2
